timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,22.412,7.471,50153.000,59.00,0.000,0.000,50153.000,52.00,0
51,9315.823,-627.529,50000.000,70.00,5042.646,-10839.823,50000.000,56.00,0
101,9308.353,-4788.647,50000.000,93.00,4616.823,-13715.999,50000.000,78.00,0
151,10115.176,-6693.646,50000.000,54.00,4295.588,-16226.116,50000.000,54.00,0
201,9039.411,-3189.941,50000.000,56.00,4332.941,-15404.352,50000.000,76.00,0
251,8994.588,-1494.118,50000.000,108.00,4870.823,-14873.940,50000.000,62.00,0
301,9442.823,-5139.764,50000.000,60.00,4848.412,-13865.411,50000.000,87.00,0
351,9129.059,-7739.529,50000.000,47.00,4235.823,-14903.822,50000.000,71.00,0
401,8643.470,-6566.646,50000.000,63.00,3683.000,-15337.116,50000.000,87.00,0
451,8419.353,-5311.588,50000.000,75.00,3862.294,-15725.587,50000.000,46.00,0
501,8703.234,-7052.235,50000.000,67.00,3847.353,-14238.940,50000.000,67.00,0
551,8665.882,-7679.764,50000.000,70.00,4280.647,-13461.999,50000.000,55.00,0
601,8957.234,-5356.412,50000.000,46.00,4549.588,-11639.176,50000.000,75.00,0
651,8635.999,791.882,50000.000,102.00,5348.941,-11295.528,50000.000,77.00,0
701,10272.059,-575.235,50000.000,81.00,5827.059,-13656.234,50000.000,73.00,0
751,10234.705,-4527.176,50000.000,71.00,5475.941,-14134.352,50000.000,51.00,0
801,10219.764,-6566.646,50000.000,64.00,5475.941,-16181.293,50000.000,50.00,0
851,10107.705,-6596.529,50000.000,56.00,4527.176,-15815.234,50000.000,86.00,0
901,9360.646,-3451.412,50000.000,86.00,5117.353,-16136.470,50000.000,46.00,0
951,9816.353,-3735.294,50000.000,42.00,4997.823,-13387.293,50000.000,59.00,0
1001,6985.000,-2076.823,50000.000,60.00,4654.176,-7425.764,50000.000,81.00,0
1051,6357.470,-2838.823,50000.000,60.00,4004.235,-7522.882,50000.000,59.00,0
1101,6327.588,-2099.235,50000.000,70.00,2935.941,-8994.588,50000.000,73.00,0
1151,5475.941,-709.706,50000.000,83.00,3331.882,-10944.411,50000.000,57.00,0
1201,6611.470,-4064.000,50000.000,66.00,2592.294,-12946.528,50000.000,61.00,0
1251,5632.823,-6940.176,50000.000,62.00,2211.294,-12236.822,50000.000,68.00,0
1301,5244.353,-8561.294,50000.000,69.00,1740.647,-14067.116,50000.000,62.00,0
1351,5139.764,-7702.176,50000.000,47.00,597.647,-14388.352,50000.000,62.00,0
1401,4840.941,-4280.647,50000.000,90.00,851.647,-14844.058,50000.000,45.00,0
1451,5647.764,-4064.000,50000.000,65.00,993.588,-13394.764,50000.000,43.00,0
1501,5199.529,-4938.059,50000.000,68.00,2121.647,-10107.705,50000.000,47.00,0
1551,5707.529,-6245.411,50000.000,54.00,2405.529,-10690.411,50000.000,56.00,0
1601,6140.823,-2263.588,50000.000,50.00,2741.706,-10735.234,50000.000,62.00,0
1651,6940.176,3384.176,50000.000,88.00,4265.706,-10391.588,50000.000,50.00,0
1701,7769.411,2980.764,50000.000,69.00,4826.000,-10047.940,50000.000,48.00,0
1751,7941.235,560.294,50000.000,72.00,4945.529,-8912.411,50000.000,60.00,0
1801,8494.059,-2002.118,50000.000,82.00,5326.529,-9338.234,50000.000,57.00,0
1851,9420.411,-4512.235,50000.000,55.00,4863.353,-10421.470,50000.000,60.00,0
1901,8538.882,-3951.941,50000.000,61.00,4586.941,-10697.882,50000.000,57.00,0
1951,7844.117,-2144.059,50000.000,72.00,4527.176,-10996.705,50000.000,59.00,0
2001,8105.588,-2218.765,50000.000,91.00,4504.764,-11131.176,50000.000,61.00,0
2051,8561.294,-6066.117,50000.000,70.00,4243.294,-11676.528,50000.000,73.00,0
2101,8449.234,-8180.293,50000.000,45.00,3914.588,-13813.117,50000.000,61.00,0
2151,8494.059,-5087.470,50000.000,69.00,3787.588,-14261.352,50000.000,61.00,0
2201,8180.293,-1882.588,50000.000,80.00,3944.470,-14149.293,50000.000,38.00,0
2251,9099.176,-4527.176,50000.000,61.00,4183.529,-13163.176,50000.000,47.00,0
2301,8583.705,-6895.353,50000.000,73.00,4168.588,-12826.999,50000.000,36.00,0
2351,8964.705,-6230.470,50000.000,67.00,3884.706,-14156.764,50000.000,41.00,0
2401,8404.411,-1314.823,50000.000,68.00,4385.235,-12707.470,50000.000,52.00,0
2451,8486.588,1419.412,50000.000,81.00,4967.941,-11631.705,50000.000,53.00,0
2501,9129.059,-231.588,50000.000,53.00,5946.588,-9547.411,50000.000,79.00,0
2551,8987.117,-3653.117,50000.000,77.00,5446.059,-9786.470,50000.000,64.00,0
2601,9129.059,-6200.588,50000.000,51.00,4415.117,-13133.293,50000.000,42.00,0
2651,8919.882,-3488.764,50000.000,54.00,4205.941,-14134.352,50000.000,54.00,0
2701,8523.940,1337.235,50000.000,70.00,5027.706,-13499.352,50000.000,79.00,0
2751,9502.588,-1060.823,50000.000,71.00,5065.059,-13484.411,50000.000,63.00,0
2801,9300.882,-5505.823,50000.000,76.00,4654.176,-14246.411,50000.000,69.00,0
2851,9360.646,-6469.529,50000.000,63.00,3981.823,-15322.176,50000.000,58.00,0
2901,8068.235,-5983.941,50000.000,87.00,3346.823,-15262.411,50000.000,81.00,0
2951,7821.706,-8038.353,50000.000,70.00,2950.882,-15284.822,50000.000,78.00,0
3001,6581.588,-9988.176,50000.000,82.00,2584.823,-13611.411,50000.000,90.00,0
3051,6267.823,-9771.528,50000.000,46.00,2278.529,-14089.528,50000.000,53.00,0
