timestamp[ms],left_dx[um],left_dy[um],left_dt[us],leftshutter,right_dx[um],right_dy[um],right_dt[us],rightshutter,waterPin
18551,0.000,0.000,50000.000,34048,0.000,0.000,50000.000,56576,0
18601,0.000,0.000,50000.000,28416,0.000,0.000,50000.000,56320,0
18651,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,56064,0
18701,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,49664,0
18751,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,52480,0
18801,0.000,0.000,50001.000,27904,0.000,0.000,50000.000,52480,0
18851,0.000,0.000,49999.000,21760,0.000,0.000,50000.000,62464,0
18901,0.000,0.000,50001.000,22784,0.000,0.000,50000.000,51712,0
18951,0.000,0.000,49999.000,23808,0.000,0.000,50000.000,58112,0
19001,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,48128,0
19051,0.000,0.000,50000.000,33024,0.000,0.000,50000.000,47872,0
19101,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,60416,0
19151,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,50176,0
19201,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,50176,0
19251,0.000,0.000,50000.000,20992,0.000,0.000,50000.000,49920,0
19301,0.000,0.000,50000.000,20224,0.000,0.000,50000.000,52736,0
19351,0.000,0.000,50001.000,20736,0.000,0.000,50000.000,55808,0
19401,0.000,0.000,49999.000,21760,0.000,0.000,50000.000,55552,0
19451,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,49152,0
19501,0.000,0.000,50000.000,19968,0.000,0.000,50000.000,52224,0
19551,0.000,0.000,50000.000,31232,0.000,0.000,50000.000,48896,0
19601,0.000,0.000,50000.000,22784,0.000,0.000,50000.000,48128,0
19651,0.000,0.000,50000.000,22784,0.000,0.000,50000.000,47872,0
19701,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,47360,0
19751,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,47360,0
19801,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,46848,0
19851,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,49664,0
19901,0.000,0.000,50000.000,29440,-82.176,52.294,50000.000,52480,0
19951,0.000,0.000,50000.000,28928,-224.118,171.824,50000.000,58880,0
20001,0.000,0.000,50001.000,38144,0.000,0.000,50000.000,48896,0
20051,0.000,0.000,49999.000,33792,0.000,0.000,50000.000,45824,0
20101,0.000,0.000,50001.000,35584,0.000,0.000,50000.000,58112,0
20151,0.000,0.000,49999.000,27904,0.000,0.000,50000.000,45312,0
20201,0.000,0.000,50000.000,45312,0.000,0.000,50000.000,45312,0
20251,0.000,0.000,50000.000,28928,0.000,0.000,50000.000,42240,0
20301,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,44544,0
20351,0.000,0.000,50001.000,30464,0.000,0.000,50000.000,47104,0
20401,0.000,0.000,49999.000,25344,0.000,0.000,50000.000,44288,0
20451,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,49664,0
20501,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,49664,0
20551,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,43776,0
20601,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,49152,0
20651,0.000,0.000,50001.000,22784,0.000,0.000,50000.000,49152,0
20701,0.000,0.000,49999.000,28416,0.000,0.000,50000.000,48896,0
20751,0.000,0.000,50000.000,23808,0.000,0.000,50000.000,46080,0
20801,0.000,0.000,50000.000,31488,0.000,0.000,50000.000,51456,0
20851,0.000,0.000,50000.000,22016,0.000,0.000,50000.000,57856,0
20901,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,45056,0
20951,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,57088,0
21001,0.000,0.000,50000.000,29952,0.000,0.000,50000.000,47360,0
21051,0.000,0.000,50000.000,27904,-22.412,14.941,50000.000,59904,0
21101,0.000,0.000,50000.000,30976,-194.235,134.471,50000.000,49920,0
21151,0.000,0.000,50000.000,30720,0.000,7.471,50000.000,46848,0
21201,0.000,0.000,50001.000,34304,0.000,0.000,50000.000,52736,0
21251,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,62720,0
21301,0.000,0.000,49999.000,23808,0.000,0.000,50000.000,58880,0
21351,0.000,0.000,50000.000,23552,0.000,0.000,50000.000,769,0
21401,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,61952,0
21451,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,61952,0
21501,0.000,0.000,50000.000,39168,0.000,0.000,50000.000,257,0
21551,0.000,0.000,50001.000,30720,0.000,0.000,50000.000,61696,0
21601,0.000,0.000,49999.000,36352,0.000,0.000,50000.000,62464,0
21651,0.000,0.000,50001.000,42752,0.000,0.000,50000.000,54272,0
21701,0.000,0.000,49999.000,42496,0.000,0.000,50000.000,57600,0
21751,0.000,0.000,50000.000,39680,0.000,0.000,50000.000,50688,0
21801,0.000,0.000,50000.000,35072,0.000,0.000,50000.000,44800,0
21851,0.000,0.000,50000.000,37120,0.000,0.000,50000.000,53248,0
21901,0.000,0.000,50000.000,48640,0.000,0.000,50000.000,49664,0
21951,0.000,0.000,50000.000,32256,0.000,0.000,50000.000,49408,0
22001,0.000,0.000,50001.000,32000,0.000,0.000,50000.000,55552,0
22051,0.000,0.000,49999.000,29952,0.000,0.000,50000.000,52224,0
22101,0.000,0.000,50000.000,29952,0.000,0.000,50000.000,52224,0
22151,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,49152,0
22201,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,55296,0
22251,0.000,0.000,50000.000,29952,0.000,0.000,50000.000,58624,0
22301,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,62208,0
22351,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,61952,0
22401,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,61952,0
22451,0.000,0.000,50001.000,29440,0.000,0.000,50000.000,61952,0
22501,0.000,0.000,49999.000,27648,0.000,0.000,50000.000,61952,0
22551,0.000,0.000,50001.000,26112,0.000,0.000,50000.000,58112,0
22601,0.000,0.000,49999.000,27648,0.000,0.000,50000.000,54528,0
22651,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,54528,0
22701,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,54272,0
22751,0.000,0.000,50001.000,27392,0.000,0.000,50000.000,54272,0
22801,0.000,0.000,49999.000,27392,0.000,0.000,50000.000,54016,0
22851,0.000,0.000,50000.000,25856,0.000,0.000,50000.000,54016,0
22901,0.000,0.000,50000.000,25856,0.000,0.000,50000.000,54016,0
22951,0.000,0.000,50000.000,25856,0.000,0.000,50000.000,54016,0
23001,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,54016,0
23051,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,54016,0
23101,0.000,0.000,50000.000,25600,0.000,0.000,50000.000,54016,0
23151,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,54016,0
23201,0.000,0.000,50001.000,30464,0.000,0.000,50000.000,54016,0
23251,0.000,0.000,49999.000,30464,0.000,0.000,50000.000,50432,0
23301,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,53504,0
23351,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,56832,0
23401,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,63744,0
23451,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,63744,0
23501,0.000,0.000,50000.000,28416,0.000,0.000,50000.000,63744,0
23551,0.000,0.000,50001.000,28416,0.000,0.000,50000.000,63744,0
23601,0.000,0.000,49999.000,25344,0.000,0.000,50000.000,59904,0
23651,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,59904,0
23701,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,56064,0
23751,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,49664,0
23801,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,49664,0
23851,0.000,0.000,50000.000,31488,0.000,0.000,50000.000,49664,0
23901,0.000,0.000,50000.000,33024,0.000,0.000,50000.000,52480,0
23951,0.000,0.000,50001.000,33024,0.000,0.000,50000.000,52224,0
24001,0.000,0.000,49999.000,32768,0.000,0.000,50000.000,49152,0
24051,0.000,0.000,50000.000,49408,0.000,0.000,50000.000,49152,0
24101,0.000,0.000,50001.000,36096,0.000,0.000,50000.000,52224,0
24151,0.000,0.000,49999.000,34048,0.000,0.000,50000.000,46080,0
24201,0.000,0.000,50000.000,40192,0.000,0.000,50000.000,48896,0
24251,0.000,0.000,50000.000,42496,0.000,0.000,50000.000,54784,0
24301,0.000,0.000,50000.000,37376,0.000,0.000,50000.000,54784,0
24351,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,61696,0
24401,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,61696,0
24451,0.000,0.000,50000.000,34048,0.000,0.000,50000.000,1,0
24501,0.000,0.000,50000.000,28416,0.000,0.000,50000.000,61440,0
24551,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,61184,0
24601,0.000,0.000,50000.000,23552,0.000,0.000,50000.000,3073,0
24651,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,60672,0
24701,0.000,0.000,50000.000,32256,0.000,0.000,50000.000,60416,0
24751,0.000,0.000,50000.000,36352,0.000,0.000,50000.000,60160,0
24801,0.000,0.000,50000.000,34304,0.000,0.000,50000.000,49920,0
24851,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,46848,0
24901,0.000,0.000,50000.000,31488,0.000,0.000,50000.000,55808,0
24951,0.000,0.000,50000.000,33280,276.412,-209.176,50000.000,51968,0
25001,0.000,0.000,50000.000,27136,254.000,-186.765,50000.000,51456,0
25051,0.000,0.000,50000.000,31744,0.000,0.000,50000.000,51456,0
25101,0.000,0.000,50000.000,22272,0.000,0.000,50000.000,48128,0
25151,0.000,0.000,50000.000,22016,44.824,-37.353,50000.000,60928,0
25201,0.000,0.000,50001.000,25856,164.353,-141.941,50000.000,47360,0
25251,0.000,0.000,49999.000,25600,0.000,0.000,50000.000,44800,0
25301,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,46848,0
25351,0.000,0.000,50000.000,23808,0.000,0.000,50000.000,49408,0
25401,0.000,0.000,50001.000,23296,0.000,0.000,50000.000,49408,0
25451,0.000,0.000,49999.000,27136,0.000,0.000,50000.000,40960,0
25501,0.000,0.000,50000.000,28416,0.000,0.000,50000.000,48896,0
25551,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,51456,0
25601,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,45568,0
25651,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,45312,0
25701,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,42496,0
25751,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,46336,0
25801,0.000,0.000,50000.000,32000,0.000,0.000,50000.000,42240,0
25851,0.000,0.000,50000.000,34048,0.000,0.000,50000.000,50176,0
25901,0.000,0.000,50001.000,28416,0.000,0.000,50000.000,47104,0
25951,0.000,0.000,49999.000,35072,0.000,0.000,50000.000,59392,0
26001,0.000,0.000,50000.000,36864,0.000,0.000,50000.000,52224,0
26051,0.000,0.000,50000.000,34304,0.000,0.000,50000.000,52224,0
26101,0.000,0.000,50000.000,30208,328.706,-216.647,50000.000,51968,0
26151,0.000,0.000,50001.000,31744,149.412,-104.588,50000.000,54528,0
26201,0.000,0.000,49999.000,31488,0.000,0.000,50000.000,57856,0
26251,0.000,0.000,50000.000,29184,0.000,0.000,50000.000,47872,0
26301,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,47360,0
26351,0.000,0.000,50001.000,23552,0.000,0.000,50000.000,47360,0
26401,0.000,0.000,49999.000,26368,0.000,0.000,50000.000,41728,0
26451,0.000,0.000,50000.000,29184,0.000,0.000,50000.000,52736,0
26501,0.000,0.000,50000.000,23808,0.000,0.000,50000.000,55296,0
26551,0.000,0.000,50000.000,29184,0.000,0.000,50000.000,55296,0
26601,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,48896,0
26651,0.000,0.000,50000.000,22528,0.000,0.000,50000.000,51712,0
26701,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,48640,0
26751,0.000,0.000,50000.000,21760,0.000,0.000,50000.000,57856,0
26801,0.000,0.000,50000.000,23808,0.000,0.000,50000.000,57856,0
26851,0.000,0.000,50000.000,22016,0.000,0.000,50000.000,50944,0
26901,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,57344,0
26951,0.000,0.000,50000.000,20224,0.000,0.000,50000.000,47360,0
27001,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,47104,0
27051,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,49920,0
27101,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,56064,0
27151,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,55552,0
27201,0.000,0.000,50000.000,32768,0.000,0.000,50000.000,48896,0
27251,0.000,0.000,50001.000,30464,0.000,0.000,50000.000,48640,0
27301,0.000,0.000,49999.000,30464,0.000,0.000,50000.000,51456,0
27351,0.000,0.000,50001.000,23808,0.000,0.000,50000.000,57856,0
27401,0.000,0.000,49999.000,22272,0.000,0.000,50000.000,54016,0
27451,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,57344,0
27501,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,64512,0
27551,0.000,0.000,50000.000,27648,0.000,0.000,50000.000,50432,0
27601,0.000,0.000,50000.000,27648,0.000,0.000,50000.000,50432,0
27651,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,53504,0
27701,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,53504,0
27751,0.000,0.000,50000.000,32768,0.000,0.000,50000.000,52992,0
27801,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,55808,0
27851,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,55808,0
27901,0.000,0.000,50000.000,28416,0.000,0.000,50000.000,55808,0
27951,0.000,0.000,50000.000,31744,0.000,0.000,50000.000,59136,0
28001,0.000,0.000,50000.000,35584,0.000,0.000,50000.000,58880,0
28051,0.000,0.000,50001.000,35584,0.000,0.000,50000.000,56064,0
28101,0.000,0.000,49999.000,26368,0.000,0.000,50000.000,51968,0
28151,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,51968,0
28201,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,55040,0
28251,0.000,0.000,50000.000,31232,0.000,0.000,50000.000,58368,0
28301,0.000,0.000,50000.000,33024,0.000,0.000,50000.000,58368,0
28351,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,54784,0
28401,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,54784,0
28451,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,54784,0
28501,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,54784,0
28551,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,54784,0
28601,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,54784,0
28651,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,58112,0
28701,0.000,0.000,50000.000,32768,0.000,0.000,50000.000,57856,0
28751,0.000,0.000,50000.000,28928,0.000,0.000,50000.000,57856,0
28801,0.000,0.000,50000.000,28928,0.000,0.000,50000.000,57856,0
28851,0.000,0.000,50000.000,28928,0.000,0.000,50000.000,54016,0
28901,0.000,0.000,50000.000,19200,0.000,0.000,50000.000,54016,0
28951,0.000,0.000,50000.000,35584,0.000,0.000,50000.000,57088,0
29001,0.000,0.000,50000.000,35584,0.000,0.000,50000.000,57088,0
29051,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,56832,0
29101,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,60160,0
29151,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,56576,0
29201,0.000,0.000,50001.000,27648,0.000,0.000,50000.000,56576,0
29251,0.000,0.000,49999.000,30976,0.000,0.000,50000.000,56576,0
29301,0.000,0.000,50000.000,27392,0.000,0.000,50000.000,49920,0
29351,0.000,0.000,50000.000,25856,0.000,0.000,50000.000,52992,0
29401,0.000,0.000,50000.000,24064,0.000,0.000,50000.000,51712,0
29451,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,49664,0
29501,0.000,0.000,50000.000,23552,0.000,0.000,50000.000,58880,0
29551,0.000,0.000,50000.000,23552,0.000,0.000,50000.000,62464,0
29601,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,55040,0
29651,0.000,0.000,50001.000,26112,0.000,0.000,50000.000,51712,0
29701,0.000,0.000,49999.000,27136,0.000,0.000,50000.000,47872,0
29751,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,47872,0
29801,0.000,0.000,50000.000,29952,0.000,0.000,50000.000,50688,0
29851,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,47616,0
29901,0.000,0.000,50000.000,23552,0.000,0.000,50000.000,59904,0
29951,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,49664,0
30001,0.000,0.000,50001.000,23040,0.000,0.000,50000.000,52736,0
30051,0.000,0.000,49999.000,27136,0.000,0.000,50000.000,46592,0
30101,0.000,0.000,50001.000,19968,0.000,0.000,50000.000,46336,0
30151,0.000,0.000,49999.000,19456,0.000,0.000,50000.000,55296,0
30201,0.000,0.000,50000.000,23808,0.000,0.000,50000.000,48640,0
30251,0.000,0.000,50000.000,23808,0.000,0.000,50000.000,57856,0
30301,0.000,0.000,50001.000,22272,0.000,0.000,50000.000,57856,0
30351,0.000,0.000,49999.000,21760,0.000,0.000,50000.000,50944,0
30401,0.000,0.000,50000.000,22528,0.000,0.000,50000.000,50688,0
30451,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,50432,0
30501,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,50176,0
30551,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,50688,0
30601,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,46592,0
30651,0.000,0.000,50000.000,31744,0.000,0.000,50000.000,52480,0
30701,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,40960,0
30751,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,46080,0
30801,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,43264,0
30851,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,45824,0
30901,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,54528,0
30951,0.000,0.000,50000.000,33536,-14.941,14.941,50000.000,50944,0
31001,0.000,0.000,50000.000,29440,-14.941,7.471,50000.000,57344,0
31051,0.000,0.000,50000.000,32768,0.000,0.000,50000.000,50432,0
31101,0.000,0.000,50000.000,32768,-67.235,37.353,50000.000,47360,0
31151,0.000,0.000,50000.000,34560,-14.941,7.471,50000.000,55808,0
31201,0.000,0.000,50000.000,36352,0.000,0.000,50000.000,55808,0
31251,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,46080,0
31301,0.000,0.000,50000.000,33536,0.000,0.000,50000.000,45824,0
31351,0.000,0.000,50000.000,33536,0.000,0.000,50000.000,43008,0
31401,0.000,0.000,50000.000,31232,0.000,0.000,50000.000,42752,0
31451,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,45312,0
31501,0.000,0.000,50000.000,28928,0.000,0.000,50000.000,45056,0
31551,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,45056,0
31601,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,44800,0
31651,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,47104,0
31701,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,49664,0
31751,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,46336,0
31801,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,43520,0
31851,0.000,0.000,50000.000,23552,0.000,0.000,50000.000,48896,0
31901,0.000,0.000,50000.000,25600,0.000,0.000,50002.000,48640,0
31951,0.000,0.000,50000.000,25600,0.000,0.000,50000.000,45824,0
32001,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,51456,0
32051,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,45568,0
32101,0.000,0.000,50000.000,22528,0.000,0.000,50000.000,42496,0
32151,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,53760,0
32201,0.000,0.000,50001.000,20736,0.000,0.000,50000.000,57088,0
32251,0.000,0.000,49999.000,23296,0.000,0.000,50000.000,44544,0
32301,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,44544,0
32351,0.000,0.000,50000.000,25856,0.000,0.000,50000.000,56064,0
32401,0.000,0.000,50000.000,28672,0.000,0.000,50000.000,49664,0
32451,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,46592,0
32501,0.000,0.000,50000.000,33280,0.000,0.000,50000.000,62464,0
32551,0.000,0.000,50000.000,27648,-119.529,89.647,50000.000,62464,0
32601,0.000,0.000,50000.000,28416,-283.882,246.529,50000.000,55040,0
32651,0.000,0.000,50000.000,32512,-14.941,7.471,50000.000,51712,0
32701,0.000,0.000,50000.000,25600,0.000,0.000,50000.000,48640,0
32751,0.000,0.000,50000.000,34048,0.000,0.000,50000.000,45824,0
32801,0.000,0.000,50000.000,34048,0.000,0.000,50000.000,48640,0
32851,0.000,0.000,50001.000,34048,0.000,0.000,50000.000,51456,0
32901,0.000,0.000,49999.000,34048,0.000,0.000,50000.000,57856,0
32951,0.000,0.000,50000.000,36096,0.000,0.000,50000.000,61440,0
33001,0.000,0.000,50000.000,34048,0.000,0.000,50000.000,61440,0
33051,0.000,0.000,50000.000,30208,0.000,0.000,50000.000,61440,0
33101,0.000,0.000,50000.000,31744,0.000,0.000,50000.000,57600,0
33151,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,57600,0
33201,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,57600,0
33251,0.000,0.000,50001.000,24832,0.000,0.000,50000.000,61184,0
33301,0.000,0.000,49999.000,22016,0.000,0.000,50000.000,61184,0
33351,0.000,0.000,50000.000,22016,0.000,0.000,50000.000,61184,0
33401,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,61184,0
33451,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,61184,0
33501,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,61184,0
33551,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,61184,0
33601,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,61184,0
33651,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,61184,0
33701,0.000,0.000,50001.000,23040,0.000,0.000,50000.000,61184,0
33751,0.000,0.000,49999.000,23040,0.000,0.000,50000.000,61184,0
33801,0.000,0.000,50001.000,23040,0.000,0.000,50000.000,61184,0
33851,0.000,0.000,49999.000,23040,0.000,0.000,50000.000,57600,0
33901,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,57600,0
33951,0.000,0.000,50000.000,28672,0.000,0.000,50000.000,57600,0
34001,0.000,0.000,50000.000,28416,0.000,0.000,50000.000,57600,0
34051,0.000,0.000,50001.000,29952,0.000,0.000,50000.000,57600,0
34101,0.000,0.000,49999.000,31488,0.000,0.000,50000.000,61184,0
34151,0.000,0.000,50001.000,33280,0.000,0.000,50000.000,61184,0
34201,0.000,0.000,49999.000,37376,0.000,0.000,50000.000,57600,0
34251,0.000,0.000,50001.000,33024,0.000,0.000,50000.000,54016,0
34301,0.000,0.000,49999.000,35072,0.000,0.000,50000.000,50688,0
34351,0.000,0.000,50002.000,30976,0.000,0.000,50000.000,47616,0
34401,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,47360,0
34451,0.000,0.000,49999.000,27392,0.000,0.000,49998.000,47360,0
34501,0.000,0.000,49999.000,28928,0.000,0.000,50000.000,50176,0
34551,0.000,0.000,50001.000,30464,0.000,0.000,50000.000,59904,0
34601,0.000,0.000,49999.000,30464,112.059,-97.118,50000.000,59648,0
34651,0.000,0.000,50000.000,34048,254.000,-209.176,50000.000,46592,0
34701,0.000,0.000,50000.000,23808,14.941,-7.471,50000.000,43776,0
34751,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,52224,0
34801,0.000,0.000,50000.000,31488,0.000,0.000,50000.000,51968,0
34851,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,43264,0
34901,0.000,0.000,50000.000,21760,0.000,0.000,50000.000,54528,0
34951,0.000,0.000,50000.000,21760,37.353,-22.412,50000.000,61440,0
35001,0.000,0.000,50000.000,29952,164.353,-104.588,50000.000,54016,0
35051,0.000,0.000,50000.000,21760,0.000,0.000,50000.000,44800,0
35101,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,44800,0
35151,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,47360,0
35201,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,44544,0
35251,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,47104,0
35301,0.000,0.000,50000.000,32256,0.000,0.000,50000.000,49664,0
35351,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,43776,0
35401,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,43776,0
35451,0.000,0.000,50001.000,27392,0.000,0.000,50000.000,49152,0
35501,0.000,0.000,50000.000,27392,0.000,0.000,50000.000,52224,0
35551,0.000,0.000,49999.000,26880,0.000,0.000,50000.000,49152,0
35601,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,43264,0
35651,0.000,0.000,50001.000,26880,0.000,0.000,50000.000,45824,0
35701,0.000,0.000,49999.000,29440,0.000,0.000,50000.000,43008,0
35751,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,48384,0
35801,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,42752,0
35851,0.000,0.000,50000.000,32512,0.000,0.000,50000.000,42240,0
35901,0.000,0.000,50000.000,34304,0.000,0.000,50000.000,55296,0
35951,0.000,0.000,50000.000,28672,0.000,0.000,50000.000,52736,0
36001,0.000,0.000,50000.000,31488,0.000,0.000,50000.000,52736,0
36051,0.000,0.000,50001.000,31232,0.000,0.000,50000.000,55552,0
36101,0.000,0.000,49999.000,34816,0.000,0.000,50000.000,49152,0
36151,0.000,0.000,50000.000,34816,0.000,0.000,50000.000,51712,0
36201,0.000,0.000,50000.000,28928,231.588,-179.294,50000.000,51456,0
36251,0.000,0.000,50000.000,28928,186.765,-149.412,50000.000,57600,0
36301,0.000,0.000,50000.000,36096,0.000,0.000,50000.000,54016,0
36351,0.000,0.000,50000.000,32256,0.000,0.000,50000.000,57344,0
36401,0.000,0.000,50001.000,28160,0.000,0.000,50000.000,47104,0
36451,0.000,0.000,49999.000,24832,0.000,0.000,50000.000,46848,0
36501,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,44032,0
36551,0.000,0.000,50000.000,25600,0.000,0.000,50000.000,47616,0
36601,0.000,0.000,50001.000,26880,0.000,0.000,50000.000,43520,0
36651,0.000,0.000,50000.000,33280,0.000,0.000,50000.000,51712,1
36701,0.000,0.000,50000.000,27648,0.000,0.000,50000.000,43008,1
36751,0.000,0.000,49999.000,21760,0.000,0.000,50000.000,45568,0
36801,0.000,0.000,50000.000,34048,0.000,0.000,50000.000,54272,0
36851,0.000,0.000,50000.000,31744,0.000,0.000,50000.000,50688,0
36901,0.000,0.000,50000.000,20992,0.000,0.000,50000.000,50688,0
36951,0.000,0.000,50000.000,23552,0.000,0.000,50000.000,50432,0
37001,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,50432,0
37051,0.000,0.000,50000.000,22784,0.000,0.000,50000.000,60160,0
37101,0.000,0.000,50001.000,25344,0.000,0.000,50000.000,60160,0
37151,0.000,0.000,49999.000,26624,0.000,0.000,50000.000,53248,0
37201,0.000,0.000,50000.000,20736,0.000,0.000,50000.000,52992,0
37251,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,54784,0
37301,0.000,0.000,50000.000,20224,0.000,0.000,50000.000,46592,0
