timestamp[ms],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us],waterPin
0,0.000,7.471,50154.000,0.000,0.000,50155.000,0
51,0.000,0.000,50000.000,0.000,1434.353,50000.000,0
101,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
151,7.471,-7.471,50000.000,0.000,0.000,50000.000,0
201,0.000,-7.471,50000.000,5737.411,-1441.823,50000.000,0
251,0.000,14.941,50000.000,-14.941,-7.471,50000.000,0
301,0.000,0.000,50000.000,0.000,-14.941,50000.000,0
351,0.000,0.000,50000.000,-7.471,0.000,50000.000,0
401,0.000,-7.471,50000.000,0.000,-7.471,50000.000,0
451,0.000,0.000,50000.000,0.000,0.000,50000.000,0
501,0.000,0.000,50000.000,0.000,0.000,50000.000,0
551,0.000,7.471,50000.000,0.000,7.471,50000.000,0
601,0.000,7.471,50000.000,-7.471,0.000,50000.000,0
651,0.000,0.000,50000.000,0.000,0.000,50000.000,0
701,0.000,-22.412,50000.000,0.000,0.000,50000.000,0
751,0.000,-1680.882,50000.000,0.000,0.000,50000.000,0
801,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
851,0.000,0.000,50000.000,0.000,0.000,50000.000,0
901,0.000,14.941,50000.000,-22.412,-7.471,50000.000,0
951,-5744.882,0.000,50000.000,0.000,-7.471,50000.000,0
1001,0.000,0.000,50000.000,0.000,0.000,50000.000,0
1051,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
1101,0.000,0.000,50000.000,-7.471,0.000,50000.000,0
1151,0.000,14.941,50000.000,-7.471,0.000,50000.000,0
1201,0.000,7.471,50000.000,-7.471,0.000,50000.000,0
1251,0.000,-14.941,50000.000,0.000,-7.471,50000.000,0
1301,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
1351,-7.471,0.000,50000.000,0.000,0.000,50000.000,0
1401,0.000,0.000,50000.000,0.000,0.000,50000.000,0
1451,0.000,14.941,50000.000,-7.471,-7.471,50000.000,0
1501,-7.471,-7.471,50000.000,0.000,-7.471,50000.000,0
1551,-7.471,-14.941,50000.000,0.000,-7.471,50000.000,0
1601,-7.471,0.000,50000.000,0.000,-7.471,50000.000,0
1651,0.000,0.000,50000.000,-14.941,-7.471,50000.000,0
1701,0.000,0.000,50000.000,0.000,0.000,50000.000,0
1751,-7.471,0.000,50000.000,0.000,0.000,50000.000,0
1801,0.000,-14.941,50000.000,0.000,1673.412,50000.000,0
1851,0.000,0.000,50000.000,0.000,0.000,50000.000,0
1901,0.000,0.000,50000.000,0.000,0.000,50000.000,0
1951,0.000,0.000,50000.000,0.000,0.000,50000.000,0
2001,0.000,0.000,50000.000,0.000,-14.941,50000.000,0
2051,-5744.882,-14.941,50000.000,0.000,-7.471,50000.000,0
2101,0.000,1434.353,50000.000,0.000,1434.353,50000.000,0
2151,0.000,0.000,50000.000,0.000,0.000,50000.000,0
2201,0.000,7.471,50000.000,0.000,0.000,50000.000,0
2251,0.000,0.000,50000.000,0.000,-14.941,50000.000,0
2301,0.000,1673.412,50000.000,0.000,0.000,50000.000,0
2351,0.000,0.000,50000.000,0.000,0.000,50000.000,0
2401,0.000,0.000,50000.000,0.000,0.000,50000.000,0
2451,0.000,0.000,50000.000,0.000,0.000,50000.000,0
2501,0.000,0.000,50000.000,0.000,0.000,50000.000,0
2551,0.000,-14.941,50000.000,0.000,0.000,50000.000,0
2601,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
2651,0.000,0.000,50000.000,0.000,0.000,50000.000,0
2701,0.000,0.000,50000.000,0.000,0.000,50000.000,0
2751,0.000,0.000,50000.000,0.000,-7.471,50000.000,0
2801,-7.471,-22.412,50000.000,-5744.882,1673.412,50000.000,0
2851,-7.471,0.000,50000.000,0.000,0.000,50000.000,0
2901,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
2951,0.000,-14.941,50000.000,-7.471,0.000,50000.000,0
3001,0.000,14.941,50000.000,-7.471,7.471,50000.000,0
3051,0.000,14.941,50000.000,0.000,0.000,50000.000,0
3101,0.000,0.000,50000.000,0.000,0.000,50000.000,0
3151,0.000,-1680.882,50000.000,0.000,0.000,50000.000,0
3201,0.000,-7.471,50000.000,7.471,-1680.882,50000.000,0
3251,7.471,0.000,50000.000,0.000,-7.471,50000.000,0
3301,0.000,-1680.882,50000.000,0.000,-7.471,50000.000,0
3351,0.000,-7.471,50000.000,7.471,-7.471,50000.000,0
3401,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
3451,7.471,14.941,50000.000,0.000,1673.412,50000.000,0
3501,0.000,0.000,50000.000,0.000,0.000,50000.000,0
3551,0.000,-14.941,50000.000,0.000,-7.471,50000.000,0
3601,0.000,-1441.823,50000.000,0.000,0.000,50000.000,0
3651,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
3701,-7.471,-7.471,50000.000,0.000,0.000,50000.000,0
3751,-5744.882,7.471,50000.000,-7.471,0.000,50000.000,0
3801,0.000,7.471,50000.000,0.000,0.000,50000.000,0
3851,0.000,0.000,50000.000,0.000,0.000,50000.000,0
3901,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
3951,0.000,-14.941,50000.000,-7.471,-7.471,50000.000,0
4001,0.000,-7.471,50000.000,-14.941,-7.471,50000.000,0
4051,0.000,0.000,50000.000,-7.471,0.000,50000.000,0
4101,0.000,-14.941,50000.000,0.000,-14.941,50000.000,0
4151,0.000,-14.941,50000.000,0.000,0.000,50000.000,0
4201,0.000,0.000,50000.000,0.000,0.000,50000.000,0
4251,0.000,7.471,50000.000,0.000,0.000,50000.000,0
4301,0.000,7.471,50000.000,0.000,0.000,50000.000,0
4351,22.412,22.412,50000.000,0.000,-7.471,50000.000,0
4401,14.941,14.941,50000.000,0.000,-7.471,50000.000,0
4451,0.000,0.000,50000.000,0.000,-1680.882,50000.000,0
4501,0.000,0.000,50000.000,0.000,-7.471,50000.000,0
4551,0.000,0.000,50000.000,-7.471,0.000,50000.000,0
4601,0.000,0.000,50000.000,0.000,0.000,50000.000,0
4651,0.000,0.000,50000.000,0.000,-14.941,50000.000,0
4701,7.471,-7.471,50000.000,0.000,0.000,50000.000,0
4751,0.000,0.000,50000.000,0.000,0.000,50000.000,0
4801,0.000,0.000,50000.000,0.000,0.000,50000.000,0
4851,0.000,0.000,50000.000,0.000,0.000,50000.000,0
4901,0.000,-1695.823,50000.000,5737.411,-1695.823,50000.000,0
4951,0.000,-22.412,50000.000,-7.471,-22.412,50000.000,0
5001,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
5051,0.000,0.000,50000.000,0.000,0.000,50000.000,0
5101,0.000,0.000,50000.000,0.000,0.000,50000.000,0
5151,0.000,0.000,50000.000,0.000,0.000,50000.000,0
5201,0.000,0.000,50000.000,0.000,-7.471,50000.000,0
5251,0.000,-7.471,50000.000,0.000,1673.412,50000.000,0
5301,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
5351,0.000,0.000,50000.000,0.000,0.000,50000.000,0
5401,0.000,0.000,50000.000,0.000,0.000,50000.000,1
5451,0.000,-1688.353,50000.000,0.000,-1912.470,50000.000,1
5501,0.000,-14.941,50000.000,0.000,-14.941,50000.000,0
5551,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
5601,-14.941,-22.412,50000.000,-7.471,0.000,50000.000,0
5651,-7.471,0.000,50000.000,0.000,-7.471,50000.000,0
5701,0.000,0.000,50000.000,-7.471,-14.941,50000.000,0
5751,-7.471,-37.353,50000.000,-14.941,-14.941,50000.000,0
5801,-127.000,-283.882,50000.000,-216.647,-89.647,50000.000,0
5851,-582.706,-926.353,50000.000,-1038.412,-44.824,50000.000,0
5901,-1240.118,-2061.882,50000.000,-1934.882,186.765,50000.000,0
5951,-1628.588,-3115.235,50000.000,-2413.000,246.529,50000.000,0
6001,-1703.294,-2764.117,50000.000,-2644.588,545.353,50000.000,0
6051,-1411.941,-1591.235,50000.000,-1979.706,1113.118,50000.000,0
6101,-963.706,-806.823,50000.000,-1068.294,1367.118,50000.000,0
6151,-515.471,-522.941,50000.000,-567.765,1038.412,50000.000,0
6201,-433.294,-590.176,50000.000,-605.118,881.529,50000.000,0
6251,-612.588,-859.118,50000.000,-784.412,702.235,50000.000,0
6301,-605.118,-672.353,50000.000,-806.823,739.588,50000.000,0
6351,-567.765,-545.353,50000.000,-657.412,784.412,50000.000,0
6401,-410.882,-485.588,50000.000,-448.235,500.529,50000.000,0
6451,-268.941,-276.412,50000.000,-313.765,254.000,50000.000,0
6501,-89.647,-112.059,50000.000,-104.588,52.294,50000.000,0
6551,0.000,-14.941,50000.000,-7.471,14.941,50000.000,0
6601,-29.882,-104.588,50000.000,-29.882,-67.235,50000.000,0
6651,-37.353,-67.235,50000.000,-67.235,-7.471,50000.000,0
6701,-74.706,-44.824,50000.000,-186.765,0.000,50000.000,0
6751,-149.412,-231.588,50000.000,-89.647,0.000,50000.000,0
6801,-216.647,-239.059,50000.000,-209.176,313.765,50000.000,0
6851,-186.765,-209.176,50000.000,-224.118,209.176,50000.000,0
6901,-89.647,-209.176,50000.000,-82.176,0.000,50000.000,0
6951,-44.824,-44.824,50000.000,-14.941,-7.471,50000.000,0
7001,-37.353,-97.118,50000.000,-7.471,-44.824,50000.000,0
7051,-37.353,-89.647,50000.000,-59.765,0.000,50000.000,0
7101,-59.765,-7.471,50000.000,-171.824,37.353,50000.000,0
7151,-82.176,-97.118,50000.000,-97.118,-7.471,50000.000,0
7201,-7.471,-14.941,50000.000,0.000,7.471,50000.000,0
7251,-22.412,-52.294,50000.000,-52.294,14.941,50000.000,0
7301,-74.706,-89.647,50000.000,-104.588,-59.765,50000.000,0
7351,-7.471,-7.471,50000.000,-14.941,7.471,50000.000,0
7401,-44.824,-74.706,50000.000,-29.882,67.235,50000.000,0
7451,-134.471,-194.235,50000.000,-104.588,201.706,50000.000,0
7501,-59.765,-127.000,50000.000,-29.882,7.471,50000.000,0
7551,-7.471,-7.471,50000.000,0.000,-7.471,50000.000,0
7601,-29.882,-29.882,50000.000,7.471,-59.765,50000.000,0
7651,7.471,7.471,50000.000,37.353,-22.412,50000.000,0
7701,14.941,14.941,50000.000,22.412,-37.353,50000.000,0
7751,104.588,216.647,50000.000,82.176,82.176,50000.000,0
7801,261.471,552.823,50000.000,485.588,67.235,50000.000,0
7851,395.941,702.235,50000.000,620.059,112.059,50000.000,0
7901,582.706,1038.412,50000.000,836.706,283.882,50000.000,0
7951,679.823,1217.706,50000.000,1172.882,14.941,50000.000,0
8001,515.471,933.823,50000.000,784.412,-291.353,50000.000,0
8051,127.000,306.294,50000.000,149.412,-201.706,50000.000,0
8101,0.000,22.412,50000.000,0.000,-44.824,50000.000,0
8151,52.294,164.353,50000.000,67.235,89.647,50000.000,0
8201,104.588,283.882,50000.000,201.706,0.000,50000.000,0
8251,74.706,291.353,50000.000,149.412,7.471,50000.000,0
8301,82.176,134.471,50000.000,134.471,59.765,50000.000,0
8351,14.941,141.941,50000.000,52.294,-74.706,50000.000,0
8401,44.824,343.647,50000.000,134.471,-29.882,50000.000,0
8451,29.882,82.176,50000.000,74.706,-7.471,50000.000,0
8501,7.471,156.882,50000.000,44.824,-89.647,50000.000,0
8551,14.941,201.706,50000.000,52.294,7.471,50000.000,0
8601,14.941,0.000,50000.000,37.353,-7.471,50000.000,0
8651,14.941,112.059,50000.000,74.706,-134.471,50000.000,0
8701,44.824,141.941,50000.000,119.529,-231.588,50000.000,0
8751,22.412,119.529,50000.000,67.235,-164.353,50000.000,0
8801,7.471,22.412,50000.000,14.941,-67.235,50000.000,0
8851,14.941,59.765,50000.000,0.000,-7.471,50000.000,0
8901,0.000,-7.471,50000.000,14.941,-67.235,50000.000,0
8951,7.471,0.000,50000.000,7.471,-52.294,50000.000,0
9001,0.000,0.000,50000.000,7.471,-14.941,50000.000,0
9051,29.882,44.824,50000.000,14.941,-59.765,50000.000,0
9101,22.412,74.706,50000.000,14.941,-67.235,50000.000,0
9151,0.000,0.000,50000.000,7.471,-14.941,50000.000,0
9201,0.000,-7.471,50000.000,7.471,-7.471,50000.000,0
9251,0.000,-14.941,50000.000,0.000,-7.471,50000.000,0
9301,22.412,82.176,50000.000,7.471,-112.059,50000.000,0
9351,0.000,29.882,50000.000,14.941,-127.000,50000.000,0
9401,0.000,0.000,50000.000,0.000,-22.412,50000.000,0
9451,0.000,-14.941,50000.000,0.000,-7.471,50000.000,0
9501,0.000,7.471,50000.000,0.000,0.000,50000.000,0
9551,0.000,7.471,50000.000,0.000,-7.471,50000.000,0
9601,0.000,0.000,50000.000,0.000,-52.294,50000.000,0
9651,0.000,-22.412,50000.000,7.471,0.000,50000.000,0
9701,0.000,0.000,50000.000,0.000,-7.471,50000.000,0
9751,0.000,0.000,50000.000,0.000,-14.941,50000.000,0
9801,0.000,7.471,50000.000,0.000,7.471,50000.000,0
9851,-7.471,37.353,50000.000,0.000,-7.471,50000.000,0
9901,-7.471,0.000,50000.000,7.471,-22.412,50000.000,0
9951,0.000,-7.471,50000.000,7.471,-7.471,50000.000,0
10001,0.000,-14.941,50000.000,0.000,-7.471,50000.000,0
10051,0.000,-7.471,50000.000,7.471,0.000,50000.000,0
10101,7.471,29.882,50000.000,0.000,0.000,50000.000,0
10151,14.941,52.294,50000.000,0.000,0.000,50000.000,0
10201,0.000,0.000,50000.000,0.000,-14.941,50000.000,0
10251,0.000,0.000,50000.000,0.000,0.000,50000.000,0
10301,0.000,-7.471,50000.000,0.000,0.000,50000.000,0
10351,7.471,14.941,50000.000,0.000,7.471,50000.000,0
10401,0.000,0.000,50000.000,0.000,0.000,50000.000,0
10451,0.000,0.000,50000.000,0.000,0.000,50000.000,0
10501,0.000,0.000,50000.000,0.000,0.000,50000.000,0
10551,0.000,0.000,50000.000,0.000,0.000,50000.000,0
10601,0.000,0.000,50000.000,0.000,0.000,50000.000,0
10651,0.000,0.000,50000.000,0.000,0.000,50000.000,0
10701,0.000,14.941,50000.000,0.000,0.000,50000.000,0
10751,29.882,119.529,50000.000,0.000,44.824,50000.000,0
10801,268.941,649.941,50000.000,298.824,418.353,50000.000,0
10851,104.588,321.235,50000.000,179.294,186.765,50000.000,0
10901,231.588,418.353,50000.000,328.706,134.471,50000.000,0
10951,956.235,1852.706,50000.000,1494.118,575.235,50000.000,0
11001,1494.118,2196.353,50000.000,2614.706,-635.000,50000.000,0
11051,1270.000,1157.941,50000.000,1516.529,-1113.118,50000.000,0
11101,231.588,-328.706,50000.000,-37.353,-851.647,50000.000,0
11151,-246.529,-418.353,50000.000,-642.471,-171.824,50000.000,0
11201,231.588,791.882,50000.000,209.176,351.118,50000.000,0
11251,403.412,1172.882,50000.000,635.000,597.647,50000.000,0
11301,29.882,1068.294,50000.000,-59.765,672.353,50000.000,0
11351,-82.176,1890.059,50000.000,276.412,1337.235,50000.000,0
11401,119.529,3092.823,50000.000,1718.235,2061.882,50000.000,0
11451,1658.470,4736.353,50000.000,3675.529,2764.117,50000.000,0
11501,2838.823,6245.411,50000.000,5461.000,3316.941,50000.000,0
11551,3414.059,6559.176,50000.000,6387.353,2861.235,50000.000,0
11601,1262.529,2794.000,50000.000,2218.765,1270.000,50000.000,0
11651,7.471,179.294,50000.000,-37.353,186.765,50000.000,0
11701,-141.941,-104.588,50000.000,-37.353,-29.882,50000.000,0
11751,-29.882,-112.059,50000.000,-14.941,-104.588,50000.000,0
11801,7.471,739.588,50000.000,-82.176,709.706,50000.000,0
11851,-186.765,164.353,50000.000,-29.882,298.824,50000.000,0
11901,-366.059,-179.294,50000.000,-97.118,22.412,50000.000,0
11951,-104.588,-156.882,50000.000,-7.471,-149.412,50000.000,0
12001,29.882,358.588,50000.000,-29.882,276.412,50000.000,0
12051,22.412,164.353,50000.000,0.000,119.529,50000.000,0
12101,-67.235,164.353,50000.000,-29.882,224.118,50000.000,0
12151,-164.353,-224.118,50000.000,0.000,-97.118,50000.000,0
12201,-67.235,-186.765,50000.000,-22.412,-74.706,50000.000,0
12251,44.824,321.235,50000.000,-7.471,239.059,50000.000,0
12301,37.353,254.000,50000.000,29.882,261.471,50000.000,0
12351,-82.176,-97.118,50000.000,7.471,-59.765,50000.000,0
12401,-67.235,-231.588,50000.000,-44.824,-224.118,50000.000,0
12451,7.471,0.000,50000.000,-29.882,-29.882,50000.000,0
12501,112.059,388.471,50000.000,-14.941,283.882,50000.000,0
12551,37.353,216.647,50000.000,37.353,141.941,50000.000,1
12601,-67.235,-119.529,50000.000,0.000,-89.647,50000.000,1
12651,-82.176,-186.765,50000.000,-7.471,-141.941,50000.000,0
12701,-171.824,-433.294,50000.000,-52.294,-254.000,50000.000,0
12751,-59.765,0.000,50000.000,0.000,82.176,50000.000,0
12801,59.765,605.118,50000.000,-44.824,440.765,50000.000,0
12851,44.824,164.353,50000.000,0.000,104.588,50000.000,0
12901,-22.412,-186.765,50000.000,7.471,-141.941,50000.000,0
12951,-112.059,-515.471,50000.000,-67.235,-321.235,50000.000,0
13001,7.471,-7.471,50000.000,0.000,67.235,50000.000,0
13051,7.471,171.824,50000.000,-29.882,37.353,50000.000,0
13101,0.000,0.000,50000.000,0.000,-44.824,50000.000,0
13151,-7.471,-74.706,50000.000,0.000,-67.235,50000.000,0
13201,-14.941,-44.824,50000.000,0.000,-7.471,50000.000,0
13251,-14.941,-7.471,50000.000,-22.412,-67.235,50000.000,0
13301,-89.647,-575.235,50000.000,-97.118,-1075.765,50000.000,0
13351,44.824,-1090.706,50000.000,-82.176,-881.529,50000.000,0
13401,-74.706,-1606.176,50000.000,-672.353,-986.118,50000.000,0
13451,-1277.470,-3443.941,50000.000,-2398.059,-1516.529,50000.000,0
13501,-2181.412,-3854.823,50000.000,-3907.117,-1397.000,50000.000,0
13551,-2211.294,-2741.706,50000.000,-3877.235,388.471,50000.000,0
13601,-1673.412,-2009.588,50000.000,-1897.529,1045.882,50000.000,0
13651,-694.765,-1187.823,50000.000,-732.118,784.412,50000.000,0
13701,-739.588,-1426.882,50000.000,-1030.941,283.882,50000.000,0
13751,-1030.941,-1972.235,50000.000,-1621.118,-97.118,50000.000,0
13801,-1247.588,-2114.176,50000.000,-2032.000,89.647,50000.000,0
13851,-1434.353,-2278.529,50000.000,-2069.353,373.529,50000.000,0
13901,-1367.118,-2218.765,50000.000,-2144.059,784.412,50000.000,0
13951,-1509.059,-1987.176,50000.000,-2054.412,1113.118,50000.000,0
14001,-1270.000,-1531.470,50000.000,-1703.294,1143.000,50000.000,0
14051,-911.412,-1016.000,50000.000,-1314.823,1008.529,50000.000,0
14101,-679.823,-1008.529,50000.000,-1030.941,679.823,50000.000,0
14151,-821.765,-1344.706,50000.000,-1068.294,22.412,50000.000,0
14201,-724.647,-918.882,50000.000,-1202.765,-231.588,50000.000,0
14251,-351.118,-642.471,50000.000,-515.471,-156.882,50000.000,0
14301,-164.353,-358.588,50000.000,-179.294,29.882,50000.000,0
14351,-134.471,-246.529,50000.000,-254.000,-59.765,50000.000,0
14401,-276.412,-470.647,50000.000,-560.294,-22.412,50000.000,0
14451,-403.412,-709.706,50000.000,-642.471,-276.412,50000.000,0
14501,-403.412,-515.471,50000.000,-672.353,0.000,50000.000,0
14551,-425.823,-522.941,50000.000,-478.118,216.647,50000.000,0
14601,-366.059,-537.882,50000.000,-493.059,268.941,50000.000,0
14651,-381.000,-336.176,50000.000,-433.294,306.294,50000.000,0
14701,-231.588,-201.706,50000.000,-336.176,119.529,50000.000,0
14751,-194.235,-171.824,50000.000,-156.882,149.412,50000.000,0
14801,-89.647,-52.294,50000.000,-134.471,104.588,50000.000,0
14851,14.941,74.706,50000.000,29.882,104.588,50000.000,0
14901,-97.118,149.412,50000.000,-22.412,321.235,50000.000,0
14951,-321.235,-149.412,50000.000,-201.706,410.882,50000.000,0
15001,-231.588,373.529,50000.000,-37.353,612.588,50000.000,0
15051,-14.941,141.941,50000.000,179.294,141.941,50000.000,0
15101,-164.353,-239.059,50000.000,-246.529,52.294,50000.000,0
15151,-605.118,-941.294,50000.000,-522.941,-89.647,50000.000,0
15201,-485.588,-515.471,50000.000,-575.235,7.471,50000.000,0
15251,-134.471,156.882,50000.000,-74.706,112.059,50000.000,0
15301,-246.529,44.824,50000.000,-37.353,209.176,50000.000,0
15351,-642.471,-1008.529,50000.000,-582.706,-156.882,50000.000,0
15401,-754.529,-866.588,50000.000,-1314.823,-156.882,50000.000,0
15451,-313.765,321.235,50000.000,-410.882,209.176,50000.000,0
15501,186.765,545.353,50000.000,762.000,-508.000,50000.000,0
15551,889.000,201.706,50000.000,597.647,-1591.235,50000.000,0
15601,926.353,1225.176,50000.000,889.000,-2009.588,50000.000,0
15651,1307.353,2622.176,50000.000,1755.588,-1964.765,50000.000,0
15701,1733.176,3055.470,50000.000,2091.765,-2099.235,50000.000,0
15751,1852.706,3264.647,50000.000,2196.353,-1942.353,50000.000,0
15801,1449.294,2510.117,50000.000,1942.353,-1613.647,50000.000,0
15851,709.706,1471.706,50000.000,1120.588,37.353,50000.000,0
15901,239.059,321.235,50000.000,500.529,22.412,50000.000,0
15951,-29.882,-119.529,50000.000,-59.765,-59.765,50000.000,0
16001,-52.294,-403.412,50000.000,-186.765,-657.412,50000.000,0
16051,-134.471,-560.294,50000.000,-754.529,-851.647,50000.000,0
16101,-642.471,-1292.412,50000.000,-1135.529,-769.471,50000.000,0
16151,-844.176,-1598.706,50000.000,-1471.706,-926.353,50000.000,0
16201,-971.176,-1755.588,50000.000,-1807.882,-866.588,50000.000,0
16251,-799.353,-1135.529,50000.000,-1434.353,-545.353,50000.000,0
16301,-119.529,-246.529,50000.000,-89.647,-179.294,50000.000,0
16351,22.412,-7.471,50000.000,97.118,7.471,50000.000,0
16401,52.294,171.824,50000.000,29.882,104.588,50000.000,0
16451,186.765,328.706,50000.000,433.294,89.647,50000.000,0
16501,470.647,1045.882,50000.000,739.588,717.176,50000.000,0
16551,844.176,1882.588,50000.000,1628.588,1210.235,50000.000,0
16601,582.706,1688.353,50000.000,1068.294,1060.823,50000.000,0
16651,410.882,754.529,50000.000,1113.118,358.588,50000.000,0
16701,1098.176,1785.470,50000.000,1942.353,948.765,50000.000,0
16751,702.235,545.353,50000.000,1359.647,104.588,50000.000,0
16801,-67.235,44.824,50000.000,-515.471,336.176,50000.000,0
16851,-395.941,-119.529,50000.000,-410.882,672.353,50000.000,0
16901,-194.235,-119.529,50000.000,-89.647,575.235,50000.000,0
16951,-37.353,-141.941,50000.000,0.000,52.294,50000.000,0
17001,-14.941,-59.765,50000.000,0.000,-44.824,50000.000,0
17051,-37.353,-67.235,50000.000,0.000,-37.353,50000.000,0
17101,-112.059,-321.235,50000.000,-89.647,-97.118,50000.000,0
17151,-971.176,-1778.000,50000.000,-1344.706,-560.294,50000.000,0
17201,-2375.647,-3780.117,50000.000,-3832.412,-664.882,50000.000,0
