timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]waterPin
4940431,,,10000.000,,,10000.000,0
4950431,,,10000.000,,,10000.000,0
4960431,,,10000.000,,,10000.000,0
4970431,,,10000.000,,,10000.000,0
4980431,,,10001.000,,,10000.000,0
4990449,,,9999.000,,,10000.000,0
5000448,,,10000.000,,,10000.000,0
5010431,,,10000.000,,,10000.000,0
5020431,,,10000.000,,,10000.000,0
5030431,,,10000.000,,,10000.000,0
5040431,,,10000.000,,,10000.000,0
5050431,,,10000.000,,,10000.000,0
5060431,,,10000.000,,,10000.000,0
5070431,,,10000.000,,,10000.000,0
5080431,,,10000.000,,,10000.000,0
5090431,,,10000.000,,,10000.000,0
5100431,,,10000.000,,,10000.000,0
5110431,,,10001.000,,,10000.000,0
5120449,,,9999.000,,,10000.000,0
5130448,,,10000.000,,,10000.000,0
5140431,,,10000.000,,,10000.000,0
5150431,,,10001.000,,,10000.000,0
5160449,,,9999.000,,,10000.000,0
5170448,,,10000.000,,,10000.000,0
5180431,,,10000.000,,,10000.000,0
5190431,,,10000.000,,,10000.000,0
5200431,,,10000.000,,,10000.000,0
5210431,,,10000.000,,,10000.000,0
5220431,,,10000.000,,,10000.000,0
5230431,,,10000.000,,,10000.000,0
5240431,,,10000.000,,,10000.000,0
5250431,,,10000.000,,,10000.000,0
5260431,,,10000.000,,,10000.000,0
5270431,,,10000.000,,,10000.000,0
5280431,,,10000.000,,,10000.000,0
5290431,,,10000.000,,,10000.000,0
5300431,,,10000.000,,,10000.000,0
5310431,,,10001.000,,,10000.000,0
5320449,,,9999.000,,,10000.000,0
5330448,,,10001.000,,,10000.000,0
5340449,,,9999.000,,,10000.000,0
5350448,,,10000.000,,,10000.000,0
5360431,,,10000.000,,,10000.000,0
5370431,,,10000.000,,,10000.000,0
5380431,,,10000.000,,,10000.000,0
5390431,,,10000.000,,,10000.000,0
5400431,,,10001.000,,,10000.000,0
5410449,,,9999.000,,,10000.000,0
5420448,,,10001.000,,,10000.000,0
5430449,,,9999.000,,,10000.000,0
5440448,,,10000.000,,,10000.000,0
5450431,,,10000.000,,,10000.000,0
5460431,,,10000.000,,,10000.000,0
5470431,,,10000.000,,,10000.000,0
5480431,,,10000.000,,,10000.000,0
5490431,,,10000.000,,,10000.000,0
5500431,,,10000.000,,,10000.000,0
5510431,,,10000.000,,,10000.000,0
5520431,,,10000.000,,,10000.000,0
5530431,,,10000.000,,,10000.000,0
5540431,,,10000.000,,,10000.000,0
5550431,,,10000.000,,,10000.000,0
5560431,,,10000.000,,,10000.000,0
5570431,,,10000.000,,,10000.000,0
5580431,,,10000.000,,,10000.000,0
5590431,,,10000.000,,,10000.000,0
5600431,,,10000.000,,,10000.000,0
5610431,,,10000.000,,,10000.000,0
5620431,,,10001.000,,,10000.000,0
5630449,,,9999.000,,,10000.000,0
5640448,,,10001.000,,,10000.000,0
5650449,,,9999.000,,,10000.000,0
5660448,,,10000.000,,,10000.000,0
5670431,,,10000.000,,,10000.000,0
5680431,,,10000.000,,,10000.000,0
5690431,,,10000.000,,,10000.000,0
5700431,,,10000.000,,,10000.000,0
5710431,,,10000.000,,,10000.000,0
5720431,,,10000.000,,,10000.000,0
5730431,,,10000.000,,,10000.000,0
5740431,,,10000.000,,,10000.000,0
5750431,,,10000.000,,,10000.000,0
5760431,,,10000.000,,,10000.000,0
5770431,,,10000.000,,,10000.000,0
5780431,,,10000.000,,,10000.000,0
5790431,,,10000.000,,,10000.000,0
5800431,,,10000.000,,,10000.000,0
5810431,,,10000.000,,,10000.000,0
5820431,,,10000.000,,,10000.000,0
5830431,,,10000.000,,,10000.000,0
5840431,,,10000.000,,,10000.000,0
5850431,,,10000.000,,,10000.000,0
5860431,,,10000.000,,,10000.000,0
5870431,,,10000.000,,,10000.000,0
5880431,,,10000.000,,,10000.000,0
5890431,,,10000.000,,,10000.000,0
5900431,,,10000.000,,,10000.000,0
5910431,,,10000.000,,,10000.000,0
5920431,,,10000.000,,,10000.000,0
5930431,,,10000.000,,,10000.000,0
5940431,,,10000.000,,,10000.000,0
5950431,,,10000.000,,,10000.000,0
5960431,,,10000.000,,,10000.000,0
5970431,,,10000.000,,,10000.000,0
5980431,,,10000.000,,,10000.000,0
5990431,,,10000.000,,,10000.000,0
6000431,,,10000.000,,,10000.000,0
6010431,,,10000.000,,,10000.000,0
6020431,,,10000.000,,,10000.000,0
6030431,,,10000.000,,,10000.000,0
6040431,,,10000.000,,,10000.000,0
6050432,,,10000.000,,,10000.000,0
6060432,,,10000.000,,,10000.000,0
6070431,,,10000.000,,,10000.000,0
6080431,,,10000.000,,,10000.000,0
6090431,,,10000.000,,,10000.000,0
6100431,,,10000.000,,,10000.000,0
6110431,,,10000.000,,,10000.000,0
6120431,,,10000.000,,,10000.000,0
6130431,,,10000.000,,,10000.000,0
6140431,,,10000.000,,,10000.000,0
6150431,,,10000.000,,,10000.000,0
6160431,,,10000.000,,,10000.000,0
6170431,,,10000.000,,,10000.000,0
6180431,,,10000.000,,,10000.000,0
6190431,,,10000.000,,,10000.000,0
6200431,,,10000.000,,,10000.000,0
6210431,,,10000.000,,,10000.000,0
6220431,,,10000.000,,,10000.000,0
6230431,,,10000.000,,,10000.000,0
6240431,,,10000.000,,,10000.000,0
6250431,,,10000.000,,,10000.000,0
6260431,,,10000.000,,,10000.000,0
6270431,,,10000.000,,,10000.000,0
6280431,,,10000.000,,,10000.000,0
6290431,,,10000.000,,,10000.000,0
6300431,,,10000.000,,,10000.000,0
6310431,,,10000.000,,,10000.000,0
6320431,,,10000.000,,,10000.000,0
6330431,,,10000.000,,,10000.000,0
6340431,,,10000.000,,,10000.000,0
6350431,,,10000.000,,,10000.000,0
6360431,,,10000.000,,,10000.000,0
6370431,,,10000.000,,,10000.000,0
6380431,,,10000.000,,,10000.000,0
6390431,,,10000.000,,,10000.000,0
6400431,,,10000.000,,,10000.000,0
6410431,,,10000.000,,,10000.000,0
6420431,,,10000.000,,,10000.000,0
6430431,,,10000.000,,,10000.000,0
6440431,,,10000.000,,,10000.000,0
6450431,,,10000.000,,,10000.000,0
6460431,,,10000.000,,,10000.000,0
6470431,,,10000.000,,,10000.000,0
6480431,,,10000.000,,,10000.000,0
6490431,,,10000.000,,,10000.000,0
6500431,,,10000.000,,,10000.000,0
6510431,,,10000.000,,,10000.000,0
6520431,,,10000.000,,,10000.000,0
6530431,,,10000.000,,,10000.000,0
6540431,,,10000.000,,,10000.000,0
6550431,,,10000.000,,,10000.000,0
6560431,,,10000.000,,,10000.000,0
6570431,,,10000.000,,,10000.000,0
6580431,,,10000.000,,,10000.000,0
6590431,,,10000.000,,,10000.000,0
6600431,,,10000.000,,,10000.000,0
6610431,,,10000.000,,,10000.000,0
6620431,,,10000.000,,,10000.000,0
6630431,,,10000.000,,,10000.000,0
6640431,,,10000.000,,,10000.000,0
6650431,,,10000.000,,,10000.000,0
6660431,,,10000.000,,,10000.000,0
6670431,,,10000.000,,,10000.000,0
6680431,,,10000.000,,,10000.000,0
6690431,,,10000.000,,,10000.000,0
6700431,,,10000.000,,,10000.000,0
6710431,,,10001.000,,,10000.000,0
6720449,,,9999.000,,,10000.000,0
6730448,,,10001.000,,,10000.000,0
6740449,,,9999.000,,,10000.000,0
6750448,,,10000.000,,,10000.000,0
6760431,,,10000.000,,,10000.000,0
6770431,,,10000.000,,,10000.000,0
6780431,,,10000.000,,,10000.000,0
6790431,,,10000.000,,,10000.000,0
6800431,,,10000.000,,,10000.000,0
6810431,,,10000.000,,,10000.000,0
6820431,,,10001.000,,,10000.000,0
6830449,,,9999.000,,,10000.000,0
6840448,,,10000.000,,,10000.000,0
6850431,,,10000.000,,,10000.000,0
6860431,,,10000.000,,,10000.000,0
6870431,,,10000.000,,,10000.000,0
6880431,,,10000.000,,,10000.000,0
6890431,,,10000.000,,,10000.000,0
6900431,,,10000.000,,,10000.000,0
