timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,67.235,0.000,50153.000,52.00,0.000,0.000,50153.000,56.00,0
51,20290.117,-1314.823,50000.000,45.00,15217.587,-9256.059,50000.000,66.00,0
101,19976.352,-373.529,50000.000,39.00,15807.764,-6618.941,50000.000,67.00,0
151,20319.998,-59.765,50000.000,44.00,15979.587,-8628.529,50000.000,40.00,0
201,21970.998,-1337.235,50000.000,46.00,15314.705,-11019.117,50000.000,30.00,0
251,21582.527,-1740.647,50000.000,40.00,14881.411,-12206.940,50000.000,33.00,0
301,20080.939,-3877.235,50000.000,56.00,13290.176,-12924.117,50000.000,33.00,0
351,18011.588,-7425.764,50000.000,44.00,13237.882,-11646.646,50000.000,50.00,0
401,17682.881,-6327.588,50000.000,30.00,13842.999,-9950.823,50000.000,17.00,0
451,18213.293,-156.882,50000.000,57.00,13611.411,-11093.823,50000.000,67.00,0
501,19289.057,-1807.882,50000.000,55.00,13043.646,-12460.940,50000.000,73.00,0
551,18414.998,-3204.882,50000.000,54.00,12438.528,-11429.999,50000.000,72.00,0
601,17779.998,-4452.470,50000.000,62.00,12707.470,-11190.940,50000.000,77.00,0
651,17219.705,-7605.058,50000.000,39.00,11056.470,-13095.940,50000.000,76.00,0
701,17548.410,-4445.000,50000.000,84.00,10615.705,-14597.528,50000.000,44.00,0
751,16666.881,-3974.353,50000.000,84.00,10757.646,-13969.999,50000.000,69.00,0
801,15269.881,-6775.823,50000.000,60.00,10010.588,-12005.234,50000.000,70.00,0
851,13969.999,-6992.470,50000.000,42.00,9016.999,-12012.705,50000.000,69.00,0
901,12677.587,-5849.470,50000.000,33.00,7470.588,-13013.764,50000.000,74.00,0
951,12050.058,-3712.882,50000.000,62.00,8165.353,-13693.587,50000.000,69.00,0
1001,12109.822,-6327.588,50000.000,33.00,7425.764,-13514.293,50000.000,41.00,0
1051,10645.588,-9524.999,50000.000,57.00,5916.706,-12124.764,50000.000,62.00,0
1101,9973.234,-9547.411,50000.000,50.00,5498.353,-12386.234,50000.000,42.00,0
1151,9502.588,-7268.882,50000.000,49.00,4923.117,-12565.528,50000.000,47.00,0
1201,8725.646,-5647.764,50000.000,56.00,4945.529,-11721.353,50000.000,45.00,0
1251,7283.823,-4766.235,50000.000,42.00,4601.882,-6551.706,50000.000,64.00,0
1301,5266.764,-2681.941,50000.000,42.00,4228.353,-2667.000,50000.000,26.00,0
1351,3981.823,-5259.294,50000.000,42.00,2652.059,-5072.529,50000.000,56.00,0
1401,4945.529,-5752.353,50000.000,23.00,1397.000,-8471.646,50000.000,77.00,0
1451,6073.588,1636.059,50000.000,40.00,3877.235,-7933.764,50000.000,70.00,0
1501,6731.000,4086.411,50000.000,47.00,6028.764,-5879.353,50000.000,49.00,0
1551,7388.411,-1449.294,50000.000,34.00,4220.882,-8889.999,50000.000,86.00,0
1601,7657.353,-1426.882,50000.000,53.00,4392.706,-8419.353,50000.000,77.00,0
1651,7627.470,776.941,50000.000,24.00,6454.588,-4026.647,50000.000,80.00,0
1701,9069.294,2457.823,50000.000,48.00,7918.823,-3204.882,50000.000,72.00,0
1751,11571.940,2883.647,50000.000,46.00,9263.528,-6223.000,50000.000,72.00,0
1801,12595.411,2084.294,50000.000,58.00,9816.353,-7134.411,50000.000,61.00,0
1851,13252.822,-1725.706,50000.000,55.00,9726.705,-10593.293,50000.000,53.00,0
1901,13237.882,-6252.882,50000.000,41.00,8389.470,-14410.764,50000.000,62.00,0
1951,13514.293,-8591.176,50000.000,30.00,7500.470,-14410.764,50000.000,50.00,0
2001,11347.823,-5939.117,50000.000,30.00,7112.000,-12371.293,50000.000,60.00,0
2051,11220.823,-5348.941,50000.000,50.00,6656.293,-13790.705,50000.000,41.00,0
2101,11004.176,-8232.588,50000.000,30.00,5976.470,-12744.822,50000.000,59.00,0
2151,10645.588,-8411.882,50000.000,46.00,6267.823,-11078.882,50000.000,62.00,0
2201,10712.823,-7104.529,50000.000,25.00,6230.470,-10682.940,50000.000,63.00,0
2251,10690.411,-1785.470,50000.000,42.00,7156.823,-9211.234,50000.000,62.00,0
2301,10361.705,2442.882,50000.000,40.00,7806.764,-8381.999,50000.000,74.00,0
2351,11803.528,2921.000,50000.000,42.00,9009.528,-6469.529,50000.000,59.00,0
2401,12139.705,2995.706,50000.000,41.00,10555.940,-2771.588,50000.000,73.00,0
2451,12460.940,1113.118,50000.000,58.00,11250.705,-1695.823,50000.000,43.00,0
2501,12296.588,-1479.176,50000.000,58.00,10204.823,-4407.647,50000.000,46.00,0
2551,11452.411,-3772.647,50000.000,65.00,8479.117,-8531.411,50000.000,46.00,0
2601,11243.234,-5087.470,50000.000,47.00,6925.235,-11952.940,50000.000,46.00,0
2651,11467.353,-4938.059,50000.000,73.00,7634.940,-13947.587,50000.000,45.00,0
2701,11302.999,-6551.706,50000.000,68.00,6656.293,-14179.176,50000.000,53.00,0
2751,10316.882,-7261.411,50000.000,54.00,5737.411,-13984.940,50000.000,37.00,0
2801,9651.999,-4923.117,50000.000,74.00,5259.294,-13499.352,50000.000,59.00,0
2851,8852.646,-4116.294,50000.000,85.00,5094.941,-12722.411,50000.000,60.00,0
2901,8105.588,-7515.411,50000.000,64.00,4422.588,-10369.176,50000.000,69.00,0
2951,6237.941,-9181.353,50000.000,49.00,3175.000,-8964.705,50000.000,72.00,0
3001,5311.588,-9278.470,50000.000,37.00,2390.588,-10018.059,50000.000,77.00,0
3051,4938.059,-7754.470,50000.000,42.00,1240.118,-11736.293,50000.000,68.00,0
3101,4676.588,-5610.412,50000.000,73.00,1785.470,-12050.058,50000.000,63.00,0
3151,4452.470,-7821.706,50000.000,54.00,1367.118,-10369.176,50000.000,77.00,0
3201,3511.176,-9696.823,50000.000,29.00,627.529,-8120.529,50000.000,82.00,0
3251,2674.470,-9129.059,50000.000,43.00,74.706,-7806.764,50000.000,80.00,0
3301,2017.059,-7560.235,50000.000,36.00,-1389.529,-9442.823,50000.000,62.00,0
3351,1524.000,-7545.293,50000.000,43.00,-2166.470,-11273.117,50000.000,30.00,0
3401,1352.176,-10040.470,50000.000,44.00,-2525.059,-11138.646,50000.000,52.00,0
3451,747.059,-11101.293,50000.000,53.00,-2472.765,-10406.528,50000.000,59.00,0
3501,702.235,-10346.764,50000.000,53.00,-3070.412,-10615.705,50000.000,90.00,0
3551,358.588,-7911.353,50000.000,44.00,-2756.647,-11131.176,50000.000,67.00,0
3601,470.647,-7709.646,50000.000,43.00,-2749.176,-11400.117,50000.000,88.00,0
3651,709.706,-8591.176,50000.000,34.00,-2450.353,-9868.646,50000.000,41.00,0
3701,851.647,-8523.940,50000.000,34.00,-2472.765,-10197.353,50000.000,40.00,0
3751,1157.941,-6708.588,50000.000,50.00,-2547.470,-10466.293,50000.000,25.00,0
3801,717.176,-3287.059,50000.000,45.00,-2286.000,-11183.470,50000.000,18.00,0
3851,1240.118,-4855.882,50000.000,42.00,-2622.176,-11512.176,50000.000,44.00,0
3901,889.000,-9495.117,50000.000,47.00,-3062.941,-11706.411,50000.000,29.00,0
3951,485.588,-10212.293,50000.000,49.00,-3772.647,-11758.705,50000.000,51.00,0
4001,-605.118,-8023.411,50000.000,49.00,-3959.411,-10951.882,50000.000,42.00,0
4051,-1576.294,-6843.059,50000.000,42.00,-3877.235,-9383.059,50000.000,41.00,0
4101,-1852.706,-8919.882,50000.000,38.00,-4459.941,-9039.411,50000.000,46.00,0
4151,-2502.647,-10578.353,50000.000,37.00,-4855.882,-6850.529,50000.000,70.00,0
4201,-3369.235,-10085.293,50000.000,41.00,-5326.529,-6237.941,50000.000,55.00,0
4251,-3526.117,-6895.353,50000.000,38.00,-5005.294,-5632.823,50000.000,59.00,0
4301,-3533.588,-4953.000,50000.000,32.00,-4519.706,-6096.000,50000.000,69.00,0
4351,-4146.176,-3854.823,50000.000,38.00,-5386.294,-4549.588,50000.000,44.00,0
4401,-3795.059,-4422.588,50000.000,65.00,-4527.176,-5027.706,50000.000,59.00,0
4451,-3100.294,-5461.000,50000.000,65.00,-4385.235,-6910.293,50000.000,61.00,0
4501,-2308.412,-8561.294,50000.000,46.00,-4840.941,-9793.940,50000.000,90.00,0
4551,-1710.765,-8606.117,50000.000,46.00,-5020.235,-10234.705,50000.000,83.00,0
4601,-2950.882,-5453.529,50000.000,68.00,-4220.882,-8225.117,50000.000,70.00,0
4651,-4161.117,-6574.117,50000.000,56.00,-5438.588,-6574.117,50000.000,75.00,0
4701,-4699.000,-8486.588,50000.000,66.00,-6499.411,-4377.765,50000.000,82.00,0
4751,-6895.353,-8374.529,50000.000,54.00,-7627.470,-2607.235,50000.000,51.00,0
4801,-7649.882,-8613.588,50000.000,78.00,-8777.940,-3966.882,50000.000,71.00,0
4851,-7328.646,-10234.705,50000.000,64.00,-9412.940,-5737.411,50000.000,93.00,0
4901,-8389.470,-10780.058,50000.000,85.00,-9771.528,-5782.235,50000.000,80.00,0
4951,-8673.353,-10907.058,50000.000,47.00,-10563.411,-5909.235,50000.000,33.00,0
5001,-9263.528,-9891.059,50000.000,59.00,-10615.705,-3929.529,50000.000,65.00,0
5051,-9622.117,-9166.411,50000.000,48.00,-10339.293,-3429.000,50000.000,55.00,0
5101,-9465.234,-6955.117,50000.000,73.00,-10615.705,-4310.529,50000.000,49.00,0
5151,-9883.588,-5670.176,50000.000,57.00,-10279.528,-4183.529,50000.000,55.00,0
5201,-9450.294,-5909.235,50000.000,59.00,-10219.764,-4624.294,50000.000,72.00,0
5251,-8643.470,-7007.411,50000.000,53.00,-9704.294,-5416.176,50000.000,57.00,0
5301,-8934.823,-6454.588,50000.000,53.00,-9853.705,-4071.470,50000.000,62.00,0
5351,-7493.000,-5117.353,50000.000,59.00,-8187.764,-4586.941,50000.000,55.00,0
5401,-5588.000,-4721.412,50000.000,41.00,-7313.706,-6738.470,50000.000,52.00,0
5451,-3884.706,1255.059,50000.000,49.00,-4474.882,-6462.059,50000.000,67.00,0
5501,-1374.588,5356.412,50000.000,62.00,-1927.412,-6596.529,50000.000,49.00,0
5551,1030.941,3048.000,50000.000,58.00,-231.588,-6432.176,50000.000,54.00,0
5601,1972.235,-321.235,50000.000,61.00,321.235,-5348.941,50000.000,75.00,0
5651,2413.000,-2211.294,50000.000,44.00,1098.176,-5035.176,50000.000,62.00,0
5701,3720.353,-4325.470,50000.000,100.00,1845.235,-6970.059,50000.000,80.00,0
5751,4938.059,-4699.000,50000.000,32.00,1628.588,-9435.353,50000.000,57.00,0
5801,4594.412,545.353,50000.000,55.00,2554.941,-9211.234,50000.000,62.00,0
5851,5558.117,-717.176,50000.000,50.00,2950.882,-9129.059,50000.000,50.00,0
5901,5139.764,-4011.706,50000.000,42.00,2495.176,-7986.058,50000.000,62.00,0
