timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,-134.471,-104.588,50157.000,57.00,-141.941,7.471,50153.000,81.00,0
51,-20252.764,-16382.999,50000.000,74.00,-19378.705,3272.117,50000.000,60.00,0
101,-21298.646,-16890.998,50000.000,55.00,-19737.293,3690.470,50000.000,68.00,0
151,-20409.646,-17503.588,50000.000,39.00,-20813.057,1150.470,50000.000,60.00,0
201,-20529.176,-17100.176,50000.000,39.00,-21119.352,791.882,50000.000,72.00,0
251,-20267.705,-15628.470,50000.000,26.00,-19139.646,4280.647,50000.000,69.00,0
301,-19856.822,-14537.764,50000.000,35.00,-19281.588,2726.764,50000.000,56.00,0
351,-17974.234,-12371.293,50000.000,49.00,-18698.881,-1352.176,50000.000,63.00,0
401,-17623.117,-7829.176,50000.000,39.00,-17384.059,-2906.059,50000.000,45.00,0
451,-15337.116,-485.588,50000.000,37.00,-14455.587,-3294.529,50000.000,64.00,0
501,-13006.293,2562.412,50000.000,36.00,-11594.353,-2330.823,50000.000,63.00,0
551,-11258.176,3324.412,50000.000,41.00,-10003.117,-1800.412,50000.000,67.00,0
601,-9681.882,1284.941,50000.000,48.00,-9076.764,-3003.176,50000.000,44.00,0
651,-7478.058,-575.235,50000.000,35.00,-7709.646,-4318.000,50000.000,69.00,0
701,-5939.117,-5117.353,50000.000,34.00,-6813.176,-6379.882,50000.000,66.00,0
751,-4953.000,-10600.764,50000.000,35.00,-7493.000,-10877.176,50000.000,46.00,0
801,-4713.941,-11250.705,50000.000,57.00,-7926.293,-12274.176,50000.000,57.00,0
851,-4885.764,-7283.823,50000.000,42.00,-7201.646,-10369.176,50000.000,86.00,0
901,-4303.059,-2241.176,50000.000,42.00,-5341.470,-8904.940,50000.000,52.00,0
951,-3025.588,-1830.294,50000.000,40.00,-4108.823,-7903.882,50000.000,77.00,0
1001,-1105.647,-3615.764,50000.000,51.00,-2510.117,-5759.823,50000.000,40.00,0
1051,291.353,-3914.588,50000.000,49.00,-1217.706,-4840.941,50000.000,47.00,0
1101,1128.059,-3189.941,50000.000,38.00,-313.765,-4445.000,50000.000,30.00,0
1151,1643.529,37.353,50000.000,66.00,448.235,-5334.000,50000.000,31.00,0
1201,3316.941,694.765,50000.000,55.00,1367.118,-8060.764,50000.000,57.00,0
1251,3996.764,-2681.941,50000.000,40.00,1628.588,-8987.117,50000.000,24.00,0
1301,4542.117,-5901.764,50000.000,53.00,1800.412,-10115.176,50000.000,46.00,0
1351,5446.059,-7246.470,50000.000,25.00,2046.941,-10391.588,50000.000,38.00,0
1401,6125.882,-2547.470,50000.000,38.00,3302.000,-9457.764,50000.000,67.00,0
1451,6895.353,2413.000,50000.000,75.00,4534.647,-9614.646,50000.000,41.00,0
1501,7642.411,306.294,50000.000,58.00,5102.412,-9084.234,50000.000,42.00,0
1551,7859.058,-2502.647,50000.000,67.00,5229.412,-7134.411,50000.000,40.00,0
1601,7859.058,-4534.647,50000.000,55.00,4893.235,-7216.588,50000.000,77.00,0
1651,7702.176,-4631.764,50000.000,52.00,4362.823,-9487.646,50000.000,35.00,0
1701,7993.529,-2256.117,50000.000,84.00,4639.235,-11273.117,50000.000,75.00,0
1751,8307.294,-4078.941,50000.000,61.00,4430.059,-12371.293,50000.000,71.00,0
1801,7418.293,-8748.059,50000.000,60.00,3488.764,-14156.764,50000.000,63.00,0
1851,7440.706,-10152.528,50000.000,56.00,2749.176,-15822.705,50000.000,77.00,0
1901,6663.764,-7784.353,50000.000,51.00,2569.882,-16241.058,50000.000,62.00,0
1951,6656.293,-9569.823,50000.000,29.00,1680.882,-15688.234,50000.000,40.00,0
2001,5214.470,-15449.176,50000.000,38.00,104.588,-12341.411,50000.000,62.00,0
2051,4736.353,-15733.058,50000.000,38.00,-29.882,-11586.882,50000.000,72.00,0
2101,2928.470,-13454.528,50000.000,43.00,-956.235,-11168.528,50000.000,59.00,0
2151,1621.118,-15254.940,50000.000,29.00,-1725.706,-8919.882,50000.000,63.00,0
2201,1060.823,-18781.057,50000.000,55.00,-2106.706,-6484.470,50000.000,38.00,0
2251,851.647,-19811.998,50000.000,47.00,-2711.823,-7119.470,50000.000,69.00,0
2301,254.000,-21806.646,50000.000,42.00,-3294.529,-7164.293,50000.000,57.00,0
2351,-717.176,-22478.998,50000.000,58.00,-3585.882,-4220.882,50000.000,43.00,0
2401,-1703.294,-22090.527,50000.000,55.00,-4280.647,-4131.235,50000.000,47.00,0
2451,-2054.412,-23166.293,50000.000,55.00,-5550.646,-5700.059,50000.000,87.00,0
2501,-3944.470,-21821.586,50000.000,48.00,-6641.353,-4056.529,50000.000,39.00,0
2551,-5274.235,-20461.939,50000.000,50.00,-7717.117,-3272.117,50000.000,47.00,0
2601,-5886.823,-22314.646,50000.000,86.00,-8800.353,-4430.059,50000.000,64.00,0
2651,-7119.470,-24525.939,50000.000,47.00,-9681.882,-3668.059,50000.000,67.00,0
2701,-7993.529,-22366.939,50000.000,45.00,-9808.882,-448.235,50000.000,39.00,0
2751,-7948.706,-20432.057,50000.000,42.00,-10257.117,-2525.059,50000.000,84.00,0
2801,-7844.117,-20596.410,50000.000,27.00,-10227.234,-4168.588,50000.000,69.00,0
2851,-8538.882,-19244.234,50000.000,29.00,-10555.940,-2032.000,50000.000,60.00,0
2901,-9524.999,-17615.646,50000.000,39.00,-10503.646,-67.235,50000.000,45.00,0
2951,-10159.999,-18758.646,50000.000,44.00,-12393.705,-2659.529,50000.000,59.00,0
3001,-10877.176,-18347.764,50000.000,40.00,-13387.293,-2233.706,50000.000,93.00,0
3051,-11579.411,-17204.764,50000.000,46.00,-13544.176,298.824,50000.000,53.00,0
3101,-12348.882,-16801.352,50000.000,42.00,-14403.293,-717.176,50000.000,55.00,0
3151,-13028.705,-17010.527,50000.000,44.00,-15068.176,-1628.588,50000.000,52.00,0
3201,-13880.352,-16973.176,50000.000,59.00,-15157.822,-493.059,50000.000,65.00,0
3251,-14470.528,-16913.410,50000.000,51.00,-15232.528,694.765,50000.000,68.00,0
3301,-15396.881,-17122.588,50000.000,53.00,-15807.764,-1128.059,50000.000,51.00,0
3351,-16091.646,-17189.822,50000.000,51.00,-16099.116,-1255.059,50000.000,57.00,0
3401,-16816.293,-16719.176,50000.000,37.00,-16211.176,3003.176,50000.000,54.00,0
3451,-17070.293,-16457.705,50000.000,35.00,-16211.176,4303.059,50000.000,49.00,0
3501,-17092.705,-18093.764,50000.000,34.00,-17055.352,590.176,50000.000,60.00,0
3551,-17242.117,-17630.588,50000.000,49.00,-17473.705,702.235,50000.000,65.00,0
3601,-18093.764,-16128.999,50000.000,41.00,-16584.705,4280.647,50000.000,47.00,0
3651,-18706.352,-16913.410,50000.000,48.00,-18758.646,2674.470,50000.000,77.00,0
3701,-19079.881,-18654.057,50000.000,56.00,-20506.764,-216.647,50000.000,68.00,0
3751,-19916.586,-18541.998,50000.000,64.00,-20260.234,1494.118,50000.000,45.00,0
3801,-20663.646,-17451.293,50000.000,38.00,-19176.998,4250.765,50000.000,74.00,0
3851,-20798.117,-17458.764,50000.000,35.00,-20917.646,1531.470,50000.000,65.00,0
3901,-21074.527,-17174.881,50000.000,54.00,-21492.881,-1225.176,50000.000,77.00,0
3951,-21156.705,-17107.646,50000.000,50.00,-21014.764,1553.882,50000.000,31.00,0
4001,-21440.586,-16233.587,50000.000,48.00,-21410.705,2779.059,50000.000,24.00,0
4051,-20798.117,-15337.116,50000.000,48.00,-22419.234,-1307.353,50000.000,65.00,0
4101,-20379.764,-13992.411,50000.000,41.00,-21664.705,-3077.882,50000.000,84.00,0
4151,-20185.527,-12998.822,50000.000,42.00,-20611.352,1202.765,50000.000,66.00,0
4201,-19961.410,-12520.705,50000.000,39.00,-20155.646,3556.000,50000.000,39.00,0
4251,-19864.293,-11512.176,50000.000,41.00,-21963.527,1426.882,50000.000,44.00,0
4301,-20925.117,-10660.528,50000.000,52.00,-22732.998,-530.412,50000.000,27.00,0
4351,-21672.176,-9920.940,50000.000,99.00,-23181.234,-67.235,50000.000,72.00,0
4401,-22852.527,-9278.470,50000.000,59.00,-21350.939,3563.470,50000.000,55.00,0
4451,-23009.410,-9838.764,50000.000,49.00,-22015.822,3630.706,50000.000,56.00,0
4501,-22576.115,-9487.646,50000.000,48.00,-23226.057,-321.235,50000.000,43.00,0
4551,-23726.586,-9293.411,50000.000,54.00,-22845.057,-2771.588,50000.000,75.00,0
4601,-22127.881,-7888.940,50000.000,70.00,-22478.998,-3817.470,50000.000,42.00,0
4651,-19595.352,-7022.353,50000.000,35.00,-19789.586,-4467.412,50000.000,20.00,0
4701,-18183.410,-6252.882,50000.000,51.00,-17989.176,-6073.588,50000.000,29.00,0
4751,-16838.705,-3354.294,50000.000,50.00,-16203.705,-7067.176,50000.000,61.00,0
4801,-15860.058,-1023.471,50000.000,44.00,-15322.176,-5483.412,50000.000,64.00,0
4851,-15180.234,-2816.412,50000.000,41.00,-14941.176,-4355.353,50000.000,81.00,0
4901,-14485.470,-6551.706,50000.000,43.00,-15165.293,-5065.059,50000.000,48.00,0
4951,-11997.764,-5983.941,50000.000,28.00,-13775.764,-7358.529,50000.000,84.00,0
5001,-10540.999,-2988.235,50000.000,41.00,-10921.999,-6335.059,50000.000,60.00,0
5051,-9786.470,-395.941,50000.000,48.00,-9360.646,-3548.529,50000.000,79.00,0
5101,-9704.294,-1098.176,50000.000,45.00,-9069.294,433.294,50000.000,79.00,0
5151,-9405.470,-1359.647,50000.000,64.00,-8770.470,717.176,50000.000,53.00,0
5201,-7455.646,-2472.765,50000.000,74.00,-7634.940,-3585.882,50000.000,56.00,0
