timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]
4650766,2330.823,-44.824,50001.000,2652.059,276.412,50002.000
4700791,2181.412,-67.235,49999.000,2420.470,179.294,50000.000
4750788,1830.294,-37.353,50000.000,2159.000,37.353,50000.000
4800754,1665.941,0.000,50000.000,1890.059,52.294,50000.000
4850696,1471.706,44.824,50000.000,1598.706,141.941,50000.000
4900758,1240.118,14.941,50000.000,1352.176,164.353,50000.000
4950764,1023.471,-37.353,50000.000,1120.588,29.882,50000.000
5000756,754.529,-82.176,50000.000,881.529,44.824,50000.000
5050754,560.294,-67.235,50000.000,627.529,82.176,50000.000
5100755,381.000,-29.882,50000.000,351.118,112.059,50000.000
5150748,119.529,7.471,50000.000,149.412,-44.824,50000.000
5200730,-59.765,7.471,50000.000,-44.824,-67.235,50000.000
5250722,-201.706,7.471,50000.000,-261.471,7.471,50000.000
5300704,-410.882,14.941,50000.000,-455.706,-52.294,50000.000
5350752,-575.235,0.000,50000.000,-664.882,-29.882,50000.000
5400697,-672.353,0.000,50000.000,-821.765,0.000,50000.000
5450626,-866.588,37.353,50000.000,-971.176,-52.294,50000.000
5500758,-1008.529,22.412,50000.000,-1090.706,-156.882,49998.000
5550786,-1075.765,44.824,50000.000,-1202.765,-82.176,50000.000
5600758,-1150.470,29.882,50000.000,-1352.176,-7.471,50000.000
5650746,-1277.470,44.824,50000.000,-1434.353,-112.059,50000.000
5700765,-1307.353,37.353,50000.000,-1471.706,-149.412,50000.000
5750762,-1270.000,44.824,50000.000,-1486.647,-104.588,50000.000
5800768,-1389.529,0.000,50000.000,-1516.529,-104.588,50000.000
5850712,-1456.765,44.824,50000.000,-1546.412,-119.529,50000.000
5900769,-1359.647,74.706,50000.000,-1576.294,-52.294,50000.000
5950765,-1374.588,29.882,50000.000,-1546.412,-104.588,50000.000
6000773,-1449.294,-14.941,50000.000,-1546.412,-141.941,50000.000
6050782,-1382.059,-7.471,50000.000,-1494.118,-112.059,50000.000
6100746,-1307.353,22.412,50000.000,-1516.529,-141.941,50000.000
6150769,-1307.353,37.353,50000.000,-1471.706,-59.765,50000.000
6200756,-1262.529,14.941,50000.000,-1426.882,-82.176,50000.000
6250773,-1187.823,-29.882,50000.000,-1337.235,-119.529,50000.000
6300785,-1202.765,-7.471,50000.000,-1299.882,-149.412,50000.000
6350751,-1090.706,-14.941,50000.000,-1262.529,-112.059,50000.000
6400771,-1008.529,-14.941,50000.000,-1172.882,-127.000,50000.000
6450778,-911.412,-82.176,50000.000,-1105.647,-149.412,50000.000
6500764,-806.823,22.412,50000.000,-1023.471,14.941,50000.000
6550751,-791.882,44.824,50000.000,-956.235,7.471,50000.000
6600728,-732.118,-52.294,50000.000,-806.823,-97.118,50000.000
6650755,-657.412,-14.941,50000.000,-724.647,-67.235,50000.000
6700760,-537.882,7.471,50000.000,-649.941,-67.235,50000.000
6750740,-515.471,44.824,50000.000,-545.353,-44.824,50000.000
6800746,-366.059,14.941,50000.000,-463.176,-14.941,50000.000
6850755,-298.824,-22.412,50000.000,-336.176,-14.941,50000.000
6900756,-254.000,0.000,50000.000,-239.059,-37.353,50000.000
6950687,-156.882,-29.882,50000.000,-179.294,-44.824,50000.000
7000760,-67.235,-14.941,50000.000,-74.706,-44.824,50000.000
7050743,-22.412,14.941,50000.000,0.000,0.000,50000.000
7100616,89.647,37.353,50000.000,44.824,44.824,50000.000
7150734,134.471,7.471,50000.000,156.882,7.471,50000.000
7200708,141.941,-29.882,50000.000,239.059,-37.353,50000.000
7250750,254.000,-22.412,50000.000,261.471,14.941,50000.000
7300745,276.412,-14.941,50000.000,298.824,29.882,50000.000
7350750,239.059,14.941,50000.000,366.059,-22.412,50000.000
7400743,358.588,29.882,50000.000,366.059,74.706,50000.000
7450744,403.412,0.000,50000.000,403.412,67.235,50000.000
7500680,328.706,-59.765,50000.000,493.059,14.941,50000.000
7550738,373.529,-82.176,50000.000,470.647,7.471,50000.000
7600733,418.353,-7.471,50000.000,485.588,-7.471,50000.000
7650713,351.118,52.294,50000.000,455.706,44.824,50000.000
7700743,388.471,37.353,50000.000,440.765,52.294,50000.000
7750741,381.000,-22.412,50000.000,485.588,22.412,50000.000
7800744,336.176,-67.235,50000.000,485.588,7.471,50000.000
7850735,373.529,-22.412,50000.000,455.706,29.882,50000.000
7900748,313.765,29.882,50000.000,395.941,7.471,50000.000
7950725,283.882,74.706,50000.000,328.706,37.353,50000.000
8000742,321.235,29.882,50001.000,313.765,52.294,50000.000
8050768,231.588,-29.882,49999.000,381.000,0.000,50000.000
