2,1,1,0,0,0,0
49998,49998,1,0,0,0,0
99998,99997,1,0,0,0,0
150000,150000,1,0,0,0,0
199998,199998,1,0,0,0,0
249999,249998,1,0,0,0,0
299999,299998,1,0,0,0,0
350000,350000,1,0,0,0,0
399999,399998,1,0,0,0,0
450000,449999,1,0,0,0,0
500000,499999,1,0,0,0,0
550001,550000,1,0,0,0,0
599999,599999,1,0,0,0,0
649998,649997,1,0,0,0,0
699999,699999,1,0,0,0,0
749999,749999,1,0,0,0,0
800000,799999,1,0,0,0,0
850000,849999,1,0,0,0,0
899999,899999,1,0,0,0,0
950001,950000,1,0,0,0,0
999999,999998,1,0,0,0,0
1050000,1049999,1,0,0,0,0
1099999,1099999,1,0,0,0,0
1149999,1149998,1,0,0,0,0
1199999,1199998,1,0,0,0,0
1250000,1249999,1,0,0,0,0
1299999,1299999,1,0,0,0,0
1349999,1349999,1,0,0,0,0
1400000,1399999,1,0,0,0,0
1449999,1449998,1,0,0,0,0
1499999,1499998,1,0,0,0,0
1550000,1550000,1,0,0,0,0
1599998,1599997,1,0,0,0,0
1649999,1649998,1,0,0,0,0
1699999,1699998,1,0,0,0,0
1749999,1749998,1,0,0,0,0
1799999,1799998,1,0,0,0,0
1849998,1849997,1,0,0,0,0
1899999,1899998,1,0,0,0,0
1949998,1949997,1,0,0,0,0
1999999,1999998,1,0,1,0,1
2050000,2049999,1,0,1,0,1
2099999,2099998,1,0,1,0,1
2150001,2150000,1,0,1,0,1
2200000,2199999,1,0,1,0,1
2249999,2249998,1,0,1,0,1
2299999,2299998,1,0,1,0,1
2349998,2349997,1,0,1,0,1
2400001,2400000,1,0,0,0,0
2449998,2449998,1,0,0,0,0
2500000,2500000,1,0,0,0,0
2549999,2549998,1,0,0,0,0
2599998,2599998,1,0,0,0,0
2649998,2649998,1,0,0,0,0
2699999,2699998,1,0,0,0,0
2749999,2749999,1,0,0,0,0
2799999,2799998,1,0,0,0,0
2850000,2849999,1,0,0,0,0
2900000,2899999,1,0,0,0,0
2950000,2949999,1,0,0,0,0
2999999,2999998,1,0,0,0,0
3050000,3050000,1,0,0,0,0
3100000,3099999,1,0,0,0,0
3150000,3150000,1,0,0,0,0
3200000,3199999,1,0,0,0,0
3250000,3250000,1,0,0,0,0
3300000,3300000,1,0,0,0,0
3350001,3350000,1,0,0,0,0
3400000,3399999,1,0,0,0,0
3449998,3449998,1,0,0,0,0
3499998,3499998,1,0,0,0,0
3549999,3549998,1,0,0,0,0
3599999,3599999,1,0,0,0,0
3649999,3649998,1,0,0,0,0
3699999,3699998,1,0,0,0,0
3749999,3749998,1,0,0,0,0
3799999,3799998,1,0,0,0,0
3850000,3849999,1,0,0,0,0
3900000,3899999,1,0,0,0,0
3949999,3949998,1,0,0,0,0
3999998,3999998,1,0,0,1,1
4049999,4049998,1,0,0,1,1
4100000,4100000,1,0,0,1,1
4150000,4149999,1,0,0,1,1
4199999,4199998,1,0,0,1,1
4249999,4249998,1,0,0,1,1
4300000,4299999,1,0,0,1,1
4349999,4349998,1,0,0,1,1
4399999,4399998,1,0,0,0,0
4449999,4449999,1,0,0,0,0
4499999,4499998,1,0,0,0,0
4549999,4549998,1,0,0,0,0
4599999,4599998,1,0,0,0,0
4649999,4649998,1,0,0,0,0
4699999,4699999,1,0,0,0,0
4749999,4749998,1,0,0,0,0
4799998,4799998,1,0,0,0,0
4850000,4849999,1,0,0,0,0
4899999,4899999,1,0,0,0,0
4950000,4949999,1,0,0,0,0
5000000,4999999,1,0,0,0,0
5050000,5049999,1,0,0,0,0
5099999,5099998,1,0,0,0,0
5150001,5150000,1,0,0,0,0
5200000,5200000,1,0,0,0,0
5250001,5250000,1,0,0,0,0
5300000,5299999,1,0,0,0,0
