1,1,1,0,0,0,0
49997,49997,1,0,0,0,0
99998,99997,1,0,0,0,0
149999,149998,1,0,0,0,0
199997,199996,1,0,0,0,0
249999,249999,1,0,0,0,0
299998,299997,1,0,0,0,0
349998,349997,1,0,0,0,0
399999,399998,1,0,0,0,0
449998,449998,1,0,0,0,0
499998,499997,1,0,0,0,0
549998,549998,1,0,0,0,0
599999,599998,1,0,0,0,0
649999,649998,1,0,0,0,0
699998,699997,1,0,0,0,0
749997,749997,1,0,0,0,0
799998,799997,1,0,0,0,0
849997,849997,1,0,0,0,0
899999,899998,1,0,0,0,0
949997,949997,1,0,0,0,0
999999,999998,1,0,0,0,0
1049998,1049997,1,0,0,0,0
1099998,1099998,1,0,0,0,0
1149998,1149998,1,0,0,0,0
1199998,1199997,1,0,0,0,0
1249998,1249997,1,0,0,0,0
1299999,1299999,1,0,0,0,0
1349999,1349999,1,0,0,0,0
1399999,1399998,1,0,0,0,0
1449998,1449997,1,0,0,0,0
1499998,1499997,1,0,0,0,0
1549998,1549998,1,0,0,0,0
1599998,1599998,1,0,0,0,0
1649998,1649997,1,0,0,0,0
1699998,1699998,1,0,0,0,0
1749998,1749997,1,0,0,0,0
1799998,1799998,1,0,0,0,0
1849998,1849997,1,0,0,0,0
1899999,1899998,1,0,0,0,0
1949999,1949999,1,0,0,0,0
1999998,1999998,1,0,1,0,1
2049999,2049998,1,0,1,0,1
2099999,2099998,1,0,1,0,1
2149997,2149997,1,0,1,0,1
2199998,2199998,1,0,1,0,1
2249998,2249998,1,0,1,0,1
2300002,2300002,1,0,1,0,1
2349998,2349997,1,0,1,0,1
2399998,2399998,1,0,1,0,1
2449998,2449998,1,0,1,0,1
2499998,2499997,1,0,1,0,1
2549997,2549997,1,0,1,0,1
2599998,2599998,1,0,1,0,1
2650000,2649999,1,0,1,0,1
2699999,2699999,1,0,1,0,1
2749997,2749997,1,0,1,0,1
2800000,2799999,1,0,0,0,0
2849997,2849997,1,0,0,0,0
2899998,2899998,1,0,0,0,0
2949997,2949997,1,0,0,0,0
2999998,2999997,1,0,0,0,0
3049999,3049998,1,0,0,0,0
3099999,3099998,1,0,0,0,0
3149999,3149998,1,0,0,0,0
3199997,3199997,1,0,0,0,0
3249997,3249997,1,0,0,0,0
3299998,3299998,1,0,0,0,0
3349999,3349998,1,0,0,0,0
3399999,3399998,1,0,0,0,0
3449999,3449998,1,0,0,0,0
3499997,3499996,1,0,0,0,0
3549998,3549997,1,0,0,0,0
3599998,3599997,1,0,0,0,0
3649998,3649997,1,0,0,0,0
3699998,3699998,1,0,0,0,0
3749998,3749998,1,0,0,0,0
3799999,3799998,1,0,0,0,0
3849997,3849996,1,0,0,0,0
3899998,3899997,1,0,0,0,0
3949998,3949997,1,0,0,0,0
3999999,3999998,1,0,0,1,1
4049999,4049998,1,0,0,1,1
4099999,4099998,1,0,0,1,1
4149998,4149997,1,0,0,1,1
4199999,4199999,1,0,0,1,1
4249997,4249997,1,0,0,1,1
4299997,4299997,1,0,0,1,1
4349998,4349998,1,0,0,1,1
4399998,4399997,1,0,0,1,1
4449997,4449996,1,0,0,1,1
4499999,4499998,1,0,0,1,1
4549997,4549997,1,0,0,1,1
4599999,4599998,1,0,0,1,1
4649998,4649998,1,0,0,1,1
4699997,4699997,1,0,0,1,1
4749997,4749997,1,0,0,1,1
