timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,7.471,-7.471,50155.000,51.00,0.000,0.000,50153.000,56.00,0
51,3257.176,-4392.706,50000.000,63.00,156.882,-13312.587,50000.000,62.00,0
101,3399.117,-6656.293,50000.000,38.00,-366.059,-10824.882,50000.000,68.00,0
151,2965.823,-7672.293,50000.000,55.00,0.000,-9891.059,50000.000,60.00,0
201,3421.529,-7821.706,50000.000,42.00,29.882,-10570.882,50000.000,68.00,0
251,3062.941,-5319.059,50000.000,58.00,-261.471,-12169.588,50000.000,63.00,0
301,2980.764,-3436.470,50000.000,51.00,-67.235,-14268.822,50000.000,88.00,0
351,2935.941,-7351.058,50000.000,43.00,-597.647,-11743.764,50000.000,65.00,0
401,2390.588,-10488.705,50000.000,74.00,-971.176,-10339.293,50000.000,43.00,0
451,2420.470,-9928.411,50000.000,45.00,-1284.941,-10802.470,50000.000,50.00,0
501,2211.294,-6641.353,50000.000,73.00,-1157.941,-12072.470,50000.000,32.00,0
551,2442.882,-6708.588,50000.000,60.00,-1165.412,-13357.411,50000.000,70.00,0
601,2300.941,-10667.999,50000.000,63.00,-1531.470,-11056.470,50000.000,33.00,0
651,1934.882,-13439.587,50000.000,52.00,-2241.176,-11743.764,50000.000,62.00,0
701,1553.882,-11766.176,50000.000,51.00,-3175.000,-13379.822,50000.000,53.00,0
751,-22.412,-9375.588,50000.000,62.00,-3197.412,-12087.411,50000.000,70.00,0
801,-239.059,-9263.528,50000.000,63.00,-3302.000,-10137.588,50000.000,63.00,0
851,-418.353,-10989.234,50000.000,62.00,-3137.647,-9771.528,50000.000,40.00,0
901,-485.588,-13686.117,50000.000,51.00,-4168.588,-11691.470,50000.000,70.00,0
951,-104.588,-11288.058,50000.000,58.00,-4265.706,-13066.058,50000.000,80.00,0
1001,-254.000,-5505.823,50000.000,59.00,-3212.353,-12662.646,50000.000,81.00,0
1051,283.882,-5169.646,50000.000,52.00,-2719.294,-10675.470,50000.000,80.00,0
1101,171.824,-7664.823,50000.000,46.00,-2338.294,-9405.470,50000.000,34.00,0
1151,485.588,-9465.234,50000.000,50.00,-2973.294,-11175.999,50000.000,78.00,0
1201,44.824,-8553.823,50000.000,62.00,-3787.588,-12714.940,50000.000,72.00,0
1251,-784.412,-8979.646,50000.000,61.00,-4049.059,-13820.587,50000.000,70.00,0
1301,-418.353,-10488.705,50000.000,50.00,-4213.412,-11997.764,50000.000,72.00,0
1351,-590.176,-10705.353,50000.000,50.00,-4011.706,-11519.646,50000.000,78.00,0
1401,-104.588,-9412.940,50000.000,54.00,-3824.941,-12005.234,50000.000,60.00,0
1451,149.412,-2973.294,50000.000,44.00,-2764.117,-10824.882,50000.000,67.00,0
1501,1195.294,2540.000,50000.000,90.00,-522.941,-9293.411,50000.000,51.00,0
1551,2465.294,1531.470,50000.000,69.00,1128.059,-5901.764,50000.000,78.00,0
1601,3316.941,-67.235,50000.000,85.00,2054.412,-4609.353,50000.000,76.00,0
1651,4355.353,-2106.706,50000.000,83.00,2315.882,-5901.764,50000.000,50.00,0
1701,5229.412,-2338.294,50000.000,78.00,2607.235,-7186.706,50000.000,76.00,0
1751,6514.353,313.765,50000.000,69.00,4064.000,-7007.411,50000.000,61.00,0
1801,6828.117,3287.059,50000.000,70.00,5005.294,-6275.293,50000.000,78.00,0
1851,8210.176,4183.529,50000.000,66.00,6170.706,-7866.529,50000.000,76.00,0
1901,9868.646,22.412,50000.000,65.00,6320.117,-7956.176,50000.000,65.00,0
1951,10040.470,-2921.000,50000.000,62.00,6828.117,-8762.999,50001.000,84.00,0
2001,10204.823,-5057.588,50000.000,67.00,6484.470,-9554.882,49999.000,56.00,0
2051,10892.117,-2540.000,50000.000,58.00,6559.176,-10264.588,50000.000,81.00,0
2101,10944.411,1568.823,50000.000,74.00,7657.353,-11385.176,50000.000,77.00,0
2151,11721.353,-597.647,50000.000,62.00,7694.706,-11370.234,50000.000,58.00,0
2201,11138.646,-3974.353,50000.000,56.00,7605.058,-9151.470,50000.000,75.00,0
2251,10974.293,-4923.117,50000.000,71.00,7059.706,-10817.411,50000.000,33.00,0
2301,11728.822,-5207.000,50000.000,54.00,7014.882,-11138.646,50000.000,67.00,0
2351,11997.764,-1456.765,50000.000,42.00,8038.353,-9988.176,50000.000,46.00,0
2401,11676.528,186.765,50000.000,97.00,8658.411,-9495.117,50000.000,71.00,0
2451,12513.234,-3981.823,50000.000,65.00,7918.823,-10234.705,50000.000,59.00,0
2501,12528.176,-5356.412,50000.000,52.00,8329.705,-9502.588,50000.000,50.00,0
2551,12856.882,-5289.176,50000.000,56.00,8897.470,-8852.646,50000.000,32.00,0
2601,12722.411,-3279.588,50000.000,44.00,9106.646,-7971.117,50000.000,56.00,0
2651,12416.117,911.412,50000.000,53.00,9689.353,-7201.646,50000.000,57.00,0
2701,12206.940,1195.294,50000.000,31.00,9771.528,-6387.353,50000.000,35.00,0
2751,12431.058,-1763.059,50000.000,32.00,9868.646,-4967.941,50000.000,59.00,0
2801,11997.764,-3107.764,50000.000,52.00,10055.411,-3623.235,50000.000,48.00,0
2851,11228.293,-3780.117,50000.000,42.00,9637.059,-2465.294,50000.000,54.00,0
2901,10966.823,-3167.529,50000.000,37.00,9480.176,-1606.176,50001.000,49.00,0
2951,10107.705,-3145.117,50000.000,52.00,8635.999,-2039.470,49999.000,53.00,0
3001,9539.940,-4123.765,50000.000,50.00,7358.529,-2599.765,50000.000,84.00,0
3051,9031.940,-3309.470,50000.000,42.00,7171.764,-2726.764,50000.000,43.00,0
3101,8815.294,-1053.353,50000.000,45.00,7298.764,-2696.882,50000.000,69.00,0
3151,8284.882,859.118,50000.000,47.00,7231.529,-2286.000,50000.000,67.00,0
