timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,-59.765,-14.941,50157.000,40.00,-29.882,-7.471,50153.000,85.00,0
51,-9121.588,-2913.529,50000.000,42.00,-8957.234,-2383.117,50000.000,59.00,0
101,-8367.059,-4661.647,50000.000,30.00,-9390.528,-4325.470,50000.000,67.00,0
151,-7478.058,-5020.235,50000.000,48.00,-8815.294,-5812.117,50000.000,68.00,0
201,-7126.941,-4191.000,50000.000,49.00,-8337.176,-6962.588,50000.000,79.00,0
251,-6648.823,-2644.588,50000.000,48.00,-7351.058,-6133.353,50000.000,79.00,0
301,-5655.235,-4661.647,50000.000,50.00,-6745.941,-3653.117,50000.000,56.00,0
351,-6140.823,-5431.117,50000.000,43.00,-6887.882,-2853.764,50000.000,86.00,0
401,-5729.941,-6006.353,50000.000,31.00,-6678.706,-4706.470,50000.000,56.00,0
451,-5199.529,-7082.117,50000.000,35.00,-7089.588,-6043.706,50000.000,58.00,0
501,-4355.353,-3944.470,50000.000,35.00,-5461.000,-7515.411,50000.000,56.00,0
551,-3189.941,-2592.294,50000.000,55.00,-5162.176,-9397.999,50000.000,60.00,0
601,-2413.000,-4534.647,50000.000,30.00,-5050.117,-10690.411,50000.000,70.00,0
651,-2002.118,-6536.764,50000.000,40.00,-4773.706,-11631.705,50000.000,71.00,0
701,-1314.823,-7993.529,50000.000,35.00,-5162.176,-14806.705,50000.000,53.00,0
751,-1143.000,-6185.646,50000.000,45.00,-5319.059,-15747.999,50000.000,57.00,0
801,-1329.765,-5700.059,50000.000,53.00,-5094.941,-15927.293,50000.000,79.00,0
851,-1307.353,-11497.234,50000.000,40.00,-5236.882,-14403.293,50000.000,16.00,0
901,-1404.470,-14739.470,50000.000,33.00,-5431.117,-12939.058,50000.000,57.00,0
951,-1344.706,-14649.822,50000.000,85.00,-6215.529,-15665.822,50000.000,32.00,0
1001,-2173.941,-16308.293,50000.000,57.00,-7276.353,-16390.469,50000.000,57.00,0
