timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]waterPin
22450434,,,50000.000,,,50000.000,0
22500433,,,50000.000,,,50000.000,0
22550434,,,50000.000,,,50000.000,0
22600434,,,50000.000,,,50000.000,0
22650434,,,50000.000,,,50000.000,0
22700434,,,50000.000,,,50000.000,0
22750434,,,50000.000,,,50000.000,0
22800434,,,50000.000,,,50000.000,0
22850434,,,50000.000,,,50000.000,0
22900434,,,50000.000,,,50000.000,0
22950434,,,50000.000,,,50000.000,0
23000434,,,50000.000,,,50000.000,0
23050434,,,50000.000,,,50000.000,0
23100434,,,50000.000,,,50000.000,0
23150434,,,50000.000,,,50000.000,0
23200433,,,50000.000,,,50000.000,0
23250434,,,50000.000,,,50000.000,0
23300434,,,50000.000,,,50000.000,0
23350434,,,50000.000,,,50000.000,0
23400434,,,50000.000,,,50000.000,0
23450434,,,50000.000,,,50000.000,0
23500434,,,50000.000,,,50000.000,0
23550434,,,50000.000,,,50000.000,0
23600434,,,50000.000,,,50000.000,0
23650434,,,50000.000,,,50000.000,0
23700434,,,50000.000,,,50000.000,0
23750434,,,50000.000,,,50000.000,0
23800433,,,50000.000,,,50000.000,0
23850434,,,50000.000,,,50000.000,0
23900434,,,50000.000,,,50000.000,0
23950434,,,50000.000,,,50000.000,0
24000433,,,50000.000,,,50000.000,0
24050434,,,50000.000,,,50000.000,0
24100434,,,50000.000,,,50000.000,0
24150434,,,50000.000,,,50000.000,0
24200434,,,50000.000,,,50000.000,0
24250434,,,50000.000,,,50000.000,0
24300434,,,50000.000,,,50000.000,0
24350434,,,50000.000,,,50000.000,0
24400433,,,50000.000,,,50000.000,0
24450433,,,50000.000,,,50000.000,0
24500433,,,50000.000,,,50000.000,0
24550434,,,50000.000,,,50000.000,0
24600433,,,50000.000,,,50000.000,0
24650434,,,50000.000,,,50000.000,0
24700433,,,50000.000,,,50000.000,0
24750434,,,50000.000,,,50000.000,0
24800434,,,50000.000,,,50000.000,0
24850434,,,50000.000,,,50000.000,0
24900433,,,50000.000,,,50000.000,0
24950433,,,50000.000,,,50000.000,0
25000434,,,50000.000,,,50000.000,0
25050434,,,50000.000,,,50000.000,0
25100434,,,50000.000,,,50000.000,0
25150434,,,50000.000,,,50000.000,0
25200434,,,50000.000,,,50000.000,0
25250434,,,50000.000,,,50000.000,0
25300433,,,50000.000,,,50000.000,0
25350434,,,50000.000,,,50000.000,0
25400434,,,50000.000,,,50000.000,0
25450434,,,50000.000,,,50000.000,0
25500434,,,50000.000,,,50000.000,0
25550433,,,50000.000,,,50000.000,0
25600434,,,50000.000,,,50000.000,0
25650434,,,50000.000,,,50000.000,0
25700434,,,50000.000,,,50000.000,0
25750434,,,50000.000,,,50000.000,0
25800433,,,50000.000,,,50000.000,0
25850434,,,50000.000,,,50000.000,0
25900434,,,50000.000,,,50000.000,0
25950434,,,50000.000,,,50000.000,0
26000434,,,50000.000,,,50000.000,0
26050434,,,50000.000,,,50000.000,0
26100434,,,50000.000,,,50000.000,0
26150434,,,50000.000,,,50000.000,0
26200434,,,50000.000,,,50000.000,0
26250434,,,50000.000,,,50000.000,0
26300434,,,50000.000,,,50000.000,0
26350434,,,50000.000,,,50000.000,0
26400434,,,50000.000,,,50000.000,0
26450434,,,50000.000,,,50000.000,0
26500434,,,50000.000,,,50000.000,0
26550434,,,50000.000,,,50000.000,0
26600434,,,50000.000,,,50000.000,0
26650433,,,50000.000,,,50000.000,0
26700434,,,50000.000,,,50000.000,0
26750434,,,50000.000,,,50000.000,0
26800434,,,50000.000,,,50000.000,0
26850434,,,50000.000,,,50000.000,0
26900434,,,50000.000,,,50000.000,0
26950434,,,50000.000,,,50000.000,0
27000434,,,50000.000,,,50000.000,0
27050434,,,50000.000,,,50000.000,0
27100433,,,50000.000,,,50000.000,0
27150434,,,50000.000,,,50000.000,0
27200434,,,50000.000,,,50000.000,0
27250433,,,50000.000,,,50000.000,0
27300434,,,50000.000,,,50000.000,0
27350434,,,50000.000,,,50000.000,0
27400434,,,50000.000,,,50000.000,0
27450434,,,50000.000,,,50000.000,0
27500434,,,50000.000,,,50000.000,0
27550433,,,50000.000,,,50000.000,0
27600434,,,50000.000,,,50000.000,0
27650434,,,50000.000,,,50000.000,0
27700434,,,50000.000,,,50000.000,0
27750434,,,50000.000,,,50000.000,0
27800434,,,50000.000,,,50000.000,0
27850434,,,50000.000,,,50000.000,0
27900434,,,50000.000,,,50000.000,0
27950434,,,50000.000,,,50000.000,0
28000433,,,50000.000,,,50000.000,0
28050434,,,50000.000,,,50000.000,0
28100433,,,50000.000,,,50000.000,0
28150434,,,50000.000,,,50000.000,0
28200434,,,50000.000,,,50000.000,0
28250433,,,50000.000,,,50000.000,0
28300434,,,50000.000,,,50000.000,0
28350434,,,50000.000,,,50000.000,0
28400434,,,50000.000,,,50000.000,0
28450434,,,50000.000,,,50000.000,0
28500434,,,50000.000,,,50000.000,0
28550434,,,50000.000,,,50000.000,0
28600434,,,50000.000,,,50000.000,0
28650434,,,50000.000,,,50000.000,0
28700434,,,50000.000,,,50000.000,0
28750434,,,50000.000,,,50000.000,0
28800433,,,50000.000,,,50000.000,0
28850434,,,50000.000,,,50000.000,0
28900433,,,50000.000,,,50000.000,0
28950434,,,50000.000,,,50000.000,0
29000434,,,50000.000,,,50000.000,0
29050434,,,50000.000,,,50000.000,0
29100434,,,50000.000,,,50000.000,0
29150434,,,50000.000,,,50000.000,0
29200434,,,50000.000,,,50000.000,1
29250434,,,50000.000,,,50000.000,1
29300434,,,50000.000,,,50000.000,0
29350434,,,50000.000,,,50000.000,0
29400434,,,50000.000,,,50000.000,0
29450434,,,50000.000,,,50000.000,0
29500434,,,50000.000,,,50000.000,0
29550434,,,50000.000,,,50000.000,0
29600434,,,50000.000,,,50000.000,0
29650434,,,50000.000,,,50000.000,0
29700434,,,50000.000,,,50000.000,0
29750434,,,50000.000,,,50000.000,0
29800434,,,50000.000,,,50000.000,0
29850434,,,50000.000,,,50000.000,0
29900434,,,50000.000,,,50000.000,0
29950434,,,50000.000,,,50000.000,0
30000434,,,50000.000,,,50000.000,0
30050434,,,50000.000,,,50000.000,0
30100434,,,50000.000,,,50000.000,0
30150434,,,50000.000,,,50000.000,0
30200434,,,50000.000,,,50000.000,0
30250434,,,50000.000,,,50000.000,0
30300434,,,50000.000,,,50000.000,0
30350434,,,50000.000,,,50000.000,0
30400434,,,50000.000,,,50000.000,0
30450434,,,50000.000,,,50000.000,0
30500434,,,50000.000,,,50000.000,0
30550434,,,50000.000,,,50000.000,0
30600434,,,50000.000,,,50000.000,0
30650433,,,50000.000,,,50000.000,0
30700434,,,50000.000,,,50000.000,0
30750434,,,50000.000,,,50000.000,0
30800434,,,50000.000,,,50000.000,0
30850434,,,50000.000,,,50000.000,0
30900433,,,50000.000,,,50000.000,0
30950434,,,50000.000,,,50000.000,0
31000434,,,50000.000,,,50000.000,0
31050434,,,50000.000,,,50000.000,0
31100434,,,50000.000,,,50000.000,0
31150434,,,50000.000,,,50000.000,0
31200434,,,50000.000,,,50000.000,0
31250434,,,50000.000,,,50000.000,0
31300434,,,50000.000,,,50000.000,0
31350434,,,50000.000,,,50000.000,0
31400434,,,50000.000,,,50000.000,0
31450434,,,50000.000,,,50000.000,0
31500434,,,50000.000,,,50000.000,0
31550434,,,50000.000,,,50000.000,0
31600434,,,50000.000,,,50000.000,0
31650434,,,50000.000,,,50000.000,0
31700433,,,50000.000,,,50000.000,0
31750434,,,50000.000,,,50000.000,0
31800434,,,50000.000,,,50000.000,0
31850433,,,50000.000,,,50000.000,0
31900434,,,50000.000,,,50000.000,0
31950434,,,50000.000,,,50000.000,0
32000434,,,50000.000,,,50000.000,0
32050433,,,50000.000,,,50000.000,0
32100433,,,50000.000,,,50000.000,0
32150434,,,50000.000,,,50000.000,0
32200434,,,50000.000,,,50000.000,0
32250434,,,50000.000,,,50000.000,0
32300433,,,50000.000,,,50000.000,0
32350434,,,50000.000,,,50000.000,0
32400434,,,50000.000,,,50000.000,0
32450433,,,50000.000,,,50000.000,0
32500434,,,50000.000,,,50000.000,0
32550433,,,50000.000,,,50000.000,0
32600434,,,50000.000,,,50000.000,0
32650434,,,50000.000,,,50000.000,0
32700434,,,50000.000,,,50000.000,0
32750434,,,50000.000,,,50000.000,0
32800434,,,50000.000,,,50000.000,0
32850434,,,50000.000,,,50000.000,0
32900433,,,50000.000,,,50000.000,0
32950434,,,50000.000,,,50000.000,0
33000434,,,50000.000,,,50000.000,0
33050434,,,50000.000,,,50000.000,0
33100434,,,50000.000,,,50000.000,0
33150434,,,50000.000,,,50000.000,0
33200434,,,50000.000,,,50000.000,0
33250434,,,50000.000,,,50000.000,0
33300434,,,50000.000,,,50000.000,0
33350434,,,50000.000,,,50000.000,0
33400434,,,50000.000,,,50000.000,0
33450434,,,50000.000,,,50000.000,0
33500434,,,50000.000,,,50000.000,0
33550434,,,50000.000,,,50000.000,0
33600434,,,50000.000,,,50000.000,0
33650434,,,50000.000,,,50000.000,0
33700434,,,50000.000,,,50000.000,0
33750434,,,50000.000,,,50000.000,0
33800434,,,50000.000,,,50000.000,0
33850434,,,50000.000,,,50000.000,0
33900434,,,50000.000,,,50000.000,0
33950434,,,50000.000,,,50000.000,0
34000434,,,50000.000,,,50000.000,0
34050434,,,50000.000,,,50000.000,0
34100434,,,50000.000,,,50000.000,0
34150434,,,50000.000,,,50000.000,0
34200433,,,50000.000,,,50000.000,0
34250434,,,50000.000,,,50000.000,0
34300434,,,50000.000,,,50000.000,0
