timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,14.941,7.471,50156.000,41.00,29.882,-44.824,50154.000,64.00,0
51,7141.882,2868.706,50000.000,55.00,4766.235,-7769.411,50000.000,85.00,0
101,8045.823,141.941,50000.000,39.00,4646.706,-11026.588,50000.000,33.00,0
151,7358.529,-1882.588,50000.000,46.00,3914.588,-11280.588,50000.000,63.00,0
201,6066.117,-2480.235,50000.000,47.00,3062.941,-11086.353,50000.000,65.00,0
251,6088.529,1471.706,50000.000,54.00,3346.823,-10540.999,50000.000,57.00,0
301,6237.941,3466.353,50000.000,70.00,3929.529,-9211.234,50000.000,87.00,0
351,7194.176,395.941,50000.000,41.00,4138.706,-8045.823,50000.000,81.00,0
401,7657.353,-1449.294,50000.000,66.00,4684.059,-8740.588,50000.000,71.00,0
451,8546.353,-3316.941,50000.000,56.00,5080.000,-11063.940,50000.000,64.00,0
501,9637.059,-216.647,50000.000,61.00,5737.411,-11392.646,50000.000,55.00,0
551,8957.234,5319.059,50000.000,59.00,6828.117,-9980.705,50000.000,61.00,0
601,10369.176,3018.117,50000.000,43.00,7052.235,-10563.411,50000.000,62.00,0
651,11034.058,-844.176,50000.000,48.00,7134.411,-10167.470,50000.000,34.00,0
701,11900.646,-2667.000,50000.000,39.00,7612.529,-11355.293,50000.000,38.00,0
751,12416.117,455.706,50000.000,40.00,8195.234,-11870.764,50000.000,53.00,0
801,11683.999,4833.470,50000.000,32.00,9203.764,-10966.823,50000.000,68.00,0
851,12274.176,1919.941,50000.000,46.00,9106.646,-10914.528,50000.000,66.00,0
901,12550.587,-1546.412,50000.000,37.00,8374.529,-11855.822,50000.000,66.00,0
951,12087.411,-4474.882,50000.000,46.00,8322.234,-12886.764,50000.000,60.00,0
1001,12423.587,-3406.588,50000.000,33.00,7956.176,-13424.646,50000.000,56.00,0
1051,11937.999,2629.647,50000.000,57.00,8419.353,-10346.764,50000.000,76.00,0
1101,11586.882,4422.588,50000.000,93.00,8949.764,-10765.117,50000.000,68.00,0
1151,12453.470,-1583.765,50000.000,53.00,7911.353,-10787.528,50000.000,50.00,0
1201,11676.528,-5513.294,50000.000,68.00,7067.176,-13036.176,50000.000,60.00,0
1251,11743.764,-3727.823,50000.000,50.00,7313.706,-11624.234,50000.000,51.00,0
1301,10301.940,3563.470,50000.000,90.00,8225.117,-7149.353,50000.000,55.00,0
1351,9196.294,5976.470,50000.000,86.00,8142.940,-4796.117,49999.000,65.00,0
1401,9218.705,2203.823,50000.000,66.00,6678.706,-6364.941,50001.000,42.00,0
1451,9756.588,-1135.529,50000.000,68.00,6335.059,-8135.470,50000.000,36.00,0
1501,9808.882,-3899.647,50000.000,47.00,6693.646,-7044.764,50000.000,51.00,0
1551,10286.999,-4684.059,50000.000,52.00,7067.176,-7515.411,50000.000,61.00,0
1601,10802.470,-1755.588,50000.000,41.00,7321.176,-7463.117,50000.000,42.00,0
1651,8225.117,4400.176,50000.000,43.00,7328.646,-3966.882,50000.000,80.00,0
1701,7590.117,6529.293,50000.000,77.00,7104.529,-4908.176,50000.000,53.00,0
1751,8867.588,1688.353,50000.000,45.00,6140.823,-8792.882,50000.000,77.00,0
1801,8314.764,-2046.941,50000.000,56.00,5020.235,-7993.529,50000.000,65.00,0
1851,6686.176,-2629.647,50000.000,49.00,4445.000,-7298.764,50000.000,53.00,0
1901,7478.058,-2129.117,50000.000,23.00,4138.706,-9211.234,50000.000,56.00,0
1951,7246.470,1860.176,50000.000,74.00,4609.353,-10167.470,50000.000,68.00,0
2001,7747.000,1143.000,50000.000,61.00,5012.764,-11280.588,50000.000,73.00,0
2051,8299.823,-2816.412,50000.000,55.00,4721.412,-10324.353,50000.000,46.00,0
2101,8538.882,-4534.647,50000.000,29.00,4997.823,-10794.999,50000.000,72.00,0
2151,8531.411,-3346.823,50000.000,43.00,4840.941,-10145.059,50000.000,67.00,0
