timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,0.000,0.000,50157.000,54.00,0.000,-14.941,50153.000,54.00,0
51,141.941,-1150.470,50000.000,52.00,-1240.118,-5588.000,50000.000,42.00,0
101,-246.529,-3077.882,50000.000,67.00,-1763.059,-5386.294,50000.000,66.00,0
151,-889.000,-3354.294,50000.000,65.00,-2442.882,-5685.117,50000.000,40.00,0
201,-814.294,-2427.941,50000.000,51.00,-2009.588,-4923.117,50000.000,65.00,0
251,291.353,-1568.823,50000.000,42.00,-1337.235,-5707.529,50000.000,54.00,0
301,1180.353,2315.882,50000.000,56.00,-366.059,-5416.176,50000.000,64.00,0
351,1441.823,6985.000,50000.000,91.00,1397.000,-3548.529,50000.000,83.00,0
401,2502.647,3817.470,50000.000,81.00,2046.941,-4108.823,50000.000,87.00,0
451,3264.647,-844.176,50000.000,76.00,1180.353,-6790.764,50000.000,87.00,0
501,2980.764,-3847.353,50000.000,83.00,1143.000,-8404.411,50000.000,56.00,0
551,2480.235,-8613.588,50000.000,54.00,-1494.118,-11893.176,50000.000,57.00,0
601,2495.176,-8150.411,50000.000,52.00,-1867.647,-14111.940,50000.000,67.00,0
651,2061.882,-2495.176,50000.000,46.00,-1105.647,-13282.705,50000.000,54.00,0
701,1942.353,-134.471,50000.000,82.00,-1172.882,-12871.822,50000.000,69.00,0
751,2032.000,-5311.588,50000.000,53.00,-1471.706,-11325.411,50000.000,73.00,0
801,1665.941,-8957.234,50000.000,47.00,-1994.647,-11280.588,50000.000,77.00,0
851,1165.412,-6910.293,50000.000,35.00,-2151.529,-9786.470,50000.000,93.00,0
901,-478.118,-1583.765,50000.000,48.00,-2144.059,-8314.764,50000.000,34.00,0
951,-522.941,941.294,50000.000,66.00,-2203.823,-9278.470,50000.000,70.00,0
1001,395.941,-2203.823,50000.000,53.00,-2248.647,-10451.353,50000.000,57.00,0
1051,-851.647,-5901.764,49999.000,55.00,-3683.000,-10772.588,50000.000,57.00,0
1101,-1367.118,-7246.470,50001.000,52.00,-4586.941,-13095.940,50000.000,53.00,0
1151,-1441.823,-5789.706,50000.000,48.00,-4938.059,-12229.353,50000.000,63.00,0
1201,-1531.470,-2106.706,50000.000,71.00,-4161.117,-10787.528,50000.000,46.00,0
1251,-702.235,-3645.647,50000.000,58.00,-3675.529,-10892.117,50000.000,74.00,0
1301,-1038.412,-7515.411,50000.000,68.00,-4527.176,-12812.058,50000.000,70.00,0
1351,-410.882,-8150.411,50000.000,46.00,-4646.706,-14238.940,50000.000,41.00,0
1401,-1337.235,-4176.059,50000.000,53.00,-4572.000,-12475.882,50000.000,54.00,0
1451,-1531.470,-664.882,50000.000,85.00,-3937.000,-10346.764,50000.000,38.00,0
1501,-1531.470,-1927.412,50000.000,54.00,-3137.647,-6282.764,50000.000,48.00,0
1551,-3145.117,-1270.000,50000.000,80.00,-3219.823,-2323.353,50000.000,52.00,0
1601,-3077.882,-2084.294,50000.000,60.00,-3264.647,-5087.470,50000.000,64.00,0
1651,-1180.353,-3160.059,50000.000,39.00,-3810.000,-8307.294,50000.000,52.00,0
1701,-14.941,582.706,50000.000,82.00,-1135.529,-5580.529,50000.000,56.00,0
1751,1329.765,4519.706,50000.000,69.00,776.941,-3765.176,50000.000,65.00,0
1801,2263.588,7104.529,50000.000,109.00,1673.412,-4975.412,50000.000,43.00,0
1851,4310.529,3787.588,50000.000,40.00,3010.647,-5177.117,50000.000,33.00,0
1901,4422.588,791.882,50000.000,61.00,3429.000,-1740.647,50000.000,38.00,0
1951,4908.176,-1113.118,50000.000,75.00,4713.941,-821.765,50000.000,52.00,0
2001,7186.706,-3443.941,50000.000,44.00,5020.235,-2950.882,50000.000,67.00,0
2051,9502.588,-485.588,50000.000,60.00,7201.646,-5281.706,50000.000,97.00,0
2101,12535.646,2906.059,50000.000,91.00,10159.999,-6514.353,50000.000,63.00,0
2151,14985.999,-67.235,50000.000,100.00,11340.353,-9734.176,50000.000,70.00,0
2201,15718.116,-6282.764,50000.000,46.00,10324.353,-13334.999,50000.000,69.00,0
2251,15329.646,-6932.706,50000.000,38.00,9771.528,-13178.117,50000.000,69.00,0
2301,14993.470,-1538.941,50000.000,40.00,10608.234,-11011.646,50000.000,61.00,0
2351,14739.470,3040.529,50000.000,54.00,11930.528,-9487.646,50000.000,87.00,0
2401,15479.058,2644.588,50000.000,45.00,12505.764,-9599.705,50000.000,79.00,0
2451,15120.470,-1576.294,50000.000,53.00,11325.411,-8142.940,50000.000,81.00,0
2501,13693.587,-4758.764,50000.000,37.00,9950.823,-6992.470,50000.000,78.00,0
2551,12401.176,-6611.470,50000.000,42.00,9024.470,-7634.940,50000.000,73.00,0
