timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,7.471,-7.471,50153.000,49.00,0.000,0.000,50153.000,64.00,0
51,2592.294,373.529,50001.000,36.00,448.235,-13252.822,50000.000,59.00,0
101,4056.529,1038.412,49999.000,34.00,971.176,-11422.528,50000.000,45.00,0
151,3892.176,313.765,50000.000,63.00,2248.647,-6977.529,50000.000,70.00,0
201,4833.470,-1561.353,50000.000,37.00,2823.882,-7859.058,50000.000,71.00,0
251,6148.294,-881.529,50000.000,28.00,3122.706,-10040.470,50000.000,41.00,0
301,6529.293,4624.294,50000.000,27.00,4445.000,-10653.058,50000.000,59.00,0
351,7612.529,4601.882,50000.000,58.00,4885.764,-12229.353,50000.000,48.00,0
401,7844.117,-2427.941,50000.000,18.00,3570.941,-13103.411,50000.000,60.00,0
451,6977.529,-4930.588,50001.000,36.00,2950.882,-12879.293,50000.000,36.00,0
501,6081.059,-3227.294,49999.000,39.00,2689.412,-9629.588,50000.000,65.00,0
551,4728.882,-268.941,50001.000,43.00,3048.000,-8934.823,50000.000,66.00,0
601,6469.529,-2965.823,49999.000,28.00,2898.588,-11048.999,50000.000,58.00,0
651,6178.176,-5304.117,50000.000,45.00,2935.941,-11101.293,50000.000,58.00,0
701,7246.470,-4766.235,50000.000,39.00,4056.529,-12147.176,50000.000,78.00,0
751,7679.764,612.588,50000.000,47.00,4736.353,-11153.588,50000.000,33.00,0
801,8875.059,1143.000,50000.000,58.00,5632.823,-13902.764,50000.000,76.00,0
851,9838.764,-4796.117,50000.000,33.00,4818.529,-15665.822,50000.000,55.00,0
901,8777.940,-7007.411,50000.000,48.00,4422.588,-15987.058,50000.000,50.00,0
951,8411.882,-5102.412,50000.000,39.00,3877.235,-16143.940,50000.000,55.00,0
1001,7642.411,1172.882,50000.000,65.00,4295.588,-16009.470,50000.000,53.00,0
1051,8576.234,463.176,50000.000,66.00,4908.176,-16128.999,50000.000,75.00,0
1101,8583.705,-3331.882,50000.000,66.00,4512.235,-13611.411,50000.000,70.00,0
1151,9106.646,-3742.764,50000.000,48.00,4938.059,-13618.882,50000.000,71.00,0
1201,8733.117,381.000,50000.000,53.00,5266.764,-13783.234,50000.000,67.00,0
1251,9502.588,1897.529,50000.000,80.00,5886.823,-15247.470,50000.000,76.00,0
1301,10219.764,-3615.764,50000.000,60.00,5408.706,-15874.999,50000.000,58.00,0
1351,9629.588,-6499.411,50000.000,47.00,4519.706,-18273.057,50000.000,58.00,0
1401,9450.294,-5326.529,50000.000,40.00,4265.706,-17481.176,50000.000,59.00,0
1451,7903.882,-1538.941,50000.000,51.00,3929.529,-15919.822,50000.000,72.00,0
1501,8411.882,-3668.059,50000.000,63.00,3705.412,-16203.705,50000.000,54.00,0
1551,7231.529,-9704.294,50000.000,45.00,2233.706,-15777.881,50000.000,74.00,0
1601,7029.823,-10907.058,50000.000,32.00,1882.588,-15008.411,50000.000,64.00,0
1651,5528.235,-9226.176,50000.000,36.00,1464.235,-14985.999,50000.000,58.00,0
1701,5319.059,-9412.940,50000.000,39.00,754.529,-15785.352,50000.000,63.00,0
1751,4474.882,-9659.470,50000.000,44.00,179.294,-12468.411,50000.000,78.00,0
1801,3294.529,-7724.588,50000.000,45.00,403.412,-10122.646,50000.000,27.00,0
1851,2390.588,-5864.411,50000.000,46.00,-799.353,-10339.293,50000.000,15.00,0
1901,2674.470,-4191.000,50000.000,66.00,-1180.353,-13051.117,50000.000,46.00,0
1951,3055.470,-7881.470,50000.000,30.00,-1531.470,-14507.882,50000.000,63.00,0
2001,2121.647,-10936.940,50000.000,41.00,-2420.470,-12983.882,50000.000,53.00,0
2051,1755.588,-9823.823,50000.000,39.00,-1919.941,-11997.764,50000.000,46.00,0
2101,829.235,-6932.706,50000.000,30.00,-2540.000,-12416.117,50000.000,45.00,0
2151,1128.059,-6970.059,50000.000,30.00,-2450.353,-13402.234,50002.000,80.00,0
2201,1030.941,-10839.823,50000.000,42.00,-2883.647,-11900.646,50000.000,49.00,0
2251,776.941,-12318.999,50000.000,37.00,-3630.706,-12528.176,50000.000,67.00,0
2301,470.647,-10264.588,50000.000,31.00,-3189.941,-12490.822,50000.000,39.00,0
2351,298.824,-9480.176,50000.000,51.00,-3570.941,-13529.234,50000.000,80.00,0
2401,-433.294,-11788.588,50000.000,26.00,-3877.235,-10630.646,50000.000,85.00,0
2451,-1135.529,-12281.646,50000.000,27.00,-3989.294,-8822.764,50000.000,33.00,0
2501,-1733.176,-11527.117,50000.000,49.00,-4557.059,-9831.293,50000.000,55.00,0
2551,-2144.059,-11698.940,50000.000,59.00,-4885.764,-11415.058,50000.000,71.00,0
2601,-2032.000,-14552.705,50001.000,77.00,-5274.235,-10533.528,50000.000,52.00,0
2651,-2808.941,-16158.881,49999.000,62.00,-5595.470,-10145.059,50000.000,49.00,0
2701,-2502.647,-15538.822,50001.000,61.00,-5909.235,-11235.764,50000.000,67.00,0
2751,-2950.882,-14477.999,49999.000,70.00,-5520.764,-11818.470,50000.000,71.00,0
2801,-2876.176,-14141.822,50000.000,47.00,-5348.941,-10750.176,50000.000,71.00,0
2851,-2831.353,-13775.764,50000.000,70.00,-5057.588,-9061.823,50000.000,57.00,0
2901,-2711.823,-14911.293,50000.000,53.00,-5655.235,-10406.528,50000.000,71.00,0
2951,-3511.176,-15643.411,50001.000,90.00,-6775.823,-13334.999,50000.000,65.00,0
3001,-3556.000,-17257.059,49999.000,41.00,-7739.529,-13783.234,50000.000,49.00,0
3051,-3951.941,-19430.998,50000.000,56.00,-7440.706,-12169.588,50000.000,67.00,0
3101,-3638.176,-18347.764,50000.000,50.00,-7649.882,-13320.058,50000.000,63.00,0
3151,-4093.882,-17204.764,50000.000,42.00,-7971.117,-13917.705,50000.000,78.00,0
3201,-4243.294,-16816.293,50001.000,39.00,-7306.235,-11870.764,50000.000,68.00,0
3251,-4056.529,-15202.646,49999.000,49.00,-6499.411,-9913.470,50000.000,53.00,0
3301,-3907.117,-11885.705,50000.000,40.00,-6424.706,-11444.940,50000.000,79.00,0
3351,-3780.117,-8912.411,50000.000,57.00,-5901.764,-12184.528,50000.000,83.00,0
3401,-4198.470,-9614.646,50000.000,52.00,-6312.646,-9569.823,50000.000,63.00,0
3451,-5475.941,-10279.528,50001.000,47.00,-7044.764,-6745.941,50000.000,50.00,0
3501,-6327.588,-9786.470,49999.000,49.00,-8359.588,-6738.470,50000.000,50.00,0
3551,-7328.646,-8934.823,50000.000,63.00,-9099.176,-6245.411,50000.000,27.00,0
3601,-7306.235,-10951.882,50000.000,39.00,-9965.764,-7836.646,50000.000,52.00,0
