timestamp[ms],left_dx[um],left_dy[um],left_dt[us],shutterLL44shutterHLright_dx[um],right_dy[um],right_dt[us],shutterLR,shutterHR,waterPin
0,-14.941,44.824,20153.000,0,86,0.000,7.471,20154.000,0,211,0
21,-1008.529,3137.647,20000.000,0,94,-194.235,1016.000,20000.000,0,209,0
41,-1001.059,3092.823,20000.000,0,78,-156.882,933.823,20000.000,0,209,0
61,-1008.529,3062.941,20000.000,0,97,-164.353,963.706,20000.000,0,196,0
81,-1030.941,3062.941,20000.000,0,64,-186.765,1038.412,20000.000,0,221,0
101,-1023.471,3077.882,20000.000,0,71,-216.647,1075.765,20000.000,0,162,0
121,-1030.941,3145.117,20000.000,0,71,-194.235,1045.882,20000.000,0,151,0
141,-986.118,3189.941,20000.000,0,66,-156.882,1030.941,20000.000,0,179,0
161,-963.706,3227.294,20000.000,0,65,-141.941,1038.412,20000.000,0,190,0
181,-971.176,3152.588,20000.000,0,76,-171.824,1060.823,20000.000,0,190,0
201,-1023.471,3085.353,20000.000,0,80,-201.706,1113.118,20000.000,0,190,0
221,-986.118,3107.764,20000.000,0,75,-156.882,986.118,20000.000,0,190,0
241,-918.882,2995.706,20000.000,0,88,-134.471,933.823,20000.000,0,213,0
261,-918.882,2898.588,20000.000,0,65,-156.882,941.294,20000.000,0,200,0
281,-963.706,2921.000,20000.000,0,68,-186.765,896.471,20000.000,0,199,0
301,-903.941,2883.647,20000.000,0,92,-149.412,859.118,20000.000,0,187,0
321,-851.647,2749.176,20000.000,0,73,-112.059,836.706,20000.000,0,176,0
341,-889.000,2764.117,20000.000,0,75,-127.000,859.118,20000.000,0,198,0
361,-896.471,2876.176,20000.000,0,94,-119.529,881.529,20000.000,0,235,0
381,-844.176,2891.117,20000.000,0,70,-127.000,874.059,20000.000,0,235,0
401,-874.059,2906.059,20000.000,0,81,-82.176,791.882,20000.000,0,221,0
421,-836.706,2749.176,20000.000,0,71,-59.765,747.059,20000.000,0,183,0
441,-814.294,2592.294,20000.000,0,104,-89.647,799.353,20000.000,0,206,0
461,-799.353,2562.412,20000.000,0,96,-104.588,874.059,20000.000,0,206,0
481,-702.235,2413.000,20000.000,0,80,-82.176,844.176,20000.000,0,245,0
501,-702.235,2398.059,20000.000,0,84,-141.941,836.706,20000.000,0,191,0
521,-657.412,2487.706,20000.000,0,79,-156.882,851.647,20000.000,0,202,0
541,-694.765,2525.059,20000.000,0,103,-97.118,889.000,20000.000,0,178,0
561,-821.765,2674.470,20000.000,0,103,-67.235,881.529,20000.000,0,189,0
581,-829.235,2681.941,20000.000,0,103,-89.647,859.118,20000.000,0,200,0
601,-776.941,2592.294,20000.000,0,97,-134.471,889.000,20000.000,0,200,0
621,-806.823,2569.882,20000.000,0,102,-186.765,896.471,20000.000,0,211,0
641,-769.471,2622.176,20000.000,0,120,-186.765,918.882,20000.000,0,197,0
661,-649.941,2457.823,20000.000,0,120,-186.765,926.353,20000.000,0,222,0
681,-605.118,2286.000,20000.000,0,133,-186.765,903.941,20000.000,0,209,0
701,-627.529,2046.941,20000.000,0,104,-164.353,851.647,20000.000,0,184,0
721,-664.882,2166.470,20000.000,0,92,-149.412,859.118,20000.000,0,195,0
741,-754.529,2442.882,20000.000,0,102,-171.824,933.823,20000.000,0,183,0
761,-717.176,2405.529,20000.000,0,85,-171.824,948.765,20000.000,0,172,0
781,-702.235,2293.470,20000.000,0,106,-156.882,889.000,20000.000,0,217,0
801,-747.059,2330.823,20000.000,0,104,-97.118,739.588,20000.000,0,204,0
821,-776.941,2427.941,20000.000,0,115,-89.647,702.235,20000.000,0,192,0
841,-806.823,2315.882,20000.000,0,108,-127.000,769.471,20000.000,0,192,0
861,-799.353,2159.000,20000.000,0,85,-112.059,747.059,20001.000,0,192,0
881,-709.706,2144.059,20000.000,0,100,-97.118,702.235,20000.000,0,192,0
901,-694.765,2263.588,20000.000,0,99,-97.118,694.765,20000.000,0,216,0
921,-702.235,2286.000,20000.000,0,93,-104.588,672.353,20000.000,0,214,0
941,-702.235,2345.765,20000.000,0,87,-134.471,709.706,20000.000,0,214,0
961,-709.706,2622.176,20000.000,0,83,-171.824,784.412,20000.000,0,189,0
981,-664.882,2383.117,20000.000,0,115,-141.941,791.882,20000.000,0,200,0
1001,-642.471,2248.647,20000.000,0,101,-119.529,776.941,20000.000,0,212,0
