timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,0.000,0.000,50153.000,84.00,0.000,0.000,50153.000,83.00,0
51,2121.647,-1187.823,50000.000,62.00,911.412,-3548.529,50000.000,60.00,0
101,627.529,-2405.529,50000.000,69.00,-321.235,-2779.059,50001.000,82.00,0
151,-1255.059,-2353.235,50000.000,77.00,-1621.118,-2091.765,49999.000,60.00,0
201,-2248.647,-2794.000,50000.000,64.00,-2913.529,-4049.059,50000.000,63.00,0
251,-2271.059,-3324.412,50000.000,50.00,-3406.588,-5207.000,50000.000,71.00,0
301,-3070.412,-2988.235,50000.000,76.00,-3727.823,-2876.176,50000.000,59.00,0
351,-3264.647,-4243.294,50000.000,61.00,-4220.882,-3578.412,50000.000,64.00,0
401,-3077.882,-4908.176,50000.000,40.00,-4258.235,-3847.353,50001.000,77.00,0
451,-3443.941,-2958.353,50000.000,53.00,-4280.647,-3316.941,50000.000,84.00,0
501,-2629.647,724.647,50000.000,58.00,-2622.176,-1068.294,49999.000,75.00,0
551,-829.235,4138.706,50000.000,74.00,291.353,2398.059,50000.000,42.00,0
601,1942.353,3847.353,50000.000,88.00,2652.059,889.000,50000.000,39.00,0
651,4631.764,410.882,50000.000,78.00,3145.117,-3802.529,50000.000,72.00,0
701,3862.294,-1718.235,50000.000,71.00,2061.882,-5221.941,50000.000,52.00,0
751,3675.529,-1509.059,50000.000,61.00,2032.000,-6081.059,50000.000,58.00,0
801,4751.294,-545.353,50000.000,61.00,2599.765,-7560.235,50001.000,92.00,0
851,5513.294,582.706,50000.000,81.00,3735.294,-6006.353,50000.000,70.00,0
901,7097.058,-358.588,50000.000,56.00,4728.882,-6013.823,50000.000,62.00,0
951,9158.940,433.294,50000.000,45.00,6633.882,-6335.059,49999.000,63.00,0
1001,9024.470,4893.235,50000.000,83.00,7769.411,-4123.765,50000.000,64.00,0
1051,9898.528,4527.176,50000.000,65.00,8023.411,-7209.117,50000.000,65.00,0
1101,11198.411,29.882,50000.000,56.00,6536.764,-10413.999,50000.000,38.00,0
1151,11048.999,-1867.647,50000.000,65.00,6858.000,-11392.646,50000.000,46.00,0
1201,11437.470,-2465.294,50000.000,51.00,7179.235,-10578.353,50001.000,38.00,0
1251,10526.059,1845.235,50000.000,45.00,7754.470,-8404.411,50000.000,49.00,0
1301,10272.059,3996.764,50000.000,83.00,8733.117,-7074.646,49999.000,46.00,0
1351,10085.293,844.176,50000.000,63.00,7418.293,-5214.470,50000.000,80.00,0
1401,8852.646,-2293.470,50000.000,73.00,7052.235,-5289.176,50000.000,59.00,0
1451,8837.705,-6185.646,50000.000,41.00,4923.117,-7231.529,50000.000,79.00,0
1501,7776.882,-8015.940,50000.000,39.00,3847.353,-8254.999,50000.000,77.00,0
1551,7769.411,-4362.823,50000.000,46.00,4280.647,-7664.823,50001.000,64.00,0
1601,7306.235,-156.882,50000.000,69.00,5543.176,-5842.000,50000.000,66.00,0
1651,8299.823,-791.882,50000.000,52.00,5692.588,-6469.529,49999.000,58.00,0
1701,8359.588,-2039.470,50000.000,44.00,6245.411,-4303.059,50000.000,53.00,0
1751,6394.823,-2076.823,50000.000,48.00,5632.823,-1546.412,50000.000,36.00,0
1801,5296.646,-2383.117,50000.000,62.00,3951.941,-4004.235,50000.000,25.00,0
1851,5408.706,-3548.529,50000.000,32.00,2144.059,-8120.529,50001.000,43.00,0
1901,3511.176,-2024.529,50000.000,57.00,1673.412,-6409.764,50000.000,62.00,0
1951,3406.588,-1038.412,50000.000,45.00,1964.765,-6514.353,49999.000,77.00,0
2001,4213.412,2203.823,50000.000,38.00,2577.353,-6081.059,50000.000,51.00,0
2051,4676.588,5632.823,50000.000,83.00,3929.529,-7134.411,50001.000,57.00,0
2101,6096.000,1845.235,50000.000,48.00,3384.176,-9554.882,49999.000,71.00,0
2151,5588.000,-1344.706,50000.000,65.00,3137.647,-8187.764,50000.000,47.00,0
2201,5251.823,-3593.353,50000.000,30.00,3055.470,-9719.234,50000.000,57.00,0
2251,5565.588,-6581.588,50000.000,41.00,2091.765,-12416.117,50001.000,85.00,0
2301,5229.412,-5834.529,50000.000,45.00,2211.294,-10122.646,49999.000,74.00,0
2351,4056.529,-1060.823,50000.000,51.00,2256.117,-5774.764,50001.000,80.00,0
2401,4534.647,4743.823,50000.000,41.00,4519.706,-2091.765,49999.000,57.00,0
2451,5498.353,3204.882,50000.000,29.00,5221.941,-3077.882,50000.000,67.00,0
2501,5909.235,-1964.765,50000.000,32.00,3287.059,-7605.058,50000.000,68.00,0
2551,6058.646,-4945.529,50000.000,54.00,2988.235,-9719.234,50000.000,74.00,0
2601,5819.588,-6342.529,50000.000,39.00,2898.588,-8800.353,50001.000,58.00,0
2651,6073.588,-5931.646,50000.000,45.00,3160.059,-7881.470,50000.000,78.00,0
2701,6618.941,-2450.353,50000.000,43.00,4161.117,-6813.176,49999.000,69.00,0
2751,7082.117,1501.588,50000.000,38.00,5632.823,-4639.235,50000.000,90.00,0
2801,8105.588,2786.529,50000.000,47.00,6372.411,-5363.882,50000.000,86.00,0
2851,9106.646,470.647,50000.000,41.00,6484.470,-7141.882,50000.000,49.00,0
2901,9218.705,-2599.765,50000.000,31.00,5954.059,-7321.176,50001.000,58.00,0
2951,9054.353,-3899.647,50000.000,23.00,6611.470,-5505.823,50000.000,77.00,0
3001,7761.940,-2674.470,50000.000,46.00,5842.000,-4445.000,50000.000,86.00,0
3051,7761.940,-1680.882,50000.000,49.00,4997.823,-7425.764,49999.000,52.00,0
3101,8180.293,-2076.823,50000.000,27.00,4616.823,-8045.823,50001.000,51.00,0
3151,7201.646,-1553.882,50000.000,49.00,4840.941,-5408.706,49999.000,65.00,0
3201,6551.706,1060.823,50000.000,47.00,4840.941,-4586.941,50000.000,64.00,0
3251,7067.176,1509.059,50000.000,41.00,5259.294,-6170.706,50001.000,56.00,0
3301,8120.529,164.353,50000.000,27.00,5685.117,-5326.529,50000.000,44.00,0
