timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,0.000,-37.353,50156.000,35.00,-14.941,-44.824,50153.000,71.00,0
51,-2637.117,-11594.353,50000.000,45.00,-6267.823,-14829.116,50000.000,72.00,0
101,-2599.765,-12333.940,50000.000,34.00,-6745.941,-14089.528,50000.000,57.00,0
151,-3175.000,-13230.411,50000.000,94.00,-6604.000,-11512.176,50000.000,49.00,0
201,-3541.059,-10765.117,50000.000,47.00,-6327.588,-10832.353,50000.000,33.00,0
251,-4205.941,-7097.058,50000.000,46.00,-6237.941,-10667.999,50000.000,65.00,0
301,-3996.764,-8314.764,50000.000,46.00,-6193.117,-8770.470,50000.000,32.00,0
351,-4878.294,-10115.176,50000.000,51.00,-6133.353,-6970.059,50000.000,24.00,0
401,-4863.353,-10780.058,50000.000,41.00,-7171.764,-8785.411,50000.000,46.00,0
451,-4938.059,-9233.646,50000.000,68.00,-6932.706,-10451.353,50000.000,35.00,0
501,-4818.529,-9734.176,50000.000,49.00,-7515.411,-12274.176,50000.000,69.00,0
551,-4288.117,-11056.470,50000.000,34.00,-7321.176,-10174.940,50000.000,29.00,0
601,-5005.294,-10511.117,50000.000,51.00,-6275.293,-7844.117,50000.000,14.00,0
651,-4347.882,-9808.882,50000.000,34.00,-4982.882,-7657.353,50000.000,17.00,0
701,-3810.000,-5901.764,50000.000,36.00,-6439.646,-12416.117,50000.000,19.00,0
751,-3974.353,-4026.647,50000.000,46.00,-6753.411,-14134.352,50000.000,55.00,0
801,-3697.941,-8755.529,50000.000,47.00,-6327.588,-13088.470,50000.000,57.00,0
851,-3346.823,-12162.117,50000.000,36.00,-6962.588,-13775.764,50000.000,63.00,0
901,-3772.647,-10406.528,50000.000,28.00,-6529.293,-13461.999,50000.000,57.00,0
951,-4153.647,-8344.646,50000.000,62.00,-6768.353,-14111.940,50000.000,81.00,0
1001,-3869.764,-11175.999,50000.000,49.00,-6992.470,-13364.882,50000.000,59.00,0
1051,-2965.823,-13387.293,50000.000,15.00,-6716.059,-12961.470,50000.000,60.00,0
1101,-2577.353,-11370.234,50000.000,34.00,-5924.176,-12632.764,50000.000,64.00,0
1151,-3234.764,-8680.823,50000.000,60.00,-6252.882,-14403.293,50000.000,67.00,0
1201,-3272.117,-9980.705,50000.000,46.00,-6305.176,-12416.117,50000.000,86.00,0
1251,-3675.529,-10944.411,50000.000,52.00,-5864.411,-10316.882,50000.000,53.00,0
1301,-3817.470,-9846.234,50000.000,59.00,-6051.176,-10638.117,50000.000,71.00,0
1351,-4041.588,-6387.353,50000.000,65.00,-6245.411,-9846.234,50000.000,88.00,0
1401,-4228.353,-5453.529,50000.000,69.00,-6140.823,-8807.823,50000.000,49.00,0
1451,-3922.059,-6895.353,50000.000,63.00,-5759.823,-6290.235,50000.000,54.00,0
1501,-4437.529,-6506.882,50000.000,73.00,-6155.764,-5842.000,50000.000,63.00,0
1551,-4430.059,-6267.823,50000.000,64.00,-6088.529,-6043.706,50000.000,53.00,0
1601,-4407.647,-3421.529,50000.000,64.00,-5722.470,-5685.117,50000.000,40.00,0
1651,-3847.353,709.706,50000.000,60.00,-4303.059,-4840.941,50000.000,59.00,0
1701,-2995.706,2547.470,50000.000,68.00,-3242.235,-5065.059,50000.000,52.00,0
1751,-1337.235,956.235,50000.000,53.00,-2017.059,-4325.470,50000.000,64.00,0
1801,-762.000,82.176,50000.000,55.00,-1292.412,-3025.588,50000.000,71.00,0
1851,-89.647,410.882,50000.000,64.00,-582.706,-2323.353,50000.000,59.00,0
1901,179.294,164.353,50000.000,68.00,-552.823,-2413.000,50000.000,59.00,0
1951,216.647,866.588,50000.000,80.00,-254.000,-1553.882,50000.000,36.00,0
2001,254.000,1090.706,50000.000,79.00,313.765,-530.412,50000.000,49.00,0
2051,552.823,762.000,50000.000,77.00,560.294,-336.176,50000.000,58.00,0
2101,896.471,261.471,50000.000,77.00,829.235,-201.706,50000.000,67.00,0
2151,963.706,-186.765,50000.000,83.00,881.529,194.235,50000.000,62.00,0
2201,1210.235,74.706,50000.000,79.00,1157.941,171.824,50000.000,77.00,0
2251,1613.647,112.059,50000.000,77.00,1456.765,-37.353,50000.000,79.00,0
2301,1875.118,37.353,50000.000,91.00,1680.882,-276.412,50000.000,52.00,0
2351,2009.588,351.118,50000.000,87.00,1822.823,-179.294,50000.000,47.00,0
2401,1867.647,104.588,50000.000,58.00,1740.647,59.765,50000.000,68.00,0
2451,1897.529,-508.000,50000.000,80.00,1725.706,366.059,50000.000,62.00,0
2501,2129.117,-724.647,50000.000,78.00,1852.706,381.000,50000.000,61.00,0
2551,2256.117,-306.294,50000.000,68.00,2069.353,246.529,50000.000,71.00,0
2601,2495.176,-134.471,50000.000,56.00,2256.117,14.941,50000.000,53.00,0
2651,2704.353,-336.176,50000.000,42.00,2383.117,-224.118,50000.000,29.00,0
2701,2689.412,-89.647,50000.000,71.00,2569.882,-22.412,50000.000,59.00,0
2751,2622.176,141.941,50000.000,77.00,2495.176,0.000,50000.000,65.00,0
2801,2517.588,231.588,50000.000,57.00,2248.647,-59.765,50000.000,39.00,0
2851,2293.470,769.471,50000.000,90.00,2256.117,366.059,50000.000,52.00,0
2901,1875.118,433.294,50000.000,82.00,1837.765,52.294,50000.000,60.00,0
2951,1471.706,201.706,50000.000,72.00,1150.470,-119.529,50000.000,54.00,0
3001,672.353,493.059,50000.000,82.00,806.823,119.529,50000.000,56.00,0
3051,82.176,-156.882,50000.000,80.00,-22.412,-313.765,50000.000,55.00,0
3101,-552.823,-1157.941,50000.000,85.00,-881.529,-1083.235,50000.000,69.00,0
3151,-836.706,-2413.000,50000.000,70.00,-1531.470,-2427.941,50000.000,48.00,0
3201,-261.471,-1867.647,50000.000,54.00,-1322.294,-2517.588,50000.000,34.00,0
3251,754.529,1822.823,50000.000,74.00,933.823,-112.059,50000.000,59.00,0
3301,2233.706,3279.588,50000.000,72.00,2913.529,313.765,50000.000,64.00,0
3351,4295.588,1045.882,50000.000,54.00,3511.176,-1337.235,50000.000,59.00,0
3401,5408.706,1008.529,50000.000,74.00,4258.235,-2592.294,50000.000,37.00,0
3451,7231.529,597.647,50000.000,91.00,6013.823,-2607.235,50000.000,59.00,0
3501,8508.999,-179.294,50000.000,61.00,6917.764,-3048.000,50000.000,63.00,0
3551,10466.293,1509.059,50000.000,85.00,8733.117,-5109.882,50000.000,56.00,0
3601,12386.234,-851.647,50000.000,69.00,9480.176,-6148.294,50000.000,80.00,0
3651,14343.528,-859.118,50000.000,74.00,10249.646,-8202.705,50000.000,73.00,0
3701,16472.646,2921.000,50000.000,76.00,12595.411,-10272.059,50000.000,68.00,0
3751,18250.646,1845.235,50000.000,97.00,12236.822,-14074.587,50000.000,72.00,0
3801,20088.410,-4459.941,50000.000,60.00,11452.411,-16405.410,50000.000,50.00,0
3851,18033.998,-2151.529,50000.000,42.00,12879.293,-11796.058,50000.000,75.00,0
3901,17219.705,6544.235,50000.000,57.00,13842.999,-9801.411,50000.000,52.00,0
3951,18287.998,7485.529,50000.000,56.00,14500.411,-10032.999,50000.000,47.00,0
4001,19333.881,2046.941,50000.000,33.00,15762.940,-8381.999,50000.000,70.00,0
4051,18975.293,-874.059,50000.000,55.00,14463.058,-9622.117,50000.000,63.00,0
4101,20192.998,-343.647,50000.000,29.00,13641.293,-11489.764,50000.000,67.00,0
4151,19356.293,3040.529,50000.000,34.00,14044.705,-11766.176,50000.000,59.00,0
4201,20409.646,1867.647,50000.000,34.00,14134.352,-12520.705,50000.000,50.00,0
4251,20006.234,44.824,50000.000,49.00,14799.234,-10884.646,50000.000,56.00,0
4301,20715.939,-933.823,50000.000,31.00,14873.940,-10533.528,50000.000,62.00,0
4351,20992.352,3033.059,50000.000,31.00,16016.940,-10869.705,50000.000,55.00,0
4401,21507.822,4669.117,50000.000,42.00,17249.588,-13476.940,50000.000,56.00,0
4451,23390.410,851.647,50000.000,40.00,16786.410,-12819.528,50000.000,49.00,0
4501,23099.057,-1344.706,50000.000,53.00,17219.705,-12147.176,50000.000,51.00,0
4551,23427.764,-956.235,50000.000,15.00,16569.764,-13394.764,50000.000,37.00,0
4601,22762.881,5236.882,50000.000,67.00,18616.705,-15673.293,50000.000,75.00,0
4651,25392.527,3167.529,50000.000,73.00,19214.352,-15703.176,50000.000,81.00,0
4701,25145.998,-1120.588,50000.000,67.00,17772.527,-13148.234,50000.000,77.00,0
4751,25116.115,-2069.353,50000.000,59.00,18160.998,-14985.999,50000.000,66.00,0
4801,23345.586,3488.764,50000.000,80.00,17525.998,-14089.528,50000.000,71.00,0
4851,24794.881,5311.588,50000.000,84.00,17869.646,-15023.352,50000.000,53.00,0
4901,25564.352,-224.118,50000.000,70.00,17040.410,-13828.058,50000.000,60.00,0
4951,24466.176,-4176.059,50000.000,79.00,16270.940,-13969.999,50000.000,37.00,0
5001,23681.764,-2360.706,50000.000,69.00,15523.881,-15090.587,50000.000,54.00,0
5051,21067.057,4586.941,50000.000,72.00,15195.176,-14007.352,50000.000,61.00,0
5101,22949.645,754.529,50000.000,94.00,15060.705,-13207.999,50000.000,58.00,0
5151,21156.705,-4953.000,50000.000,56.00,14306.176,-11497.234,50000.000,69.00,0
5201,19811.998,-5162.176,50000.000,52.00,13648.764,-11669.058,50000.000,48.00,0
5251,18922.998,-664.882,50000.000,50.00,12998.822,-11474.822,50000.000,62.00,0
5301,17667.939,2472.765,50000.000,74.00,12445.999,-13073.528,50000.000,49.00,0
5351,18250.646,-2151.529,50000.000,57.00,12042.588,-12983.882,50000.000,64.00,0
5401,16509.998,-5729.941,50000.000,58.00,11205.882,-12774.705,50000.000,66.00,0
5451,16136.470,-6738.470,50000.000,48.00,10481.234,-13760.822,50000.000,42.00,0
5501,16084.176,-1337.235,50000.000,46.00,10443.882,-13544.176,50000.000,69.00,0
5551,15269.881,948.765,50000.000,55.00,10765.117,-13110.882,50000.000,54.00,0
5601,14978.528,-3623.235,50000.000,38.00,9726.705,-11810.999,50000.000,47.00,0
5651,13984.940,-6357.470,50000.000,52.00,9368.117,-11631.705,50000.000,55.00,0
