timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,-74.706,-67.235,50159.000,116.00,-44.824,-29.882,50155.000,30.00,0
51,-11362.764,-11691.470,50000.000,69.00,-13820.587,-10533.528,50000.000,40.00,0
101,-10391.588,-12393.705,50000.000,45.00,-13140.764,-9905.999,50000.000,17.00,0
151,-9644.528,-11288.058,50000.000,53.00,-12304.058,-9801.411,50000.000,44.00,0
201,-9726.705,-9390.528,50000.000,42.00,-12595.411,-10130.117,50000.000,24.00,0
251,-10234.705,-8635.999,50000.000,48.00,-12953.999,-10503.646,50000.000,56.00,0
301,-10025.528,-10892.117,50000.000,17.00,-12289.117,-7754.470,50000.000,26.00,0
351,-10145.059,-12625.293,50000.000,39.00,-12416.117,-6424.706,50000.000,27.00,0
401,-9883.588,-9935.882,50000.000,36.00,-13163.176,-9323.294,50000.000,49.00,0
451,-9472.705,-4885.764,50000.000,53.00,-11332.882,-9584.764,50000.000,54.00,0
501,-8837.705,-4340.412,50000.000,51.00,-9891.059,-8001.000,50000.000,37.00,0
551,-7896.411,-6820.646,50000.000,62.00,-9651.999,-7702.176,50000.000,40.00,0
601,-7074.646,-9756.588,50000.000,27.00,-9868.646,-10981.764,50000.000,52.00,0
651,-7351.058,-8695.764,50000.000,45.00,-10593.293,-10376.646,50000.000,66.00,0
701,-8942.294,-4041.588,50000.000,66.00,-9644.528,-6275.293,50000.000,83.00,0
751,-9270.999,-2622.176,50000.000,60.00,-9629.588,-5819.588,50000.000,44.00,0
801,-8456.705,-4146.176,50000.000,71.00,-9457.764,-7672.293,50000.000,60.00,0
851,-8307.294,-9532.470,50000.000,50.00,-9943.353,-6357.470,50000.000,70.00,0
901,-9442.823,-12707.470,50000.000,41.00,-10974.293,-6477.000,50000.000,66.00,0
951,-8867.588,-11900.646,50000.000,58.00,-11683.999,-8292.353,50000.000,44.00,0
1001,-9016.999,-9450.294,50000.000,58.00,-11056.470,-8531.411,50000.000,43.00,0
1051,-8128.000,-9696.823,50000.000,73.00,-10316.882,-8292.353,50000.000,35.00,0
1101,-7470.588,-11101.293,50000.000,46.00,-9831.293,-7037.293,50000.000,54.00,0
1151,-7769.411,-10847.293,50000.000,43.00,-9532.470,-6701.117,50000.000,50.00,0
1201,-8187.764,-10227.234,50000.000,42.00,-9988.176,-5961.529,50000.000,86.00,0
1251,-8912.411,-10384.117,50000.000,47.00,-10279.528,-6701.117,50000.000,68.00,0
1301,-8785.411,-11220.823,50000.000,40.00,-10727.764,-6350.000,50000.000,66.00,0
1351,-9196.294,-12737.353,50000.000,44.00,-10578.353,-4684.059,50000.000,78.00,0
1401,-9502.588,-13618.882,50000.000,50.00,-11347.823,-5423.646,50000.000,74.00,0
1451,-9569.823,-12117.293,50000.000,25.00,-11878.234,-6768.353,50000.000,55.00,0
1501,-9958.293,-8867.588,50000.000,40.00,-11250.705,-5797.176,50000.000,53.00,0
1551,-9689.353,-6626.411,50000.000,36.00,-10301.940,-3077.882,50000.000,55.00,0
1601,-9390.528,-2921.000,50000.000,41.00,-8934.823,-239.059,50000.000,34.00,0
1651,-7209.117,1426.882,50000.000,30.00,-6387.353,-806.823,50000.000,50.00,0
1701,-4691.529,3623.235,50000.000,46.00,-4467.412,-3466.353,50000.000,49.00,0
1751,-1180.353,4086.411,50000.000,44.00,-2652.059,-7268.882,50000.000,44.00,0
1801,194.235,3690.470,50000.000,44.00,-1352.176,-8919.882,50000.000,60.00,0
1851,1165.412,-1001.059,50000.000,49.00,-1964.765,-12834.470,50000.000,52.00,0
1901,2480.235,-5408.706,50000.000,43.00,-2831.353,-17025.469,50000.000,50.00,0
1951,1307.353,-3384.176,50000.000,35.00,-2861.235,-13872.882,50000.000,55.00,0
2001,-298.824,-448.235,50000.000,41.00,-2129.117,-8157.882,50000.000,73.00,0
2051,-500.529,-1934.882,50000.000,52.00,-1882.588,-5991.411,50000.000,66.00,0
2101,-470.647,-6574.117,50000.000,31.00,-2076.823,-4557.059,50000.000,77.00,0
2151,-560.294,-8284.882,50000.000,47.00,-2323.353,-5632.823,50000.000,41.00,0
2201,-164.353,-8030.882,50000.000,39.00,-2823.882,-8337.176,50000.000,58.00,0
2251,224.118,-3802.529,50000.000,37.00,-2323.353,-8897.470,50000.000,41.00,0
2301,-216.647,911.412,50000.000,45.00,-1673.412,-8292.353,50000.000,43.00,0
2351,739.588,-1083.235,50000.000,36.00,-1404.470,-9151.470,50000.000,52.00,0
2401,1501.588,-6230.470,50000.000,38.00,-1344.706,-9241.117,50000.000,22.00,0
2451,1822.823,-8621.059,50000.000,38.00,-1949.823,-11243.234,50000.000,39.00,0
2501,1240.118,-7993.529,50000.000,31.00,-3115.235,-12685.058,50000.000,57.00,0
2551,343.647,-5677.646,50000.000,50.00,-2816.412,-11459.882,50000.000,52.00,0
2601,239.059,-7224.058,50000.000,39.00,-3361.764,-11317.940,50000.000,77.00,0
2651,590.176,-9136.528,50000.000,31.00,-2756.647,-10458.823,50000.000,50.00,0
2701,971.176,-9973.234,50000.000,37.00,-2554.941,-11078.882,50000.000,67.00,0
2751,530.412,-8643.470,50000.000,18.00,-3264.647,-11639.176,50000.000,45.00,0
2801,-164.353,-5102.412,50000.000,30.00,-3204.882,-11691.470,50000.000,60.00,0
2851,-515.471,-6626.411,50000.000,24.00,-3533.588,-10824.882,50000.000,74.00,0
