timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,0.000,0.000,50155.000,27.00,52.294,-22.412,50155.000,63.00,0
51,18541.998,112.059,50000.000,35.00,15576.176,-7112.000,50000.000,57.00,0
101,18512.117,-1822.823,50000.000,49.00,15210.116,-5655.235,50000.000,82.00,0
151,18990.234,-2622.176,50000.000,45.00,14806.705,-7993.529,50000.000,42.00,0
201,18422.469,-2398.059,50000.000,40.00,14343.528,-8157.882,50000.000,67.00,0
251,17839.764,22.412,50000.000,35.00,13999.882,-8889.999,50000.000,57.00,0
301,17593.234,2024.529,50000.000,59.00,13320.058,-10197.353,50000.000,58.00,0
351,16920.881,-1785.470,50000.000,20.00,12304.058,-10914.528,50000.000,75.00,0
401,15867.528,-4250.765,50000.000,51.00,11556.999,-10234.705,50000.000,71.00,0
451,12968.940,-4415.117,50000.000,55.00,9920.940,-8800.353,50000.000,81.00,0
501,12020.176,-4990.353,50000.000,45.00,8531.411,-9009.528,50000.000,48.00,0
551,12431.058,-2577.353,50000.000,44.00,8613.588,-10331.823,50000.000,82.00,0
601,11773.646,2779.059,50000.000,96.00,8845.176,-8352.117,50000.000,62.00,0
651,10481.234,2360.706,50000.000,84.00,7874.000,-9024.470,50000.000,59.00,0
701,10279.528,-2032.000,50000.000,79.00,5722.470,-12184.528,50000.000,59.00,0
751,9629.588,-4400.176,50000.000,82.00,5057.588,-12961.470,50000.000,87.00,0
801,8762.999,-5580.529,50000.000,44.00,4325.470,-10548.470,50000.000,77.00,0
851,7321.176,-3309.470,50000.000,48.00,3944.470,-7866.529,50000.000,69.00,0
901,6058.646,1337.235,50000.000,49.00,4878.294,-4011.706,50000.000,69.00,0
951,4243.294,1964.765,50000.000,69.00,3204.882,-3787.588,50000.000,72.00,0
1001,4056.529,1344.706,50000.000,64.00,2300.941,-5304.117,50000.000,68.00,0
1051,4385.235,956.235,50000.000,69.00,2510.117,-5035.176,50000.000,62.00,0
1101,4452.470,1344.706,50000.000,56.00,3085.353,-3780.117,50000.000,75.00,0
1151,5408.706,1815.353,50000.000,80.00,4049.059,-4557.059,50000.000,73.00,0
1201,7164.293,1016.000,50000.000,68.00,4803.588,-5924.176,50000.000,63.00,0
1251,8135.470,-836.706,50000.000,77.00,5461.000,-6992.470,50000.000,76.00,0
1301,9584.764,-1733.176,50000.000,51.00,5625.353,-9666.940,50000.000,58.00,0
1351,9629.588,702.235,50000.000,67.00,5670.176,-10152.528,50000.000,38.00,0
1401,9883.588,2368.176,50000.000,61.00,7186.706,-8008.470,50000.000,57.00,0
1451,9988.176,821.765,50000.000,67.00,7209.117,-7141.882,50000.000,34.00,0
1501,9749.117,-2390.588,50000.000,58.00,6686.176,-6872.941,50000.000,45.00,0
