timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,112.059,14.941,50153.000,32.00,97.118,-82.176,50153.000,62.00,0
51,35313.469,4116.294,50000.000,44.00,28948.527,-24271.939,50001.000,62.00,0
101,34536.527,-201.706,50000.000,28.00,27603.822,-24398.939,50000.000,60.00,0
151,34753.176,-448.235,50000.000,48.00,27910.115,-27895.174,50000.000,41.00,0
201,33146.996,4811.059,50000.000,59.00,27290.057,-28447.998,50000.000,54.00,0
251,33244.117,1464.235,50000.000,48.00,27028.586,-28604.881,50000.000,56.00,0
301,33326.293,-2487.706,50000.000,52.00,26572.881,-28492.822,50000.000,58.00,0
351,32511.998,119.529,50000.000,57.00,26049.939,-25818.352,50000.000,28.00,0
401,31578.174,3182.470,50000.000,109.00,25616.645,-26139.586,50000.000,45.00,0
451,32048.822,-1284.941,50000.000,73.00,24271.939,-23831.176,50000.000,50.00,0
501,31772.410,-3795.059,50000.000,43.00,23113.998,-22792.764,50000.000,47.00,0
551,30980.527,403.412,50000.000,48.00,22486.469,-22239.939,50000.000,69.00,0
601,30479.998,1098.176,50000.000,70.00,23472.586,-24002.998,50000.000,72.00,0
651,30300.703,-2794.000,50000.000,26.00,21545.176,-22337.057,50000.000,52.00,0
701,29792.703,-2629.647,50000.000,33.00,21575.057,-22994.469,50000.000,74.00,0
751,27573.939,1322.294,50000.000,46.00,20693.527,-22456.586,50000.000,68.00,0
801,27820.469,1456.765,50000.000,51.00,21104.410,-24764.998,50000.000,63.00,0
851,26879.174,-2696.882,50000.000,34.00,18489.705,-22688.176,50000.000,72.00,0
901,25825.822,-3003.176,50000.000,33.00,18325.352,-21395.764,50000.000,60.00,0
951,23480.057,2353.235,50000.000,25.00,17361.646,-15501.470,50000.000,53.00,0
1001,22718.057,3660.588,50000.000,26.00,17354.176,-15770.411,50000.000,54.00,0
1051,23763.939,-1001.059,50000.000,31.00,16584.705,-15538.822,50000.000,48.00,0
1101,22770.352,-3787.588,50000.000,40.00,16659.410,-18788.527,50000.000,75.00,0
1151,22859.998,-1404.470,50000.000,51.00,15934.764,-19333.881,50000.000,25.00,0
1201,21851.469,2218.765,50000.000,44.00,15187.705,-19236.764,50000.000,46.00,0
1251,22889.881,-903.941,50000.000,35.00,14866.470,-20297.586,50000.000,35.00,0
1301,22097.998,-3869.764,50000.000,55.00,14844.058,-19274.117,50000.000,49.00,0
1351,21799.176,-1456.765,50000.000,51.00,14926.234,-16368.058,50000.000,51.00,0
1401,19587.881,4579.470,50000.000,65.00,14336.058,-12289.117,50000.000,34.00,0
1451,19998.764,5468.470,50000.000,95.00,14679.705,-12423.587,50000.000,66.00,0
1501,21575.057,2173.941,50000.000,72.00,14993.470,-11377.705,50000.000,72.00,0
1551,20611.352,-52.294,50000.000,66.00,14746.940,-11048.999,50000.000,74.00,0
1601,20805.586,-702.235,50000.000,49.00,13842.999,-11467.353,50000.000,74.00,0
1651,19371.234,6290.235,50000.000,49.00,14649.822,-11026.588,50000.000,56.00,0
1701,19811.998,9913.470,50000.000,77.00,15493.999,-10772.588,50000.000,57.00,0
1751,21059.586,8187.764,50000.000,49.00,16509.998,-9330.764,49999.000,63.00,0
1801,19983.822,5274.235,50000.000,73.00,16726.646,-8516.470,50001.000,83.00,0
1851,21589.998,3175.000,50000.000,63.00,16846.176,-8897.470,50000.000,71.00,0
1901,22210.057,1949.823,50000.000,63.00,17331.764,-9136.528,50000.000,57.00,0
1951,22426.705,3436.470,50000.000,52.00,17936.881,-10301.940,50000.000,62.00,0
2001,23898.410,3414.059,50000.000,37.00,18489.705,-11071.411,50000.000,92.00,0
2051,24585.705,1337.235,50000.000,39.00,19371.234,-10070.353,50000.000,78.00,0
2101,25011.527,104.588,50000.000,37.00,19670.057,-8897.470,50000.000,77.00,0
2151,24750.057,-141.941,50000.000,37.00,19386.176,-9457.764,50000.000,68.00,0
2201,26326.352,1464.235,50000.000,41.00,21089.469,-12348.882,50000.000,64.00,0
2251,27185.469,2808.941,50000.000,60.00,21216.469,-15957.176,50000.000,44.00,0
2301,28470.410,911.412,50000.000,48.00,20514.234,-16689.293,50000.000,73.00,0
2351,28044.586,-1479.176,50000.000,27.00,20394.705,-17085.234,50000.000,62.00,0
