timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,97.118,0.000,50155.000,60.00,149.412,-149.412,50153.000,58.00,0
51,30539.762,-1852.706,50000.000,79.00,21231.410,-23293.293,50000.000,75.00,0
101,29874.881,-6021.294,50000.000,49.00,20125.764,-22919.764,50000.000,52.00,0
151,29725.469,-7104.529,50000.000,45.00,20663.646,-26064.881,50000.000,66.00,0
201,28634.764,-3212.353,50000.000,39.00,21306.115,-28918.645,50000.000,62.00,0
251,27827.939,-5528.235,50000.000,62.00,19797.057,-27812.998,50000.000,65.00,0
301,24989.115,-8389.470,50000.000,31.00,17675.410,-24339.176,50000.000,56.00,0
351,24533.410,-4594.412,50000.000,49.00,17391.527,-23958.176,50000.000,51.00,0
401,24204.705,-2868.706,50000.000,62.00,16427.822,-21619.881,50000.000,53.00,0
451,22366.939,-8045.823,50000.000,50.00,15830.176,-16935.822,50000.000,65.00,0
501,21829.057,-9823.823,50000.000,28.00,15777.881,-16786.410,50000.000,57.00,0
551,20835.469,-8979.646,50000.000,52.00,14590.058,-19042.527,50000.000,62.00,0
601,20790.646,-10458.823,50000.000,54.00,12968.940,-18982.764,50000.000,77.00,0
651,20207.939,-11818.470,50000.000,46.00,12886.764,-15411.822,50000.000,49.00,0
701,19408.588,-10197.353,50000.000,67.00,13334.999,-14761.882,50000.000,48.00,0
751,20200.469,-8187.764,50000.000,77.00,13095.940,-17137.527,50000.000,60.00,0
801,21328.527,-8553.823,50000.000,67.00,13013.764,-15493.999,50000.000,59.00,0
851,19714.881,-8703.234,50000.000,61.00,13260.293,-12901.705,50000.000,73.00,0
901,19699.939,-6663.764,50000.000,44.00,13910.234,-13170.646,50000.000,29.00,0
951,21164.176,-1434.353,50000.000,77.00,14134.352,-15239.999,50000.000,61.00,0
1001,23046.764,67.235,50000.000,43.00,15217.587,-15576.176,50000.000,46.00,0
1051,22180.176,1867.647,50000.000,75.00,16151.411,-11534.588,50000.000,71.00,0
1101,21702.057,2696.882,50000.000,78.00,16958.234,-10070.353,50000.000,66.00,0
1151,22718.057,2689.412,50000.000,57.00,17316.822,-10264.588,50000.000,56.00,0
1201,22247.410,4161.117,50000.000,57.00,18414.998,-9420.411,50000.000,67.00,0
1251,22912.293,4900.706,50000.000,49.00,18855.764,-9793.940,50000.000,63.00,0
1301,23980.586,2696.882,50000.000,43.00,19356.293,-8195.234,50000.000,71.00,0
1351,24398.939,1927.412,50000.000,38.00,20043.586,-6335.059,50000.000,61.00,0
1401,25071.293,1404.470,50000.000,47.00,21761.822,-4676.588,50000.000,56.00,0
1451,27476.822,-246.529,50000.000,42.00,21941.115,-8665.882,50000.000,80.00,0
1501,29576.057,-799.353,50000.000,45.00,23099.057,-10996.705,50000.000,56.00,0
1551,30465.057,-769.471,50000.000,44.00,23203.645,-10959.353,50000.000,32.00,0
1601,30173.703,-575.235,50000.000,44.00,22732.998,-10526.059,50000.000,70.00,0
1651,30719.057,-343.647,50000.000,30.00,24212.176,-10824.882,50000.000,82.00,0
1701,31197.174,672.353,50000.000,28.00,25773.527,-12109.822,50000.000,28.00,0
1751,29576.057,1165.412,50000.000,45.00,24242.057,-13282.705,50000.000,35.00,0
1801,29957.057,351.118,50000.000,43.00,23016.881,-13835.528,50000.000,56.00,0
1851,29045.645,455.706,50000.000,47.00,24391.469,-11923.058,50000.000,71.00,0
1901,29202.527,1045.882,50000.000,41.00,23973.115,-10697.882,50000.000,17.00,0
1951,30629.410,1740.647,50000.000,60.00,21560.115,-12670.117,50000.000,49.00,0
2001,31077.645,889.000,50000.000,74.00,25512.057,-17227.176,50000.000,67.00,0
2051,31301.762,-2838.823,50000.000,59.00,24877.057,-17809.881,50000.000,66.00,0
2101,31398.881,-4019.176,50000.000,26.00,24406.410,-16009.470,50000.000,65.00,0
2151,30808.703,732.118,50000.000,68.00,24906.939,-18437.410,50000.000,78.00,0
2201,31817.232,2696.882,50000.000,79.00,25325.293,-22434.176,50000.000,59.00,0
2251,31921.822,276.412,50000.000,74.00,24548.352,-19946.469,50000.000,77.00,0
2301,31690.232,-605.118,50000.000,36.00,25810.881,-21604.939,50000.000,68.00,0
2351,31757.469,1957.294,50000.000,68.00,25780.998,-25833.293,50000.000,87.00,0
2401,32482.115,-478.118,50000.000,35.00,25885.586,-28716.939,50000.000,56.00,0
2451,32624.057,-5341.470,50000.000,40.00,24100.115,-27446.939,50000.000,76.00,0
2501,31548.291,-4198.470,50000.000,45.00,22859.998,-25123.586,50000.000,52.00,0
2551,30614.469,-1830.294,50000.000,51.00,21074.527,-24398.939,50000.000,41.00,0
2601,28642.232,-7082.117,50000.000,44.00,19655.117,-22277.293,50000.000,68.00,0
2651,27431.998,-11863.293,50000.000,39.00,18138.588,-20499.293,50000.000,55.00,0
