timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,59.765,22.412,50153.000,38.00,0.000,0.000,50153.000,34.00,0
51,19274.117,4826.000,50000.000,48.00,14455.587,-11713.882,50001.000,74.00,0
101,21216.469,1120.588,50000.000,39.00,14358.470,-12849.411,49999.000,48.00,0
151,20805.586,1270.000,50000.000,40.00,16203.705,-9256.059,50000.000,84.00,0
201,21440.586,1815.353,50000.000,38.00,17354.176,-7679.764,50001.000,73.00,0
251,22120.410,2532.529,50000.000,43.00,18459.822,-9375.588,49999.000,50.00,0
301,23988.057,-104.588,50000.000,50.00,17899.527,-12251.764,50000.000,51.00,0
351,24891.998,-3048.000,50000.000,99.00,18086.293,-14829.116,50000.000,74.00,0
401,26333.822,-7044.764,50000.000,56.00,18243.176,-13275.234,50000.000,46.00,0
451,24488.586,-1919.941,50000.000,56.00,17757.588,-11429.999,50000.000,42.00,0
501,25885.586,2345.765,50000.000,87.00,20148.176,-14194.116,50001.000,50.00,0
551,28425.586,-926.353,50000.000,52.00,18728.764,-12983.882,50000.000,48.00,0
601,26303.939,433.294,50000.000,65.00,18691.410,-10593.293,49999.000,66.00,0
651,27103.293,2308.412,50000.000,76.00,20073.469,-9457.764,50001.000,76.00,0
701,28044.586,1867.647,50000.000,79.00,20947.527,-10936.940,49999.000,77.00,0
751,29000.822,276.412,50000.000,55.00,21067.057,-14141.822,50000.000,77.00,0
801,27992.293,-762.000,50000.000,73.00,19341.352,-15979.587,50000.000,54.00,0
851,27177.998,-2188.882,50000.000,54.00,18766.117,-13461.999,50001.000,88.00,0
901,26520.586,-4863.353,50000.000,42.00,18474.764,-12528.176,50000.000,75.00,0
951,26229.234,-4347.882,50000.000,26.00,18564.410,-15068.176,49999.000,79.00,0
1001,25347.705,-1255.059,50000.000,38.00,18758.646,-17227.176,50001.000,46.00,0
1051,24981.645,-2562.412,50000.000,29.00,18280.527,-14702.116,49999.000,54.00,0
1101,23502.469,-5080.000,50000.000,38.00,18033.998,-11721.353,50001.000,68.00,0
1151,23517.410,-6432.176,50000.000,34.00,17511.059,-11758.705,49999.000,78.00,0
