timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,0.000,0.000,50153.000,38.00,0.000,0.000,50153.000,54.00,0
51,560.294,-82.176,50000.000,49.00,545.353,156.882,50000.000,56.00,0
101,336.176,22.412,50000.000,60.00,358.588,37.353,50000.000,44.00,0
151,186.765,-14.941,50000.000,69.00,67.235,-171.824,50000.000,52.00,0
201,-141.941,-22.412,50000.000,55.00,-112.059,-74.706,50000.000,54.00,0
251,-336.176,22.412,50000.000,44.00,-261.471,127.000,50000.000,63.00,0
301,-261.471,7.471,50000.000,43.00,-209.176,52.294,50000.000,57.00,0
351,-14.941,37.353,50000.000,44.00,-67.235,-104.588,50000.000,59.00,0
401,52.294,0.000,50000.000,42.00,52.294,-37.353,50000.000,57.00,0
451,149.412,-52.294,50000.000,46.00,134.471,-14.941,50000.000,47.00,0
501,171.824,-44.824,50000.000,59.00,119.529,14.941,50000.000,56.00,0
551,0.000,463.176,50000.000,53.00,112.059,373.529,50000.000,36.00,0
601,-351.118,874.059,50000.000,63.00,74.706,403.412,50000.000,42.00,0
651,-395.941,-328.706,50000.000,48.00,-635.000,-440.765,50000.000,50.00,0
701,-590.176,-67.235,50000.000,53.00,-769.471,-171.824,50000.000,34.00,0
751,-956.235,590.176,50000.000,53.00,-448.235,485.588,50000.000,34.00,0
801,-889.000,-1143.000,50000.000,66.00,-1187.823,-1456.765,50000.000,58.00,0
851,-283.882,-2913.529,50000.000,29.00,-1837.765,-4108.823,50000.000,45.00,0
901,-141.941,-112.059,50000.000,40.00,-971.176,-2226.235,50000.000,48.00,0
951,-164.353,2405.529,50000.000,51.00,836.706,657.412,50000.000,36.00,0
1001,1464.235,3100.294,50000.000,52.00,1591.235,552.823,50000.000,48.00,0
1051,3675.529,2838.823,50000.000,59.00,3443.941,-1807.882,50000.000,52.00,0
1101,6282.764,1001.059,50000.000,59.00,4474.882,-3615.764,50000.000,43.00,0
1151,7575.176,-657.412,50000.000,60.00,5759.823,-4474.882,50000.000,49.00,0
1201,9793.940,-1307.353,50000.000,40.00,6678.706,-6297.706,50000.000,60.00,0
1251,12363.822,1830.294,50000.000,44.00,9211.234,-7463.117,50000.000,85.00,0
1301,14956.116,8262.470,50000.000,77.00,12737.353,-7642.411,50000.000,62.00,0
1351,17682.881,6955.117,50000.000,52.00,14739.470,-8135.470,50000.000,58.00,0
1401,19191.939,3638.176,50000.000,65.00,15015.881,-8770.470,50000.000,83.00,0
1451,20006.234,2674.470,50000.000,38.00,16338.176,-7440.706,50000.000,74.00,0
1501,20125.764,2405.529,50000.000,47.00,17974.234,-3720.353,50000.000,28.00,0
1551,22538.764,1464.235,50000.000,19.00,20439.527,-5535.706,50000.000,42.00,0
1601,24847.174,-2495.176,50000.000,39.00,20080.939,-9084.234,50000.000,69.00,0
1651,25601.705,-1927.412,50000.000,43.00,19938.998,-10070.353,50000.000,57.00,0
1701,25751.115,381.000,50000.000,51.00,21530.234,-9629.588,50000.000,62.00,0
1751,24413.881,-59.765,50000.000,56.00,19640.176,-8523.940,50000.000,50.00,0
1801,22837.586,-1845.235,50000.000,56.00,17817.352,-7702.176,50000.000,41.00,0
1851,21119.352,-3802.529,50000.000,53.00,16622.059,-8128.000,50000.000,43.00,0
1901,20409.646,-3854.823,50000.000,45.00,16562.293,-6402.293,50000.000,58.00,0
1951,20678.586,-1374.588,50000.000,45.00,17204.764,-5550.646,50000.000,68.00,0
2001,21179.117,425.823,50000.000,59.00,16360.587,-8157.882,50000.000,64.00,0
2051,22396.822,-201.706,50000.000,47.00,16211.176,-9734.176,50000.000,59.00,0
2101,22837.586,-1621.118,50000.000,49.00,17077.764,-10548.470,50000.000,37.00,0
2151,23831.176,-1426.882,50000.000,41.00,17413.939,-11034.058,50000.000,50.00,0
2201,24204.705,-328.706,50000.000,58.00,18698.881,-10615.705,50000.000,44.00,0
2251,23988.057,-971.176,50000.000,29.00,19064.939,-9801.411,50000.000,25.00,0
2301,24092.645,-2681.941,50000.000,30.00,17981.705,-9920.940,50000.000,54.00,0
2351,24712.705,-1942.353,50000.000,39.00,19154.588,-10040.470,50000.000,74.00,0
2401,24361.586,552.823,50000.000,29.00,20282.646,-7537.823,50000.000,33.00,0
2451,23965.645,2592.294,50000.000,61.00,20857.881,-7761.940,50000.000,25.00,0
2501,26311.410,328.706,50000.000,81.00,19856.822,-11011.646,50000.000,55.00,0
2551,28418.115,-3511.176,50000.000,25.00,19692.469,-14739.470,50000.000,68.00,0
2601,27252.703,-1180.353,50000.000,46.00,19767.176,-13730.940,50000.000,42.00,0
2651,27514.174,679.823,50000.000,34.00,19520.646,-11310.470,50000.000,65.00,0
2701,26087.293,3077.882,50000.000,47.00,21096.939,-7328.646,50000.000,73.00,0
2751,26796.998,5386.294,50000.000,64.00,23973.115,-8434.294,50000.000,51.00,0
2801,30278.293,2405.529,50000.000,37.00,24667.881,-11377.705,50000.000,57.00,0
2851,30965.586,-1860.176,50000.000,54.00,25235.645,-15284.822,50000.000,53.00,0
2901,31316.703,-3675.529,50000.000,39.00,24204.705,-17847.234,50000.000,78.00,0
2951,29747.881,-4093.882,50000.000,33.00,22912.293,-14186.646,50000.000,72.00,0
3001,28261.232,-2689.412,50000.000,45.00,22404.293,-10794.999,50000.000,49.00,0
3051,27215.352,2241.176,50000.000,50.00,22650.822,-11273.117,50000.000,77.00,0
3101,28664.645,3533.588,50000.000,49.00,23061.705,-13305.117,50000.000,51.00,0
3151,28574.998,2106.706,50000.000,38.00,21866.410,-10787.528,50000.000,71.00,0
3201,27424.527,1314.823,50000.000,49.00,21702.057,-10018.059,50000.000,41.00,0
3251,26640.115,1016.000,50000.000,73.00,21298.646,-7649.882,50000.000,60.00,0
3301,25788.469,687.294,50000.000,45.00,21111.881,-6641.353,50000.000,80.00,0
3351,23786.352,1748.118,50000.000,58.00,20521.705,-4982.882,50000.000,34.00,0
