timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,74.706,0.000,50157.000,32.00,0.000,0.000,50153.000,23.00,0
51,22658.293,403.412,50000.000,89.00,15381.940,-9995.646,50000.000,55.00,0
101,22366.939,-679.823,50000.000,30.00,16599.646,-9622.117,50000.000,42.00,0
151,21896.293,-149.412,50000.000,54.00,16106.587,-9898.528,50000.000,70.00,0
201,20932.586,4191.000,50000.000,86.00,16756.527,-9726.705,50000.000,62.00,0
251,22195.115,4631.764,50000.000,105.00,16838.705,-10989.234,50000.000,65.00,0
301,23121.469,321.235,50000.000,99.00,15411.822,-11736.293,50000.000,54.00,0
351,20566.527,-2129.117,50000.000,73.00,14597.528,-10272.059,50000.000,51.00,0
401,17817.352,-2562.412,50000.000,56.00,14111.940,-9061.823,50000.000,43.00,0
451,16465.176,-3189.941,50000.000,77.00,13320.058,-8785.411,50000.000,49.00,0
501,16106.587,-3795.059,50000.000,61.00,11542.058,-8105.588,50000.000,62.00,0
551,15964.646,-7.471,50000.000,60.00,12221.882,-9741.646,50000.000,72.00,0
601,16188.764,2584.823,50000.000,68.00,11923.058,-11444.940,50000.000,66.00,0
651,15725.587,2674.470,50000.000,78.00,13170.646,-7537.823,50000.000,76.00,0
701,15792.822,2017.059,50000.000,56.00,13521.764,-5677.646,50000.000,70.00,0
751,15620.999,201.706,50000.000,56.00,12752.293,-8889.999,50000.000,73.00,0
801,15165.293,-373.529,50000.000,55.00,10839.823,-10189.882,50000.000,74.00,0
851,11146.117,52.294,50000.000,42.00,9427.882,-4542.117,50000.000,86.00,0
901,9031.940,-7.471,50000.000,28.00,7380.941,-3204.882,50000.000,90.00,0
951,8396.940,1658.470,50000.000,37.00,7149.353,-3406.588,50000.000,83.00,0
1001,9323.294,3795.059,50000.000,71.00,8479.117,-2801.470,50000.000,67.00,0
1051,10638.117,4220.882,50000.000,44.00,10070.353,-1867.647,50000.000,63.00,0
1101,11459.882,2741.706,50000.000,47.00,9876.117,-4542.117,50000.000,52.00,0
1151,11295.528,97.118,50000.000,40.00,8001.000,-8546.353,50000.000,68.00,0
1201,10630.646,-455.706,50000.000,34.00,6985.000,-7455.646,50000.000,44.00,0
1251,9151.470,2420.470,50000.000,39.00,8045.823,-2405.529,50000.000,67.00,0
1301,8658.411,2278.529,50000.000,46.00,8419.353,-1389.529,50000.000,76.00,0
1351,9988.176,59.765,50000.000,41.00,7522.882,-3369.235,50000.000,72.00,0
1401,10272.059,1524.000,50000.000,58.00,8867.588,-3937.000,50000.000,86.00,0
1451,11594.353,1718.235,50000.000,43.00,9375.588,-5827.059,50000.000,59.00,0
1501,12632.764,1919.941,50000.000,39.00,10152.528,-5192.059,50000.000,64.00,0
1551,12236.822,918.882,50000.000,53.00,10660.528,-3847.353,50000.000,66.00,0
1601,12759.764,635.000,50000.000,45.00,10197.353,-3892.176,50000.000,40.00,0
1651,12356.353,3436.470,50000.000,41.00,11534.588,-2084.294,50000.000,66.00,0
1701,11422.528,2958.353,50000.000,58.00,10936.940,1008.529,50000.000,49.00,0
1751,10735.234,-1217.706,50000.000,52.00,9913.470,649.941,50000.000,67.00,0
1801,10025.528,-5072.529,50000.000,41.00,8075.706,-1016.000,50000.000,56.00,0
1851,8643.470,-3443.941,50000.000,44.00,7702.176,762.000,50000.000,55.00,0
1901,7507.940,-156.882,50000.000,37.00,7418.293,2114.176,50000.000,53.00,0
1951,6559.176,-268.941,50000.000,44.00,6140.823,1524.000,50000.000,61.00,0
2001,5057.588,-724.647,50000.000,53.00,4609.353,971.176,50000.000,57.00,0
2051,3376.706,-134.471,50000.000,32.00,3227.294,754.529,50000.000,66.00,0
2101,1882.588,-89.647,50000.000,43.00,1673.412,-216.647,50002.000,68.00,0
2151,425.823,-776.941,50000.000,40.00,89.647,-508.000,50000.000,68.00,0
2201,-971.176,0.000,50000.000,39.00,-821.765,44.824,50000.000,72.00,0
2251,-1875.118,515.471,50000.000,50.00,-1486.647,276.412,50000.000,72.00,0
2301,-2749.176,0.000,50000.000,43.00,-2390.588,231.588,50000.000,33.00,0
2351,-3429.000,-171.824,50000.000,44.00,-3025.588,582.706,50000.000,66.00,0
2401,-3862.294,336.176,50000.000,54.00,-3152.588,911.412,50000.000,50.00,0
2451,-3847.353,186.765,50000.000,54.00,-3294.529,612.588,50000.000,48.00,0
