timestamp[ms],left_dx[um],left_dy[um],left_dt[us],motL,right_dx[um],right_dy[um],right_dt[us],motR,waterPin
15081,89.647,-164.353,15100309.000,0,0.000,0.000,15100305.000,0,0
15101,89.647,-164.353,15120309.000,0,0.000,0.000,15120305.000,0,0
15121,89.647,-164.353,15140309.000,0,0.000,0.000,15140305.000,0,0
15141,89.647,-164.353,15160309.000,0,0.000,0.000,15160305.000,0,0
15161,89.647,-164.353,15180309.000,0,0.000,0.000,15180305.000,0,0
15181,89.647,-164.353,15200309.000,0,0.000,0.000,15200305.000,0,0
15201,89.647,-164.353,15220309.000,0,0.000,0.000,15220305.000,0,0
15221,89.647,-164.353,15240309.000,0,0.000,0.000,15240305.000,0,0
15241,89.647,-164.353,15260309.000,0,0.000,0.000,15260305.000,0,0
15261,89.647,-164.353,15280309.000,0,0.000,0.000,15280305.000,0,0
15281,89.647,-164.353,15300309.000,0,0.000,0.000,15300305.000,0,0
15301,89.647,-164.353,15320309.000,0,0.000,0.000,15320305.000,0,0
15321,89.647,-164.353,15340309.000,0,0.000,0.000,15340305.000,0,0
15341,89.647,-164.353,15360309.000,0,0.000,0.000,15360305.000,0,0
15361,89.647,-164.353,15380309.000,0,0.000,0.000,15380305.000,0,0
15381,89.647,-164.353,15400309.000,0,0.000,0.000,15400305.000,0,0
15401,89.647,-164.353,15420309.000,0,0.000,0.000,15420305.000,0,0
15421,89.647,-164.353,15440309.000,0,0.000,0.000,15440305.000,0,0
15441,89.647,-164.353,15460309.000,0,0.000,0.000,15460305.000,0,0
15461,89.647,-164.353,15480309.000,0,0.000,0.000,15480305.000,0,0
15481,89.647,-164.353,15500309.000,0,0.000,0.000,15500305.000,0,0
15501,89.647,-164.353,15520309.000,0,0.000,0.000,15520305.000,0,0
15521,89.647,-164.353,15540309.000,0,0.000,0.000,15540305.000,0,0
15541,89.647,-164.353,15560309.000,0,0.000,0.000,15560305.000,0,0
15561,89.647,-164.353,15580309.000,0,0.000,0.000,15580305.000,0,0
15581,89.647,-164.353,15600309.000,0,0.000,0.000,15600305.000,0,0
15601,89.647,-164.353,15620309.000,0,0.000,0.000,15620305.000,0,0
15621,89.647,-164.353,15640309.000,0,0.000,0.000,15640305.000,0,0
15641,89.647,-164.353,15660309.000,0,0.000,0.000,15660305.000,0,0
15661,89.647,-164.353,15680309.000,0,0.000,0.000,15680305.000,0,0
15681,89.647,-164.353,15700309.000,0,0.000,0.000,15700305.000,0,0
15701,89.647,-164.353,15720309.000,0,0.000,0.000,15720305.000,0,0
15721,89.647,-164.353,15740309.000,0,0.000,0.000,15740305.000,0,0
15741,89.647,-164.353,15760309.000,0,0.000,0.000,15760305.000,0,0
15761,89.647,-164.353,15780309.000,0,0.000,0.000,15780305.000,0,0
15781,89.647,-164.353,15800309.000,0,0.000,0.000,15800305.000,0,0
15801,89.647,-164.353,15820309.000,0,0.000,0.000,15820305.000,0,0
15821,89.647,-164.353,15840309.000,0,0.000,0.000,15840305.000,0,0
15841,89.647,-164.353,15860309.000,0,0.000,0.000,15860305.000,0,0
15861,89.647,-164.353,15880309.000,0,0.000,0.000,15880305.000,0,0
15881,89.647,-164.353,15900309.000,0,0.000,0.000,15900305.000,0,0
15901,89.647,-164.353,15920309.000,0,0.000,0.000,15920305.000,0,0
15921,89.647,-164.353,15940309.000,0,0.000,0.000,15940305.000,0,0
15941,89.647,-164.353,15960309.000,0,0.000,0.000,15960305.000,0,0
15961,89.647,-164.353,15980309.000,0,0.000,0.000,15980305.000,0,0
15981,89.647,-164.353,16000309.000,0,0.000,0.000,16000305.000,0,0
16001,89.647,-164.353,16020309.000,0,0.000,0.000,16020305.000,0,0
16021,89.647,-164.353,16040309.000,0,0.000,0.000,16040305.000,0,0
16041,89.647,-164.353,16060309.000,0,0.000,0.000,16060305.000,0,0
16061,89.647,-164.353,16080309.000,0,0.000,0.000,16080305.000,0,0
16081,89.647,-164.353,16100309.000,0,0.000,0.000,16100305.000,0,0
16101,89.647,-164.353,16120309.000,0,0.000,0.000,16120305.000,0,0
16121,89.647,-164.353,16140309.000,0,0.000,0.000,16140305.000,0,0
16141,89.647,-164.353,16160309.000,0,0.000,0.000,16160305.000,0,0
16161,89.647,-164.353,16180309.000,0,0.000,0.000,16180305.000,0,0
16181,89.647,-164.353,16200309.000,0,0.000,0.000,16200305.000,0,0
16201,89.647,-164.353,16220309.000,0,0.000,0.000,16220305.000,0,0
16221,89.647,-164.353,16240309.000,0,0.000,0.000,16240305.000,0,0
16241,89.647,-164.353,16260309.000,0,0.000,0.000,16260305.000,0,0
16261,89.647,-164.353,16280309.000,0,0.000,0.000,16280305.000,0,0
16281,89.647,-164.353,16300309.000,0,0.000,0.000,16300305.000,0,0
16301,89.647,-164.353,16320309.000,0,0.000,0.000,16320305.000,0,0
16321,89.647,-164.353,16340309.000,0,0.000,0.000,16340305.000,0,0
16341,89.647,-164.353,16360309.000,0,0.000,0.000,16360305.000,0,0
16361,89.647,-164.353,16380309.000,0,0.000,0.000,16380305.000,0,0
16381,89.647,-164.353,16400309.000,0,0.000,0.000,16400305.000,0,0
16401,89.647,-164.353,16420309.000,0,0.000,0.000,16420305.000,0,0
16421,89.647,-164.353,16440309.000,0,0.000,0.000,16440305.000,0,0
16441,89.647,-164.353,16460309.000,0,0.000,0.000,16460305.000,0,0
16461,89.647,-164.353,16480309.000,0,0.000,0.000,16480305.000,0,0
16481,89.647,-164.353,16500309.000,0,0.000,0.000,16500305.000,0,0
16501,89.647,-164.353,16520309.000,0,0.000,0.000,16520305.000,0,0
16521,89.647,-164.353,16540309.000,0,0.000,0.000,16540305.000,0,0
16541,89.647,-164.353,16560309.000,0,0.000,0.000,16560305.000,0,0
16561,89.647,-164.353,16580309.000,0,0.000,0.000,16580305.000,0,0
16581,89.647,-164.353,16600309.000,0,0.000,0.000,16600305.000,0,0
16601,89.647,-164.353,16620309.000,0,0.000,0.000,16620305.000,0,0
16621,89.647,-164.353,16640309.000,0,0.000,0.000,16640305.000,0,0
16641,89.647,-164.353,16660309.000,0,0.000,0.000,16660305.000,0,0
16661,89.647,-164.353,16680309.000,0,0.000,0.000,16680305.000,0,0
16681,89.647,-164.353,16700309.000,0,0.000,0.000,16700305.000,0,0
16701,89.647,-164.353,16720309.000,0,0.000,0.000,16720305.000,0,0
16721,89.647,-164.353,16740309.000,0,0.000,0.000,16740305.000,0,0
16741,89.647,-164.353,16760309.000,0,0.000,0.000,16760305.000,0,0
16761,89.647,-164.353,16780308.000,0,0.000,0.000,16780304.000,0,0
16781,89.647,-164.353,16800308.000,0,0.000,0.000,16800304.000,0,0
16801,89.647,-164.353,16820308.000,0,0.000,0.000,16820304.000,0,0
16821,89.647,-164.353,16840308.000,0,0.000,0.000,16840304.000,0,0
16841,89.647,-164.353,16860308.000,0,0.000,0.000,16860304.000,0,0
16861,89.647,-164.353,16880308.000,0,0.000,0.000,16880304.000,0,0
16881,89.647,-164.353,16900308.000,0,0.000,0.000,16900304.000,0,0
16901,89.647,-164.353,16920308.000,0,0.000,0.000,16920304.000,0,0
16921,89.647,-164.353,16940308.000,0,0.000,0.000,16940304.000,0,0
16941,89.647,-164.353,16960308.000,0,0.000,0.000,16960304.000,0,0
16961,89.647,-164.353,16980308.000,0,0.000,0.000,16980304.000,0,0
16981,89.647,-164.353,17000308.000,0,0.000,0.000,17000304.000,0,0
17001,89.647,-164.353,17020308.000,0,0.000,0.000,17020304.000,0,0
17021,89.647,-164.353,17040308.000,0,0.000,0.000,17040304.000,0,0
17041,89.647,-164.353,17060308.000,0,0.000,0.000,17060304.000,0,0
17061,89.647,-164.353,17080308.000,0,0.000,0.000,17080304.000,0,0
17081,89.647,-164.353,17100308.000,0,0.000,0.000,17100304.000,0,0
17101,89.647,-164.353,17120308.000,0,0.000,0.000,17120304.000,0,0
17121,89.647,-164.353,17140308.000,0,0.000,0.000,17140304.000,0,0
17141,89.647,-164.353,17160308.000,0,0.000,0.000,17160304.000,0,0
17161,89.647,-164.353,17180308.000,0,0.000,0.000,17180304.000,0,0
17181,89.647,-164.353,17200308.000,0,0.000,0.000,17200304.000,0,0
17201,89.647,-164.353,17220308.000,0,0.000,0.000,17220304.000,0,0
17221,89.647,-164.353,17240308.000,0,0.000,0.000,17240304.000,0,0
17241,89.647,-164.353,17260308.000,0,0.000,0.000,17260304.000,0,0
17261,89.647,-164.353,17280308.000,0,0.000,0.000,17280304.000,0,0
17281,89.647,-164.353,17300308.000,0,0.000,0.000,17300304.000,0,0
17301,89.647,-164.353,17320308.000,0,0.000,0.000,17320304.000,0,0
17321,89.647,-164.353,17340308.000,0,0.000,0.000,17340304.000,0,0
17341,89.647,-164.353,17360308.000,0,0.000,0.000,17360304.000,0,0
17361,89.647,-164.353,17380308.000,0,0.000,0.000,17380304.000,0,0
17381,89.647,-164.353,17400308.000,0,0.000,0.000,17400304.000,0,0
17401,89.647,-164.353,17420308.000,0,0.000,0.000,17420304.000,0,0
17421,89.647,-164.353,17440308.000,0,0.000,0.000,17440304.000,0,0
17441,89.647,-164.353,17460308.000,0,0.000,0.000,17460304.000,0,0
17461,89.647,-164.353,17480308.000,0,0.000,0.000,17480304.000,0,0
17481,89.647,-164.353,17500308.000,0,0.000,0.000,17500304.000,0,0
17501,89.647,-164.353,17520308.000,0,0.000,0.000,17520304.000,0,0
17521,89.647,-164.353,17540308.000,0,0.000,0.000,17540304.000,0,0
17541,89.647,-164.353,17560308.000,0,0.000,0.000,17560304.000,0,0
17561,89.647,-164.353,17580308.000,0,0.000,0.000,17580304.000,0,0
17581,89.647,-164.353,17600308.000,0,0.000,0.000,17600304.000,0,0
17601,89.647,-164.353,17620308.000,0,0.000,0.000,17620304.000,0,0
17621,89.647,-164.353,17640308.000,0,0.000,0.000,17640304.000,0,0
17641,89.647,-164.353,17660308.000,0,0.000,0.000,17660304.000,0,0
17661,89.647,-164.353,17680308.000,0,0.000,0.000,17680304.000,0,0
17681,89.647,-164.353,17700308.000,0,0.000,0.000,17700304.000,0,0
17701,89.647,-164.353,17720308.000,0,0.000,0.000,17720304.000,0,0
17721,89.647,-164.353,17740308.000,0,0.000,0.000,17740304.000,0,0
17741,89.647,-164.353,17760308.000,0,0.000,0.000,17760304.000,0,0
17761,89.647,-164.353,17780308.000,0,0.000,0.000,17780304.000,0,0
17781,89.647,-164.353,17800308.000,0,0.000,0.000,17800304.000,0,0
17801,89.647,-164.353,17820308.000,0,0.000,0.000,17820304.000,0,0
17821,89.647,-164.353,17840308.000,0,0.000,0.000,17840304.000,0,0
17841,89.647,-164.353,17860308.000,0,0.000,0.000,17860304.000,0,0
17861,89.647,-164.353,17880308.000,0,0.000,0.000,17880304.000,0,0
17881,89.647,-164.353,17900308.000,0,0.000,0.000,17900304.000,0,0
17901,89.647,-164.353,17920308.000,0,0.000,0.000,17920304.000,0,0
17921,89.647,-164.353,17940308.000,0,0.000,0.000,17940304.000,0,0
17941,89.647,-164.353,17960308.000,0,0.000,0.000,17960304.000,0,0
17961,89.647,-164.353,17980308.000,0,0.000,0.000,17980304.000,0,0
17981,89.647,-164.353,18000308.000,0,0.000,0.000,18000304.000,0,0
18001,89.647,-164.353,18020308.000,0,0.000,0.000,18020304.000,0,0
18021,89.647,-164.353,18040308.000,0,0.000,0.000,18040304.000,0,0
18041,89.647,-164.353,18060308.000,0,0.000,0.000,18060304.000,0,0
18061,89.647,-164.353,18080308.000,0,0.000,0.000,18080304.000,0,0
18081,89.647,-164.353,18100308.000,0,0.000,0.000,18100304.000,0,0
18101,89.647,-164.353,18120308.000,0,0.000,0.000,18120304.000,0,0
18121,89.647,-164.353,18140308.000,0,0.000,0.000,18140304.000,0,0
18141,89.647,-164.353,18160308.000,0,0.000,0.000,18160304.000,0,0
18161,89.647,-164.353,18180308.000,0,0.000,0.000,18180304.000,0,0
18181,89.647,-164.353,18200308.000,0,0.000,0.000,18200304.000,0,0
18201,89.647,-164.353,18220308.000,0,0.000,0.000,18220304.000,0,0
18221,89.647,-164.353,18240308.000,0,0.000,0.000,18240304.000,0,0
18241,89.647,-164.353,18260308.000,0,0.000,0.000,18260304.000,0,0
18261,89.647,-164.353,18280308.000,0,0.000,0.000,18280304.000,0,0
18281,89.647,-164.353,18300308.000,0,0.000,0.000,18300304.000,0,0
18301,89.647,-164.353,18320308.000,0,0.000,0.000,18320304.000,0,0
18321,89.647,-164.353,18340308.000,0,0.000,0.000,18340304.000,0,0
18341,89.647,-164.353,18360308.000,0,0.000,0.000,18360304.000,0,0
18361,89.647,-164.353,18380308.000,0,0.000,0.000,18380304.000,0,0
18381,89.647,-164.353,18400308.000,0,0.000,0.000,18400304.000,0,0
18401,89.647,-164.353,18420308.000,0,0.000,0.000,18420304.000,0,0
18421,89.647,-164.353,18440308.000,0,0.000,0.000,18440304.000,0,0
18441,89.647,-164.353,18460308.000,0,0.000,0.000,18460304.000,0,0
18461,89.647,-164.353,18480308.000,0,0.000,0.000,18480304.000,0,0
18481,89.647,-164.353,18500308.000,0,0.000,0.000,18500304.000,0,0
18501,89.647,-164.353,18520308.000,0,0.000,0.000,18520304.000,0,0
18521,89.647,-164.353,18540308.000,0,0.000,0.000,18540304.000,0,0
18541,89.647,-164.353,18560308.000,0,0.000,0.000,18560304.000,0,0
18561,89.647,-164.353,18580308.000,0,0.000,0.000,18580304.000,0,0
18581,89.647,-164.353,18600308.000,0,0.000,0.000,18600304.000,0,0
18601,89.647,-164.353,18620308.000,0,0.000,0.000,18620304.000,0,0
18621,89.647,-164.353,18640308.000,0,0.000,0.000,18640304.000,0,0
18641,89.647,-164.353,18660308.000,0,0.000,0.000,18660304.000,0,0
18661,89.647,-164.353,18680308.000,0,0.000,0.000,18680304.000,0,0
18681,89.647,-164.353,18700308.000,0,0.000,0.000,18700304.000,0,0
18701,89.647,-164.353,18720308.000,0,0.000,0.000,18720304.000,0,0
18721,89.647,-164.353,18740308.000,0,0.000,0.000,18740304.000,0,0
18741,89.647,-164.353,18760308.000,0,0.000,0.000,18760304.000,0,0
18761,89.647,-164.353,18780308.000,0,0.000,0.000,18780304.000,0,0
18781,89.647,-164.353,18800308.000,0,0.000,0.000,18800304.000,0,0
18801,89.647,-164.353,18820308.000,0,0.000,0.000,18820304.000,0,0
18821,89.647,-164.353,18840308.000,0,0.000,0.000,18840304.000,0,0
18841,89.647,-164.353,18860308.000,0,0.000,0.000,18860304.000,0,0
18861,89.647,-164.353,18880308.000,0,0.000,0.000,18880304.000,0,0
18881,89.647,-164.353,18900308.000,0,0.000,0.000,18900304.000,0,0
18901,89.647,-164.353,18920308.000,0,0.000,0.000,18920304.000,0,0
18921,89.647,-164.353,18940308.000,0,0.000,0.000,18940304.000,0,0
18941,89.647,-164.353,18960308.000,0,0.000,0.000,18960304.000,0,0
18961,89.647,-164.353,18980308.000,0,0.000,0.000,18980304.000,0,0
18981,89.647,-164.353,19000308.000,0,0.000,0.000,19000304.000,0,0
19001,89.647,-164.353,19020308.000,0,0.000,0.000,19020304.000,0,0
19021,89.647,-164.353,19040308.000,0,0.000,0.000,19040304.000,0,0
19041,89.647,-164.353,19060308.000,0,0.000,0.000,19060304.000,0,0
19061,89.647,-164.353,19080308.000,0,0.000,0.000,19080304.000,0,0
19081,89.647,-164.353,19100308.000,0,0.000,0.000,19100304.000,0,0
19101,89.647,-164.353,19120308.000,0,0.000,0.000,19120304.000,0,0
19121,89.647,-164.353,19140308.000,0,0.000,0.000,19140304.000,0,0
19141,89.647,-164.353,19160308.000,0,0.000,0.000,19160304.000,0,0
19161,89.647,-164.353,19180308.000,0,0.000,0.000,19180304.000,0,0
19181,89.647,-164.353,19200308.000,0,0.000,0.000,19200304.000,0,0
19201,89.647,-164.353,19220308.000,0,0.000,0.000,19220304.000,0,0
19221,89.647,-164.353,19240308.000,0,0.000,0.000,19240304.000,0,0
19241,89.647,-164.353,19260308.000,0,0.000,0.000,19260304.000,0,0
19261,89.647,-164.353,19280308.000,0,0.000,0.000,19280304.000,0,0
19281,89.647,-164.353,19300308.000,0,0.000,0.000,19300304.000,0,0
19301,89.647,-164.353,19320308.000,0,0.000,0.000,19320304.000,0,0
19321,89.647,-164.353,19340308.000,0,0.000,0.000,19340304.000,0,0
19341,89.647,-164.353,19360308.000,0,0.000,0.000,19360304.000,0,0
19361,89.647,-164.353,19380308.000,0,0.000,0.000,19380304.000,0,0
19381,89.647,-164.353,19400308.000,0,0.000,0.000,19400304.000,0,0
19401,89.647,-164.353,19420308.000,0,0.000,0.000,19420304.000,0,0
19421,89.647,-164.353,19440308.000,0,0.000,0.000,19440304.000,0,0
19441,89.647,-164.353,19460308.000,0,0.000,0.000,19460304.000,0,0
19461,89.647,-164.353,19480308.000,0,0.000,0.000,19480304.000,0,0
19481,89.647,-164.353,19500308.000,0,0.000,0.000,19500304.000,0,0
19501,89.647,-164.353,19520308.000,0,0.000,0.000,19520304.000,0,0
19521,89.647,-164.353,19540308.000,0,0.000,0.000,19540304.000,0,0
19541,89.647,-164.353,19560308.000,0,0.000,0.000,19560304.000,0,0
19561,89.647,-164.353,19580308.000,0,0.000,0.000,19580304.000,0,0
19581,89.647,-164.353,19600308.000,0,0.000,0.000,19600304.000,0,0
19601,89.647,-164.353,19620308.000,0,0.000,0.000,19620304.000,0,0
19621,89.647,-164.353,19640308.000,0,0.000,0.000,19640304.000,0,0
19641,89.647,-164.353,19660308.000,0,0.000,0.000,19660304.000,0,0
19661,89.647,-164.353,19680308.000,0,0.000,0.000,19680304.000,0,0
19681,89.647,-164.353,19700308.000,0,0.000,0.000,19700304.000,0,0
19701,89.647,-164.353,19720308.000,0,0.000,0.000,19720304.000,0,0
19721,89.647,-164.353,19740308.000,0,0.000,0.000,19740304.000,0,0
19741,89.647,-164.353,19760308.000,0,0.000,0.000,19760304.000,0,0
19761,89.647,-164.353,19780308.000,0,0.000,0.000,19780304.000,0,0
19781,89.647,-164.353,19800308.000,0,0.000,0.000,19800304.000,0,0
19801,89.647,-164.353,19820308.000,0,0.000,0.000,19820304.000,0,0
19821,89.647,-164.353,19840308.000,0,0.000,0.000,19840306.000,0,0
19841,89.647,-164.353,19860308.000,0,0.000,0.000,19860304.000,0,0
19861,89.647,-164.353,19880308.000,0,0.000,0.000,19880304.000,0,0
19881,89.647,-164.353,19900308.000,0,0.000,0.000,19900304.000,0,0
19901,89.647,-164.353,19920308.000,0,0.000,0.000,19920304.000,0,0
19921,89.647,-164.353,19940308.000,0,0.000,0.000,19940304.000,0,0
19941,89.647,-164.353,19960308.000,0,0.000,0.000,19960304.000,0,0
19961,89.647,-164.353,19980308.000,0,0.000,0.000,19980304.000,0,0
19981,89.647,-164.353,20000308.000,0,0.000,0.000,20000304.000,0,0
20001,89.647,-164.353,20020308.000,0,0.000,0.000,20020304.000,0,0
20021,89.647,-164.353,20040308.000,0,0.000,0.000,20040304.000,0,0
20041,89.647,-164.353,20060308.000,0,0.000,0.000,20060304.000,0,0
20061,89.647,-164.353,20080308.000,0,0.000,0.000,20080304.000,0,0
20081,89.647,-164.353,20100308.000,0,0.000,0.000,20100304.000,0,0
20101,89.647,-164.353,20120308.000,0,0.000,0.000,20120304.000,0,0
20121,89.647,-164.353,20140308.000,0,0.000,0.000,20140304.000,0,0
20141,89.647,-164.353,20160308.000,0,0.000,0.000,20160304.000,0,0
20161,89.647,-164.353,20180308.000,0,0.000,0.000,20180304.000,0,0
20181,89.647,-164.353,20200308.000,0,0.000,0.000,20200304.000,0,0
20201,89.647,-164.353,20220308.000,0,0.000,0.000,20220304.000,0,0
20221,89.647,-164.353,20240308.000,0,0.000,0.000,20240304.000,0,0
20241,89.647,-164.353,20260308.000,0,0.000,0.000,20260304.000,0,0
20261,89.647,-164.353,20280308.000,0,0.000,0.000,20280304.000,0,0
20281,89.647,-164.353,20300308.000,0,0.000,0.000,20300304.000,0,0
20301,89.647,-164.353,20320308.000,0,0.000,0.000,20320304.000,0,0
20321,89.647,-164.353,20340308.000,0,0.000,0.000,20340304.000,0,0
20341,89.647,-164.353,20360308.000,0,0.000,0.000,20360304.000,0,0
20361,89.647,-164.353,20380308.000,0,0.000,0.000,20380304.000,0,0
20381,89.647,-164.353,20400308.000,0,0.000,0.000,20400304.000,0,0
20401,89.647,-164.353,20420308.000,0,0.000,0.000,20420304.000,0,0
20421,89.647,-164.353,20440308.000,0,0.000,0.000,20440304.000,0,0
20441,89.647,-164.353,20460308.000,0,0.000,0.000,20460304.000,0,0
20461,89.647,-164.353,20480308.000,0,0.000,0.000,20480304.000,0,0
20481,89.647,-164.353,20500308.000,0,0.000,0.000,20500304.000,0,0
20501,89.647,-164.353,20520308.000,0,0.000,0.000,20520304.000,0,0
20521,89.647,-164.353,20540308.000,0,0.000,0.000,20540304.000,0,0
20541,89.647,-164.353,20560308.000,0,0.000,0.000,20560304.000,0,0
20561,89.647,-164.353,20580308.000,0,0.000,0.000,20580304.000,0,0
20581,89.647,-164.353,20600308.000,0,0.000,0.000,20600304.000,0,0
20601,89.647,-164.353,20620308.000,0,0.000,0.000,20620304.000,0,0
20621,89.647,-164.353,20640308.000,0,0.000,0.000,20640304.000,0,0
20641,89.647,-164.353,20660308.000,0,0.000,0.000,20660304.000,0,0
20661,89.647,-164.353,20680308.000,0,0.000,0.000,20680304.000,0,0
20681,89.647,-164.353,20700308.000,0,0.000,0.000,20700304.000,0,0
20701,89.647,-164.353,20720308.000,0,0.000,0.000,20720304.000,0,0
20721,89.647,-164.353,20740308.000,0,0.000,0.000,20740304.000,0,0
20741,89.647,-164.353,20760308.000,0,0.000,0.000,20760304.000,0,0
20761,89.647,-164.353,20780308.000,0,0.000,0.000,20780304.000,0,0
20781,89.647,-164.353,20800308.000,0,0.000,0.000,20800304.000,0,0
20801,89.647,-164.353,20820308.000,0,0.000,0.000,20820304.000,0,0
20821,89.647,-164.353,20840308.000,0,0.000,0.000,20840304.000,0,0
20841,89.647,-164.353,20860308.000,0,0.000,0.000,20860304.000,0,0
20861,89.647,-164.353,20880308.000,0,0.000,0.000,20880304.000,0,0
20881,89.647,-164.353,20900308.000,0,0.000,0.000,20900304.000,0,0
20901,89.647,-164.353,20920308.000,0,0.000,0.000,20920304.000,0,0
20921,89.647,-164.353,20940308.000,0,0.000,0.000,20940304.000,0,0
20941,89.647,-164.353,20960308.000,0,0.000,0.000,20960304.000,0,0
20961,89.647,-164.353,20980308.000,0,0.000,0.000,20980304.000,0,0
20981,89.647,-164.353,21000308.000,0,0.000,0.000,21000304.000,0,0
21001,89.647,-164.353,21020308.000,0,0.000,0.000,21020304.000,0,0
21021,89.647,-164.353,21040308.000,0,0.000,0.000,21040304.000,0,0
21041,89.647,-164.353,21060308.000,0,0.000,0.000,21060304.000,0,0
21061,89.647,-164.353,21080308.000,0,0.000,0.000,21080304.000,0,0
21081,89.647,-164.353,21100308.000,0,0.000,0.000,21100304.000,0,0
21101,89.647,-164.353,21120308.000,0,0.000,0.000,21120304.000,0,0
21121,89.647,-164.353,21140308.000,0,0.000,0.000,21140304.000,0,0
21141,89.647,-164.353,21160308.000,0,0.000,0.000,21160304.000,0,0
21161,89.647,-164.353,21180308.000,0,0.000,0.000,21180304.000,0,0
21181,89.647,-164.353,21200308.000,0,0.000,0.000,21200304.000,0,0
21201,89.647,-164.353,21220308.000,0,0.000,0.000,21220304.000,0,0
21221,89.647,-164.353,21240308.000,0,0.000,0.000,21240304.000,0,0
21241,89.647,-164.353,21260308.000,0,0.000,0.000,21260304.000,0,0
21261,89.647,-164.353,21280308.000,0,0.000,0.000,21280304.000,0,0
21281,89.647,-164.353,21300308.000,0,0.000,0.000,21300304.000,0,0
21301,89.647,-164.353,21320308.000,0,0.000,0.000,21320304.000,0,0
21321,89.647,-164.353,21340308.000,0,0.000,0.000,21340304.000,0,0
21341,89.647,-164.353,21360308.000,0,0.000,0.000,21360304.000,0,0
21361,89.647,-164.353,21380308.000,0,0.000,0.000,21380304.000,0,0
21381,89.647,-164.353,21400308.000,0,0.000,0.000,21400304.000,0,0
21401,89.647,-164.353,21420308.000,0,0.000,0.000,21420304.000,0,0
21421,89.647,-164.353,21440308.000,0,0.000,0.000,21440304.000,0,0
21441,89.647,-164.353,21460308.000,0,0.000,0.000,21460304.000,0,0
21461,89.647,-164.353,21480308.000,0,0.000,0.000,21480304.000,0,0
21481,89.647,-164.353,21500308.000,0,0.000,0.000,21500304.000,0,0
21501,89.647,-164.353,21520308.000,0,0.000,0.000,21520304.000,0,0
21521,89.647,-164.353,21540308.000,0,0.000,0.000,21540304.000,0,0
21541,89.647,-164.353,21560308.000,0,0.000,0.000,21560304.000,0,0
21561,89.647,-164.353,21580308.000,0,0.000,0.000,21580304.000,0,0
21581,89.647,-164.353,21600308.000,0,0.000,0.000,21600304.000,0,0
21601,89.647,-164.353,21620308.000,0,0.000,0.000,21620304.000,0,0
21621,89.647,-164.353,21640308.000,0,0.000,0.000,21640304.000,0,0
21641,89.647,-164.353,21660308.000,0,0.000,0.000,21660304.000,0,0
21661,89.647,-164.353,21680308.000,0,0.000,0.000,21680304.000,0,0
21681,89.647,-164.353,21700308.000,0,0.000,0.000,21700304.000,0,0
21701,89.647,-164.353,21720308.000,0,0.000,0.000,21720304.000,0,0
21721,89.647,-164.353,21740308.000,0,0.000,0.000,21740304.000,0,0
21741,89.647,-164.353,21760308.000,0,0.000,0.000,21760304.000,0,0
21761,89.647,-164.353,21780308.000,0,0.000,0.000,21780304.000,0,0
21781,89.647,-164.353,21800308.000,0,0.000,0.000,21800304.000,0,0
21801,89.647,-164.353,21820308.000,0,0.000,0.000,21820304.000,0,0
21821,89.647,-164.353,21840308.000,0,0.000,0.000,21840304.000,0,0
21841,89.647,-164.353,21860308.000,0,0.000,0.000,21860304.000,0,0
21861,89.647,-164.353,21880308.000,0,0.000,0.000,21880304.000,0,0
21881,89.647,-164.353,21900308.000,0,0.000,0.000,21900304.000,0,0
21901,89.647,-164.353,21920308.000,0,0.000,0.000,21920304.000,0,0
21921,89.647,-164.353,21940308.000,0,0.000,0.000,21940304.000,0,0
21941,89.647,-164.353,21960308.000,0,0.000,0.000,21960304.000,0,0
21961,89.647,-164.353,21980308.000,0,0.000,0.000,21980304.000,0,0
21981,89.647,-164.353,22000308.000,0,0.000,0.000,22000304.000,0,0
22001,89.647,-164.353,22020308.000,0,0.000,0.000,22020304.000,0,0
22021,89.647,-164.353,22040308.000,0,0.000,0.000,22040304.000,0,0
22041,89.647,-164.353,22060308.000,0,0.000,0.000,22060304.000,0,0
22061,89.647,-164.353,22080308.000,0,0.000,0.000,22080304.000,0,0
22081,89.647,-164.353,22100308.000,0,0.000,0.000,22100304.000,0,0
22101,89.647,-164.353,22120308.000,0,0.000,0.000,22120304.000,0,0
22121,89.647,-164.353,22140308.000,0,0.000,0.000,22140304.000,0,0
22141,89.647,-164.353,22160308.000,0,0.000,0.000,22160304.000,0,0
22161,89.647,-164.353,22180308.000,0,0.000,0.000,22180304.000,0,0
22181,89.647,-164.353,22200308.000,0,0.000,0.000,22200304.000,0,0
22201,89.647,-164.353,22220308.000,0,0.000,0.000,22220304.000,0,0
22221,89.647,-164.353,22240308.000,0,0.000,0.000,22240304.000,0,0
22241,89.647,-164.353,22260308.000,0,0.000,0.000,22260304.000,0,0
22261,89.647,-164.353,22280308.000,0,0.000,0.000,22280304.000,0,0
22281,89.647,-164.353,22300308.000,0,0.000,0.000,22300304.000,0,0
22301,89.647,-164.353,22320308.000,0,0.000,0.000,22320304.000,0,0
22321,89.647,-164.353,22340308.000,0,0.000,0.000,22340304.000,0,0
22341,89.647,-164.353,22360308.000,0,0.000,0.000,22360304.000,0,0
22361,89.647,-164.353,22380308.000,0,0.000,0.000,22380304.000,0,0
22381,89.647,-164.353,22400308.000,0,0.000,0.000,22400304.000,0,0
