timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,0.000,-37.353,20157.000,33.00,0.000,0.000,20153.000,55.00,0
21,395.941,-4818.529,20000.000,52.00,0.000,0.000,20000.000,59.00,0
41,261.471,-4975.412,20000.000,30.00,0.000,0.000,20000.000,59.00,0
61,224.118,-5094.941,20000.000,26.00,0.000,0.000,20000.000,59.00,0
81,358.588,-4699.000,20000.000,28.00,0.000,0.000,20000.000,61.00,0
101,552.823,-4101.353,20000.000,49.00,0.000,0.000,20000.000,58.00,0
121,709.706,-3750.235,20000.000,29.00,0.000,0.000,20000.000,54.00,0
141,769.471,-3787.588,20000.000,39.00,0.000,0.000,20000.000,55.00,0
161,784.412,-4101.353,20000.000,39.00,0.000,0.000,20000.000,54.00,0
181,717.176,-4101.353,20000.000,22.00,0.000,0.000,20000.000,54.00,0
201,889.000,-3533.588,20000.000,31.00,0.000,0.000,20000.000,52.00,0
221,1023.471,-2928.470,20000.000,33.00,0.000,0.000,20000.000,58.00,0
241,881.529,-2652.059,20000.000,29.00,0.000,0.000,20000.000,53.00,0
261,724.647,-2607.235,20000.000,31.00,0.000,0.000,20000.000,58.00,0
281,672.353,-2495.176,20000.000,32.00,0.000,0.000,20000.000,58.00,0
301,694.765,-2584.823,20000.000,38.00,0.000,0.000,20000.000,53.00,0
321,739.588,-2786.529,20000.000,24.00,0.000,0.000,20000.000,56.00,0
341,829.235,-2913.529,20000.000,35.00,0.000,0.000,20000.000,53.00,0
361,1023.471,-3085.353,20000.000,43.00,0.000,0.000,20000.000,54.00,0
381,1135.529,-3294.529,20000.000,33.00,0.000,0.000,20000.000,58.00,0
401,1150.470,-3279.588,20000.000,38.00,0.000,0.000,20000.000,57.00,0
421,1113.118,-3279.588,20000.000,33.00,0.000,0.000,20000.000,58.00,0
441,1075.765,-3167.529,20000.000,44.00,0.000,0.000,20000.000,56.00,0
461,1068.294,-3122.706,20000.000,43.00,0.000,0.000,20000.000,55.00,0
481,1053.353,-3175.000,20000.000,36.00,0.000,0.000,20000.000,55.00,0
501,978.647,-3279.588,20000.000,52.00,0.000,0.000,20000.000,56.00,0
521,941.294,-3189.941,20000.000,37.00,0.000,0.000,20000.000,57.00,0
541,986.118,-3152.588,20000.000,39.00,0.000,0.000,20000.000,53.00,0
561,1060.823,-3234.764,20000.000,36.00,0.000,0.000,20000.000,58.00,0
581,1068.294,-3257.176,20000.000,37.00,0.000,0.000,20000.000,56.00,0
601,1083.235,-3272.117,20000.000,38.00,0.000,0.000,20000.000,62.00,0
621,1113.118,-3130.176,20000.000,50.00,0.000,0.000,20000.000,58.00,0
641,1090.706,-2913.529,20000.000,25.00,0.000,0.000,20000.000,57.00,0
661,993.588,-2719.294,20000.000,36.00,0.000,0.000,20000.000,58.00,0
681,1060.823,-2876.176,20000.000,40.00,0.000,0.000,20000.000,63.00,0
701,1120.588,-2935.941,20000.000,46.00,0.000,0.000,20000.000,61.00,0
721,1180.353,-3062.941,20000.000,30.00,0.000,0.000,20000.000,58.00,0
741,1195.294,-3189.941,20000.000,29.00,0.000,0.000,20000.000,57.00,0
761,1060.823,-3145.117,20000.000,37.00,0.000,0.000,20000.000,58.00,0
781,963.706,-2965.823,20000.000,32.00,0.000,0.000,20000.000,59.00,0
801,1016.000,-2906.059,20000.000,40.00,0.000,0.000,20000.000,60.00,0
821,1180.353,-2995.706,20000.000,33.00,0.000,0.000,20000.000,54.00,0
841,1299.882,-3107.764,20000.000,31.00,0.000,0.000,20000.000,58.00,0
861,1307.353,-2980.764,20000.000,38.00,0.000,0.000,20000.000,54.00,0
881,1329.765,-2928.470,20000.000,29.00,0.000,0.000,20000.000,54.00,0
901,1247.588,-2876.176,20000.000,36.00,0.000,0.000,20000.000,56.00,0
921,1157.941,-2853.764,20000.000,33.00,0.000,0.000,20000.000,52.00,0
