timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,22.412,0.000,50155.000,40.00,14.941,-29.882,50155.000,52.00,0
51,8531.411,-1225.176,50000.000,53.00,5214.470,-10077.823,50000.000,56.00,0
101,8367.059,-3384.176,50000.000,52.00,5042.646,-9599.705,50000.000,60.00,0
151,8621.059,-4997.823,50000.000,41.00,5154.706,-9756.588,50000.000,48.00,0
201,9061.823,-5050.117,50000.000,45.00,4975.412,-11863.293,50000.000,57.00,0
251,8845.176,425.823,50000.000,37.00,6163.235,-7963.646,50000.000,53.00,0
301,8030.882,6237.941,50000.000,62.00,7313.706,-4758.764,50001.000,28.00,0
351,9390.528,6402.293,50000.000,87.00,8195.234,-7986.058,49999.000,62.00,0
401,10727.764,1643.529,50000.000,67.00,7067.176,-10234.705,50000.000,75.00,0
451,10757.646,-2554.941,50000.000,74.00,6320.117,-10839.823,50000.000,82.00,0
501,10705.353,-4684.059,50000.000,44.00,5901.764,-12587.940,50000.000,86.00,0
551,9614.646,-2084.294,50000.000,65.00,5685.117,-10481.234,50000.000,62.00,0
601,7186.706,2480.235,50000.000,52.00,5819.588,-4235.823,50000.000,64.00,0
651,5431.117,4332.941,50000.000,90.00,5244.353,-1748.118,50000.000,63.00,0
701,5879.353,1621.118,50000.000,52.00,4407.647,-5020.235,50000.000,48.00,0
751,7739.529,-1030.941,50000.000,46.00,4445.000,-7059.706,50000.000,51.00,0
801,7978.588,-903.941,50000.000,58.00,5789.706,-6820.646,50000.000,54.00,0
851,8934.823,-2510.117,50000.000,59.00,5722.470,-8561.294,50000.000,44.00,0
901,8949.764,-3638.176,50000.000,47.00,5632.823,-9928.411,50000.000,30.00,0
951,9024.470,-268.941,50000.000,26.00,5602.941,-9995.646,50000.000,60.00,0
1001,8434.294,5266.764,50000.000,92.00,6342.529,-8755.529,50000.000,55.00,0
1051,9584.764,3287.059,50000.000,59.00,6872.941,-9031.940,50000.000,91.00,0
1101,10174.940,-455.706,50000.000,72.00,6417.235,-9263.528,50000.000,62.00,0
1151,10077.823,-2943.412,50000.000,59.00,5939.117,-10996.705,50000.000,33.00,0
1201,10301.940,-3212.353,50000.000,57.00,5655.235,-13349.940,50000.000,55.00,0
1251,9547.411,373.529,50000.000,26.00,5692.588,-11519.646,50000.000,57.00,0
1301,7545.293,5244.353,50000.000,73.00,5782.235,-9412.940,50000.000,60.00,0
1351,7687.235,1867.647,50000.000,48.00,5670.176,-8927.353,50000.000,42.00,0
1401,7732.058,-2771.588,50000.000,43.00,4093.882,-9188.823,50000.000,38.00,0
1451,7298.764,-4452.470,50000.000,58.00,4041.588,-11571.940,50000.000,53.00,0
1501,6820.646,-4803.588,50000.000,30.00,2846.294,-14171.705,50000.000,66.00,0
