timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,-52.294,-14.941,50153.000,45.00,0.000,0.000,50153.000,66.00,0
51,-15568.705,-3892.176,50000.000,52.00,-15112.999,-3055.470,50000.000,63.00,0
101,-13603.940,-2876.176,50000.000,54.00,-13476.940,-2779.059,50000.000,54.00,0
151,-11960.411,-2061.882,50000.000,55.00,-11736.293,-2965.823,50000.000,58.00,0
201,-10600.764,-1882.588,50000.000,64.00,-10481.234,-3376.706,50000.000,56.00,0
251,-9547.411,-1449.294,50000.000,44.00,-9091.705,-1083.235,50000.000,66.00,0
301,-7552.764,0.000,50000.000,41.00,-6970.059,-1068.294,50000.000,81.00,0
351,-4713.941,3182.470,50000.000,36.00,-4489.823,-2084.294,50000.000,70.00,0
401,-1688.353,8748.059,50000.000,86.00,-1098.176,-2099.235,50000.000,81.00,0
451,1815.353,8262.470,50000.000,68.00,1725.706,-3391.647,50000.000,62.00,0
501,3884.706,2622.176,50000.000,60.00,2226.235,-5580.529,50000.000,57.00,0
551,5528.235,-1591.235,50000.000,44.00,2823.882,-8060.764,50000.000,53.00,0
601,7336.117,-582.706,50000.000,41.00,3795.059,-10346.764,50000.000,47.00,0
651,8725.646,5946.588,50000.000,75.00,5752.353,-10219.764,50000.000,62.00,0
701,9435.353,7545.293,50000.000,91.00,6887.882,-9883.588,50000.000,41.00,0
751,10884.646,2390.588,50000.000,72.00,6985.000,-10085.293,50000.000,51.00,0
801,11198.411,-552.823,50000.000,59.00,6738.470,-12251.764,50000.000,54.00,0
851,11183.470,3152.588,50000.000,47.00,7993.529,-9233.646,50000.000,72.00,0
901,10705.353,6290.235,50000.000,90.00,9084.234,-8718.176,50000.000,50.00,0
951,12677.587,1247.588,50000.000,72.00,8523.940,-11175.999,50000.000,68.00,0
1001,11370.234,-4594.412,50000.000,45.00,6686.176,-12408.646,50000.000,57.00,0
1051,10309.411,-5588.000,50000.000,49.00,5729.941,-12520.705,50000.000,72.00,0
1101,10413.999,-1531.470,50000.000,41.00,6327.588,-10272.059,50000.000,72.00,0
1151,9898.528,3914.588,50000.000,52.00,8165.353,-8001.000,50000.000,69.00,0
1201,9950.823,2017.059,50000.000,54.00,8142.940,-7216.588,50000.000,56.00,0
1251,8762.999,-2629.647,50000.000,32.00,5983.941,-7507.940,50000.000,53.00,0
1301,8217.646,-3010.647,50000.000,43.00,5490.882,-6925.235,50000.000,61.00,0
1351,8419.353,-3257.176,50000.000,55.00,6021.294,-6626.411,50000.000,62.00,0
1401,9629.588,-3488.764,50000.000,39.00,5797.176,-9973.234,50000.000,75.00,0
1451,10107.705,-224.118,50000.000,40.00,6170.706,-13080.999,50000.000,76.00,0
1501,10511.117,-911.412,50000.000,36.00,6103.470,-13723.470,50000.000,50.00,0
1551,10077.823,-4766.235,50000.000,38.00,5550.646,-11190.940,50000.000,74.00,0
1601,9427.882,-6260.353,50000.000,32.00,5177.117,-11400.117,50000.000,53.00,0
1651,9046.882,-4990.353,50000.000,43.00,4811.059,-11698.940,50000.000,51.00,0
1701,8434.294,1001.059,50000.000,26.00,5192.059,-9637.059,50000.000,65.00,0
1751,7821.706,4773.706,50000.000,46.00,6215.529,-8247.529,50000.000,55.00,0
1801,9270.999,1113.118,50000.000,33.00,6223.000,-8277.411,50000.000,65.00,0
1851,8882.529,-2263.588,50000.000,40.00,6013.823,-8314.764,50000.000,53.00,0
1901,8987.117,-4586.941,50000.000,28.00,5558.117,-9823.823,50000.000,60.00,0
1951,9121.588,-6387.353,50000.000,33.00,4967.941,-11332.882,50000.000,69.00,0
2001,9323.294,-2906.059,50000.000,31.00,5102.412,-11870.764,50000.000,56.00,0
2051,9046.882,1949.823,50000.000,55.00,5715.000,-10914.528,50000.000,75.00,0
2101,9808.882,-2151.529,50000.000,46.00,5744.882,-10667.999,50000.000,52.00,0
2151,9420.411,-6693.646,50000.000,35.00,5281.706,-10794.999,50000.000,79.00,0
2201,9435.353,-6955.117,50000.000,43.00,5184.588,-11497.234,50000.000,55.00,0
2251,10212.293,-1337.235,50000.000,31.00,6021.294,-11676.528,50000.000,44.00,0
2301,10451.353,1964.765,50000.000,62.00,7044.764,-14194.116,50000.000,49.00,0
2351,11482.293,-3092.823,50000.000,43.00,6925.235,-15912.352,50000.000,46.00,0
