timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,127.000,-29.882,50157.000,26.00,37.353,-44.824,50153.000,67.00,0
51,19057.469,-1792.941,50000.000,42.00,12132.234,-15426.764,50000.000,72.00,0
101,18123.646,4011.706,50000.000,61.00,11840.882,-14560.176,50000.000,64.00,0
151,18392.588,-866.588,50000.000,34.00,11556.999,-14463.058,50000.000,40.00,0
201,17451.293,-6850.529,50000.000,43.00,10555.940,-15053.234,50000.000,44.00,0
251,17100.176,-7253.941,50000.000,54.00,9913.470,-16607.117,50000.000,70.00,0
301,16226.116,-2383.117,50000.000,58.00,9734.176,-17398.998,50000.000,49.00,0
351,15673.293,-1434.353,50000.000,72.00,9868.646,-18639.117,50000.000,69.00,0
401,15493.999,-7119.470,50000.000,40.00,9330.764,-17779.998,50000.000,36.00,0
451,15479.058,-8441.764,50000.000,44.00,9091.705,-17032.939,50000.000,51.00,0
501,14261.352,-3989.294,50000.000,62.00,9099.176,-15837.646,50000.000,64.00,0
551,14074.587,-1546.412,50000.000,25.00,9375.588,-13768.293,50000.000,85.00,0
601,13066.058,313.765,50000.000,33.00,10003.117,-6970.059,50000.000,55.00,0
651,12617.822,814.294,50000.000,41.00,10518.588,-4751.294,50000.000,66.00,0
701,13379.822,-112.059,50000.000,35.00,10413.999,-6402.293,50000.000,57.00,0
751,15030.822,545.353,50000.000,49.00,11444.940,-9517.528,50000.000,44.00,0
801,15770.411,3219.823,50000.000,84.00,11609.293,-11855.822,50000.000,62.00,0
851,16442.764,-814.294,50000.000,52.00,10959.353,-12886.764,50000.000,64.00,0
901,16696.764,-3922.059,50000.000,54.00,10451.353,-13686.117,50000.000,60.00,0
951,17294.410,-4116.294,50000.000,53.00,10712.823,-14067.116,50000.000,49.00,0
1001,16345.646,791.882,50000.000,46.00,11063.940,-13252.822,50000.000,78.00,0
1051,16226.116,709.706,50000.000,77.00,10824.882,-13678.646,50000.000,51.00,0
1101,15523.881,-6618.941,50000.000,52.00,9853.705,-14134.352,50000.000,69.00,0
1151,14679.705,-9644.528,50000.000,32.00,9203.764,-14321.116,50000.000,78.00,0
1201,13992.411,-8576.234,50000.000,31.00,8740.588,-14545.234,50000.000,43.00,0
1251,12356.353,-7388.411,50000.000,32.00,8090.646,-14694.646,50000.000,58.00,0
1301,12072.470,-8210.176,50000.000,42.00,7097.058,-13439.587,50000.000,35.00,0
1351,10212.293,-7993.529,50000.000,34.00,6641.353,-10152.528,50000.000,24.00,0
1401,9495.117,-7261.411,50000.000,30.00,6387.353,-9517.528,50000.000,31.00,0
1451,9270.999,-5423.646,50000.000,27.00,5744.882,-10167.470,50000.000,27.00,0
1501,9203.764,-2114.176,50000.000,47.00,5931.646,-10548.470,50000.000,36.00,0
1551,9360.646,-2002.118,50000.000,55.00,5535.706,-11093.823,50000.000,57.00,0
1601,9039.411,-3369.235,50000.000,39.00,5662.706,-8247.529,50000.000,42.00,0
1651,8090.646,-4168.588,50000.000,49.00,5431.117,-6596.529,50000.000,36.00,0
1701,7261.411,-5483.412,50000.000,33.00,4183.529,-9300.882,50000.000,30.00,0
1751,7859.058,-2278.529,50000.000,56.00,4303.059,-11302.999,50000.000,46.00,0
1801,7470.588,5214.470,50000.000,74.00,5879.353,-7283.823,50000.000,72.00,0
1851,7761.940,4519.706,50000.000,63.00,6267.823,-5677.646,50000.000,53.00,0
1901,8030.882,3264.647,50000.000,54.00,6118.411,-5528.235,50000.000,64.00,0
1951,8105.588,3294.529,50000.000,82.00,6925.235,-4318.000,50000.000,80.00,0
2001,8262.470,1979.706,50000.000,51.00,7283.823,-2271.059,50000.000,65.00,0
2051,8456.705,3227.294,50000.000,76.00,8240.059,-657.412,50000.000,68.00,0
2101,10197.353,1337.235,50000.000,59.00,9300.882,-3406.588,50000.000,80.00,0
2151,12199.470,-1613.647,50000.000,63.00,8643.470,-7776.882,50000.000,75.00,0
2201,13185.587,-1202.765,50000.000,37.00,9495.117,-7500.470,50000.000,90.00,0
2251,14052.176,-1957.294,50000.000,54.00,10197.353,-7978.588,50000.000,64.00,0
2301,15314.705,-3331.882,50000.000,52.00,9853.705,-10399.059,50000.000,67.00,0
2351,15949.705,724.647,50000.000,55.00,10794.999,-12610.353,50000.000,75.00,0
2401,17271.998,4743.823,50000.000,82.00,11101.293,-15023.352,50000.000,55.00,0
2451,17854.705,1195.294,50000.000,51.00,11190.940,-14179.176,50000.000,67.00,0
2501,17279.469,-1576.294,50000.000,57.00,11317.940,-14821.646,50000.000,61.00,0
2551,18407.527,1561.353,50000.000,37.00,11601.822,-15292.293,50000.000,52.00,0
2601,18026.527,6566.646,50000.000,87.00,12498.293,-15337.116,50000.000,54.00,0
2651,18922.998,2465.294,50000.000,62.00,12580.470,-14918.764,50000.000,47.00,0
2701,18691.410,-2569.882,50000.000,39.00,11773.646,-15479.058,50000.000,56.00,0
2751,18146.057,-3018.117,50000.000,34.00,11273.117,-15643.411,50000.000,50.00,0
2801,16480.117,493.059,50000.000,42.00,10563.411,-14328.587,50000.000,75.00,0
2851,16084.176,-679.823,50000.000,45.00,10436.411,-13798.176,50000.000,61.00,0
2901,15718.116,-7373.470,50000.000,49.00,9622.117,-13977.470,50000.000,63.00,0
2951,15090.587,-9472.705,50000.000,17.00,9233.646,-14149.293,50000.000,42.00,0
3001,13663.705,-6133.353,50000.000,34.00,9039.411,-14410.764,50000.000,53.00,0
3051,12968.940,-4975.412,50000.000,47.00,8643.470,-14560.176,50000.000,52.00,0
3101,12774.705,-8225.117,50000.000,53.00,7642.411,-12431.058,50000.000,55.00,0
3151,11004.176,-10331.823,50000.000,45.00,6237.941,-10578.353,50000.000,70.00,0
3201,10772.588,-9734.176,50000.000,43.00,5677.646,-12109.822,50000.000,85.00,0
3251,9704.294,-8912.411,50000.000,80.00,5192.059,-13984.940,50000.000,56.00,0
3301,9674.411,-10869.705,50000.000,71.00,4788.647,-13484.411,50000.000,58.00,0
3351,8098.117,-12289.117,50000.000,66.00,4191.000,-9935.882,50000.000,81.00,0
3401,6686.176,-10092.764,50000.000,50.00,3496.235,-8254.999,50000.000,69.00,0
3451,5602.941,-8650.940,50000.000,63.00,2808.941,-9360.646,50000.000,60.00,0
3501,4885.764,-9181.353,50000.000,41.00,1748.118,-10369.176,50000.000,61.00,0
3551,4624.294,-9831.293,50000.000,52.00,1008.529,-10025.528,50000.000,74.00,0
3601,3705.412,-9696.823,50000.000,43.00,1083.235,-7418.293,50000.000,82.00,0
3651,2943.412,-8800.353,50000.000,39.00,552.823,-6462.059,50000.000,64.00,0
3701,2667.000,-6566.646,50000.000,39.00,-134.471,-9689.353,50000.000,66.00,0
3751,2689.412,-4153.647,50000.000,78.00,-298.824,-11848.353,50000.000,84.00,0
3801,2427.941,-7097.058,50000.000,58.00,-1068.294,-10421.470,50000.000,65.00,0
3851,1143.000,-9696.823,50000.000,63.00,-1934.882,-8217.646,50000.000,80.00,0
3901,866.588,-8927.353,50000.000,36.00,-1890.059,-7948.706,50000.000,69.00,0
3951,470.647,-5274.235,50000.000,48.00,-1972.235,-7776.882,50000.000,86.00,0
4001,433.294,-791.882,50000.000,53.00,-1120.588,-6745.941,50000.000,58.00,0
4051,-14.941,575.235,50000.000,76.00,-1299.882,-5655.235,50000.000,50.00,0
4101,-485.588,-3025.588,50000.000,47.00,-1807.882,-5326.529,50000.000,50.00,0
4151,-806.823,-7134.411,50000.000,29.00,-2599.765,-6088.529,50000.000,48.00,0
4201,-171.824,-8456.705,50000.000,31.00,-2928.470,-8269.940,50000.000,57.00,0
4251,149.412,-6999.941,50000.000,51.00,-3018.117,-10077.823,50000.000,55.00,0
4301,903.941,-1658.470,50000.000,45.00,-2353.235,-11512.176,50000.000,63.00,0
4351,1240.118,-395.941,50000.000,63.00,-1912.470,-12453.470,50000.000,56.00,0
4401,933.823,-4982.882,50000.000,48.00,-2502.647,-11190.940,50000.000,85.00,0
4451,508.000,-7791.823,50000.000,43.00,-3062.941,-13095.940,50000.000,72.00,0
4501,522.941,-6865.470,50000.000,43.00,-3824.941,-15516.411,50000.000,56.00,0
4551,-500.529,-3600.823,50000.000,69.00,-4049.059,-16016.940,50000.000,61.00,0
4601,-463.176,-5475.941,50000.000,41.00,-4579.470,-16128.999,50000.000,65.00,0
4651,-373.529,-10451.353,50000.000,38.00,-5169.646,-16509.998,50000.000,55.00,0
4701,-321.235,-9928.411,50000.000,51.00,-5199.529,-16569.764,50000.000,43.00,0
4751,-1068.294,-6327.588,50000.000,43.00,-4915.646,-16196.234,50000.000,42.00,0
4801,-903.941,-8710.705,50000.000,60.00,-5027.706,-16091.646,50000.000,47.00,0
4851,-1105.647,-12834.470,50000.000,40.00,-5729.941,-15195.176,50000.000,31.00,0
4901,-1202.765,-10914.528,50000.000,42.00,-6043.706,-15120.470,50000.000,60.00,0
4951,-2300.941,-7597.588,50000.000,67.00,-5259.294,-13536.705,50000.000,66.00,0
5001,-2950.882,-7814.235,50000.000,60.00,-5281.706,-10697.882,50000.000,63.00,0
5051,-3526.117,-7634.940,50000.000,55.00,-4975.412,-7164.293,50000.000,60.00,0
5101,-3810.000,-7881.470,50000.000,45.00,-5490.882,-8113.058,50000.000,51.00,0
5151,-3810.000,-7582.646,50000.000,48.00,-6447.117,-9905.999,50002.000,77.00,0
5201,-4467.412,-7366.000,50000.000,69.00,-5939.117,-9816.353,50000.000,63.00,0
5251,-4108.823,-9293.411,50000.000,67.00,-6454.588,-9278.470,50000.000,73.00,0
5301,-4400.176,-11078.882,50000.000,57.00,-6193.117,-8083.176,50000.000,42.00,0
