timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,-22.412,-7.471,50153.000,43.00,0.000,0.000,50153.000,54.00,0
51,-7082.117,-6155.764,50000.000,52.00,-8165.353,-3959.411,50000.000,43.00,0
101,-7836.646,-9569.823,50000.000,64.00,-9091.705,-4108.823,50000.000,71.00,0
151,-7687.235,-10653.058,50000.000,48.00,-9644.528,-4639.235,50000.000,66.00,0
201,-8008.470,-10047.940,50000.000,69.00,-9891.059,-6066.117,50000.000,47.00,0
251,-7664.823,-11609.293,50000.000,69.00,-9905.999,-7410.823,50001.000,60.00,0
301,-7418.293,-13656.234,50000.000,72.00,-10070.353,-6678.706,49999.000,68.00,0
351,-7978.588,-12460.940,50000.000,82.00,-9607.176,-3966.882,50000.000,70.00,0
401,-7657.353,-10944.411,50000.000,53.00,-9510.059,-4280.647,50000.000,50.00,0
451,-8045.823,-9300.882,50000.000,86.00,-9838.764,-7216.588,50000.000,55.00,0
501,-7754.470,-11004.176,50000.000,62.00,-9883.588,-8650.940,50000.000,75.00,0
551,-8299.823,-13043.646,50000.000,76.00,-10354.234,-6432.176,50000.000,43.00,0
601,-8688.294,-14201.587,50000.000,68.00,-10204.823,-4318.000,50000.000,53.00,0
651,-9084.234,-13984.940,50000.000,53.00,-10391.588,-4153.647,50000.000,35.00,0
701,-9427.882,-11138.646,50000.000,45.00,-10675.470,-4415.117,50000.000,60.00,0
751,-9756.588,-7956.176,50000.000,43.00,-10600.764,-3899.647,50000.000,61.00,0
801,-9338.234,-7657.353,50000.000,53.00,-10055.411,-2891.117,50000.000,62.00,0
851,-8680.823,-9270.999,50000.000,44.00,-9681.882,-2622.176,50000.000,70.00,0
901,-8688.294,-10899.588,50000.000,31.00,-9980.705,-3279.588,50000.000,57.00,0
951,-8561.294,-10526.059,50000.000,54.00,-10047.940,-5348.941,50000.000,82.00,0
1001,-8516.470,-9076.764,50000.000,44.00,-9793.940,-5602.941,50000.000,43.00,0
1051,-8531.411,-8015.940,50000.000,50.00,-9584.764,-5827.059,50000.000,68.00,0
1101,-7769.411,-8187.764,50000.000,46.00,-8725.646,-3757.706,50000.000,72.00,0
1151,-7507.940,-9002.059,50000.000,48.00,-8441.764,-3287.059,50000.000,46.00,0
1201,-7537.823,-8635.999,50000.000,53.00,-9263.528,-5543.176,50000.000,49.00,0
1251,-8269.940,-7978.588,50000.000,74.00,-9547.411,-5998.882,50000.000,62.00,0
1301,-8972.176,-8837.705,50000.000,68.00,-10107.705,-5550.646,50000.000,76.00,0
1351,-9173.882,-10929.470,50000.000,86.00,-10309.411,-4437.529,50000.000,83.00,0
1401,-10077.823,-13245.352,50000.000,48.00,-10929.470,-3070.412,50000.000,82.00,0
1451,-10100.234,-12558.058,50000.000,57.00,-11273.117,-3795.059,50000.000,85.00,0
1501,-9831.293,-9920.940,50000.000,52.00,-10742.705,-5087.470,50000.000,66.00,0
1551,-9846.234,-8583.705,50000.000,53.00,-10802.470,-5319.059,50000.000,69.00,0
1601,-9061.823,-8001.000,50000.000,50.00,-10309.411,-5528.235,50000.000,70.00,0
1651,-8434.294,-8202.705,50000.000,43.00,-9726.705,-4878.294,50000.000,80.00,0
1701,-7687.235,-8217.646,50000.000,59.00,-9353.176,-5147.235,50000.000,86.00,0
1751,-7582.646,-6671.235,50000.000,43.00,-9218.705,-5461.000,50000.000,57.00,0
1801,-7388.411,-3548.529,50000.000,50.00,-8344.646,-4953.000,50000.000,78.00,0
