timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,29.882,-22.412,50153.000,59.00,0.000,0.000,50153.000,79.00,0
51,9420.411,-6887.882,50000.000,65.00,4288.117,-18019.057,50000.000,56.00,0
101,9517.528,-8217.646,50000.000,49.00,3966.882,-16778.939,50000.000,50.00,0
151,9129.059,-8800.353,50000.000,47.00,4594.412,-14410.764,50000.000,51.00,0
201,9427.882,-6260.353,50000.000,42.00,4811.059,-13872.882,50000.000,61.00,0
251,9091.705,-1359.647,50000.000,60.00,5154.706,-14679.705,50000.000,50.00,0
301,9853.705,-3795.059,50000.000,38.00,5057.588,-14336.058,50000.000,56.00,0
351,9233.646,-6320.117,50000.000,77.00,4639.235,-13760.822,50000.000,58.00,0
401,8949.764,-7044.764,50001.000,44.00,4594.412,-14858.999,50000.000,83.00,0
451,7545.293,-4161.117,49999.000,66.00,3533.588,-14694.646,50000.000,56.00,0
501,6208.059,-2405.529,50001.000,51.00,3160.059,-13887.822,50000.000,63.00,0
551,4572.000,-3107.764,49999.000,44.00,2181.412,-8180.293,50000.000,86.00,0
601,2084.294,-1172.882,50000.000,55.00,1240.118,-3257.176,50000.000,41.00,0
651,328.706,-448.235,50000.000,38.00,-156.882,-3062.941,50000.000,64.00,0
701,1038.412,-485.588,50000.000,46.00,-246.529,-5274.235,50000.000,56.00,0
751,2457.823,-874.059,50001.000,65.00,545.353,-10107.705,50000.000,48.00,0
801,4108.823,-3182.470,49999.000,23.00,366.059,-15352.058,50000.000,59.00,0
851,4691.529,-3040.529,50000.000,41.00,-74.706,-16136.470,50000.000,77.00,0
901,2995.706,1464.235,50001.000,65.00,1695.823,-7507.940,50000.000,50.00,0
951,3787.588,-1516.529,49999.000,52.00,2592.294,-7059.706,50000.000,22.00,0
1001,5199.529,-6499.411,50000.000,42.00,926.353,-12744.822,50000.000,66.00,0
1051,5386.294,-8157.882,50001.000,64.00,1270.000,-15269.881,50000.000,60.00,0
