timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,104.588,-44.824,50153.000,37.00,74.706,-82.176,50153.000,84.00,0
51,15994.528,-6140.823,50000.000,58.00,10936.940,-12035.117,50000.000,70.00,0
101,15822.705,-6193.117,50000.000,88.00,11415.058,-8404.411,50000.000,57.00,0
151,14836.587,-6350.000,50000.000,63.00,10526.059,-7866.529,50000.000,49.00,0
201,14851.528,-7067.176,50000.000,48.00,9928.411,-8830.234,50000.000,65.00,0
251,14836.587,-4049.059,50000.000,43.00,10010.588,-11108.764,50000.000,80.00,0
301,15658.352,201.706,50000.000,43.00,10727.764,-12677.587,50000.000,39.00,0
351,15337.116,1665.941,50000.000,35.00,12117.293,-9278.470,50000.000,88.00,0
401,14978.528,881.529,50000.000,43.00,12236.822,-6999.941,50000.000,73.00,0
451,15000.940,-44.824,50000.000,47.00,11848.353,-6790.764,50000.000,47.00,0
501,15202.646,-1411.941,50000.000,38.00,12289.117,-6745.941,50000.000,17.00,0
551,16024.411,-5804.646,50000.000,33.00,9861.176,-9756.588,50000.000,37.00,0
601,15927.293,-5035.176,50000.000,42.00,10346.764,-13671.176,50000.000,41.00,0
651,16009.470,-4482.353,50000.000,32.00,10413.999,-13813.117,50000.000,91.00,0
701,15882.470,-7141.882,50000.000,26.00,10279.528,-12953.999,50000.000,66.00,0
751,15785.352,-8142.940,50000.000,48.00,10040.470,-13110.882,50000.000,60.00,0
801,14455.587,-5520.764,50000.000,58.00,9891.059,-11691.470,50000.000,64.00,0
851,13021.234,-3204.882,50000.000,48.00,9345.705,-11825.940,50001.000,67.00,0
901,13768.293,-5446.059,50000.000,37.00,8904.940,-13394.764,49999.000,69.00,0
951,14201.587,-7993.529,50000.000,42.00,8830.234,-13080.999,50000.000,83.00,0
1001,14291.234,-8501.529,50000.000,55.00,8800.353,-13170.646,50000.000,52.00,0
1051,13932.646,-5461.000,50000.000,24.00,8807.823,-12221.882,50001.000,68.00,0
1101,12640.234,470.647,50000.000,58.00,9681.882,-8284.882,49999.000,87.00,0
1151,11646.646,-336.176,50000.000,51.00,8456.705,-10219.764,50000.000,82.00,0
1201,12169.588,-5722.470,50000.000,59.00,6947.646,-12572.999,50000.000,69.00,0
1251,10892.117,-9383.059,50000.000,37.00,6043.706,-13140.764,50001.000,87.00,0
1301,10750.176,-9838.764,50000.000,35.00,5729.941,-14993.470,49999.000,60.00,0
1351,10458.823,-6589.059,50000.000,56.00,6484.470,-15374.470,50000.000,54.00,0
1401,10436.411,-5670.176,50000.000,35.00,6424.706,-15262.411,50000.000,59.00,0
1451,10555.940,-6477.000,50000.000,44.00,6043.706,-12498.293,50000.000,22.00,0
1501,10780.058,-6110.941,50000.000,61.00,6462.059,-9397.999,50000.000,26.00,0
1551,11019.117,-5864.411,50000.000,27.00,6544.235,-10608.234,50000.000,29.00,0
