timestamp[ms],left_dx[um],left_dy[um],left_dt[us],left_sq44right_dx[um],right_dy[um],right_dt[us],right_sq,waterPin
0,0.000,-22.412,50153.000,59.00,0.000,-22.412,50153.000,65.00,0
51,821.765,-8344.646,50000.000,53.00,-2106.706,-8494.059,50000.000,48.00,0
101,-112.059,-4915.646,50000.000,62.00,-2592.294,-7044.764,50000.000,49.00,0
151,-1606.176,-2226.235,50000.000,57.00,-2271.059,-5453.529,50000.000,38.00,0
201,-1524.000,-3346.823,50000.000,69.00,-3204.882,-7231.529,50000.000,41.00,0
251,-829.235,-6962.588,50000.000,42.00,-3466.353,-8598.646,50000.000,50.00,0
301,-978.647,-9778.999,50000.000,60.00,-4026.647,-9681.882,50000.000,47.00,0
351,-381.000,-10152.528,50000.000,47.00,-4295.588,-10630.646,50000.000,66.00,0
401,-1120.588,-5812.117,50000.000,55.00,-4235.823,-10690.411,50000.000,52.00,0
451,-1187.823,-2293.470,50000.000,83.00,-3802.529,-11639.176,50000.000,39.00,0
501,-694.765,-6678.706,50000.000,56.00,-4198.470,-10406.528,50000.000,56.00,0
551,-2114.176,-10062.882,50000.000,50.00,-4534.647,-9756.588,50000.000,61.00,0
601,-2069.353,-9248.588,50000.000,55.00,-5102.412,-10010.588,50000.000,37.00,0
651,-1628.588,-3436.470,50000.000,50.00,-3862.294,-8949.764,50000.000,77.00,0
701,-799.353,478.118,50000.000,70.00,-2540.000,-9114.117,50000.000,60.00,0
751,141.941,-3384.176,50000.000,41.00,-2487.706,-9883.588,50000.000,83.00,0
801,-216.647,-6648.823,50000.000,53.00,-3130.176,-9734.176,50000.000,46.00,0
851,104.588,-7216.588,50000.000,43.00,-2876.176,-10361.705,50000.000,85.00,0
901,7.471,-4474.882,50000.000,59.00,-2457.823,-8038.353,50000.000,68.00,0
951,97.118,1045.882,50000.000,59.00,-881.529,-6327.588,50000.000,45.00,0
1001,971.176,2487.706,50000.000,76.00,-478.118,-7702.176,50000.000,66.00,0
1051,2091.765,-762.000,50000.000,54.00,97.118,-7896.411,50000.000,72.00,0
1101,2173.941,-3152.588,50000.000,69.00,530.412,-7276.353,50000.000,63.00,0
1151,2173.941,-4676.588,50000.000,42.00,112.059,-7403.353,50000.000,65.00,0
1201,1740.647,-3130.176,50000.000,38.00,-470.647,-6753.411,50000.000,51.00,0
1251,2069.353,1023.471,50000.000,39.00,971.176,-6260.353,50000.000,48.00,0
1301,2749.176,5625.353,50000.000,71.00,1934.882,-6850.529,50000.000,34.00,0
1351,4743.823,5005.294,50000.000,88.00,3137.647,-7911.353,50000.000,74.00,0
1401,4870.823,537.882,50000.000,39.00,2808.941,-5550.646,50000.000,37.00,0
1451,4676.588,-1695.823,50000.000,62.00,2921.000,-4474.882,50000.000,56.00,0
1501,5244.353,-2286.000,50000.000,25.00,3339.353,-4826.000,50000.000,67.00,0
1551,6103.470,-597.647,50000.000,50.00,4116.294,-3824.941,50000.000,46.00,0
1601,7493.000,2233.706,50000.000,47.00,6701.117,-3137.647,50000.000,64.00,0
1651,8972.176,1591.235,50000.000,60.00,7575.176,-3944.470,50000.000,50.00,0
1701,10458.823,-739.588,50000.000,51.00,8075.706,-6895.353,50000.000,54.00,0
1751,11452.411,-4377.765,50000.000,39.00,7507.940,-10339.293,50000.000,75.00,0
1801,12699.999,-3137.647,50000.000,34.00,8374.529,-9950.823,50000.000,63.00,0
1851,13305.117,3018.117,50000.000,40.00,10809.940,-9764.059,50000.000,72.00,0
1901,15277.352,7007.411,50000.000,48.00,12154.646,-10399.059,50000.000,68.00,0
