51.0000000000,51.0000000000,1,false,false
101.0000000000,101.0000000000,1,false,false
151.0000000000,151.0000000000,1,false,false
201.0000000000,201.0000000000,1,false,false
251.0000000000,251.0000000000,1,false,false
301.0000000000,301.0000000000,1,false,false
351.0000000000,351.0000000000,1,false,false
401.0000000000,401.0000000000,1,false,false
451.0000000000,451.0000000000,1,false,false
501.0000000000,501.0000000000,1,false,false
551.0000000000,551.0000000000,1,false,false
601.0000000000,601.0000000000,1,false,false
651.0000000000,651.0000000000,1,false,false
701.0000000000,701.0000000000,1,false,false
751.0000000000,751.0000000000,1,false,false
801.0000000000,801.0000000000,1,false,false
851.0000000000,851.0000000000,1,false,false
901.0000000000,901.0000000000,1,false,false
951.0000000000,951.0000000000,1,false,false
1001.0000000000,1001.0000000000,1,false,false
1051.0000000000,1051.0000000000,1,false,false
1101.0000000000,1101.0000000000,1,false,false
1151.0000000000,1151.0000000000,1,false,false
1201.0000000000,1201.0000000000,1,false,false
1251.0000000000,1251.0000000000,1,false,false
1301.0000000000,1301.0000000000,1,false,false
1351.0000000000,1351.0000000000,1,false,false
1401.0000000000,1401.0000000000,1,false,false
1451.0000000000,1451.0000000000,1,false,false
1501.0000000000,1501.0000000000,1,false,false
1551.0000000000,1551.0000000000,1,false,false
1601.0000000000,1601.0000000000,1,false,false
1651.0000000000,1651.0000000000,1,false,false
1701.0000000000,1701.0000000000,1,false,false
1751.0000000000,1751.0000000000,1,false,false
1801.0000000000,1801.0000000000,1,false,false
1851.0000000000,1851.0000000000,1,false,false
1901.0000000000,1901.0000000000,1,false,false
1951.0000000000,1951.0000000000,1,false,false
2001.0000000000,2001.0000000000,1,false,false
2051.0000000000,2051.0000000000,1,false,false
2101.0000000000,2101.0000000000,1,false,false
2151.0000000000,2151.0000000000,1,false,false
2201.0000000000,2201.0000000000,1,false,false
2251.0000000000,2251.0000000000,1,false,false
2301.0000000000,2301.0000000000,1,false,false
2351.0000000000,2351.0000000000,1,false,false
2401.0000000000,2401.0000000000,1,false,false
2451.0000000000,2451.0000000000,1,false,false
2501.0000000000,2501.0000000000,1,false,false
2551.0000000000,2551.0000000000,1,false,false
2601.0000000000,2601.0000000000,1,false,false
2651.0000000000,2651.0000000000,1,false,false
2701.0000000000,2701.0000000000,1,false,false
2751.0000000000,2751.0000000000,1,false,false
2801.0000000000,2801.0000000000,1,false,false
2851.0000000000,2851.0000000000,1,false,false
2901.0000000000,2901.0000000000,1,false,false
2951.0000000000,2951.0000000000,1,false,false
3001.0000000000,3001.0000000000,1,false,false
3051.0000000000,3051.0000000000,1,false,false
3101.0000000000,3101.0000000000,1,false,false
3151.0000000000,3151.0000000000,1,false,false
3201.0000000000,3201.0000000000,1,false,false
3251.0000000000,3251.0000000000,1,false,false
3301.0000000000,3301.0000000000,1,false,false
3351.0000000000,3351.0000000000,1,false,false
3401.0000000000,3401.0000000000,1,false,false
3451.0000000000,3451.0000000000,1,false,false
3501.0000000000,3501.0000000000,1,false,false
3551.0000000000,3551.0000000000,1,false,false
3601.0000000000,3601.0000000000,1,false,false
3651.0000000000,3651.0000000000,1,false,false
3701.0000000000,3701.0000000000,1,false,false
3751.0000000000,3751.0000000000,1,false,false
3801.0000000000,3801.0000000000,1,false,false
3851.0000000000,3851.0000000000,1,false,false
3901.0000000000,3901.0000000000,1,false,false
3951.0000000000,3951.0000000000,1,false,false
4001.0000000000,4001.0000000000,1,false,false
4051.0000000000,4051.0000000000,1,false,false
4101.0000000000,4101.0000000000,1,false,false
4151.0000000000,4151.0000000000,1,false,false
4201.0000000000,4201.0000000000,1,false,false
4251.0000000000,4251.0000000000,1,false,false
4301.0000000000,4301.0000000000,1,false,false
4351.0000000000,4351.0000000000,1,false,false
4401.0000000000,4401.0000000000,1,false,false
4451.0000000000,4451.0000000000,1,false,false
4501.0000000000,4501.0000000000,1,false,false
4551.0000000000,4551.0000000000,1,false,false
4601.0000000000,4601.0000000000,1,false,false
4651.0000000000,4651.0000000000,1,false,false
4701.0000000000,4701.0000000000,1,false,false
4751.0000000000,4751.0000000000,1,false,false
4801.0000000000,4801.0000000000,1,false,false
4851.0000000000,4851.0000000000,1,false,false
4901.0000000000,4901.0000000000,1,false,false
4951.0000000000,4951.0000000000,1,false,false
5001.0000000000,5001.0000000000,1,false,false
5051.0000000000,5051.0000000000,1,false,false
5101.0000000000,5101.0000000000,1,false,false
5151.0000000000,5151.0000000000,1,false,false
5201.0000000000,5201.0000000000,1,false,false
5251.0000000000,5251.0000000000,1,false,false
5301.0000000000,5301.0000000000,1,false,false
5351.0000000000,5351.0000000000,1,false,false
5401.0000000000,5401.0000000000,1,false,false
5451.0000000000,5451.0000000000,1,false,false
5501.0000000000,5501.0000000000,1,false,false
5551.0000000000,5551.0000000000,1,false,false
5601.0000000000,5601.0000000000,1,false,false
5651.0000000000,5651.0000000000,1,false,false
5701.0000000000,5701.0000000000,1,false,false
5751.0000000000,5751.0000000000,1,false,false
5801.0000000000,5801.0000000000,1,false,false
5851.0000000000,5851.0000000000,1,false,false
5901.0000000000,5901.0000000000,1,false,false
