timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]
3750823,8441.764,-1449.294,50000.000,12879.293,-7754.470,50000.000
3800795,7545.293,-5894.294,50000.000,14029.764,-11810.999,50000.000
3850798,8322.234,-11265.646,50000.000,15785.352,-13320.058,50000.000
3900804,8195.234,-13320.058,50000.000,16622.059,-13409.705,50001.000
3950813,6775.823,-5901.764,50000.000,15172.764,-10757.646,49999.000
4000822,7493.000,-4870.823,50000.000,13790.705,-15889.940,50000.000
4050797,4728.882,-10189.882,50000.000,17817.352,-25840.764,50000.000
4100792,5998.882,-13043.646,50000.000,18512.117,-23726.586,50001.000
4150822,8195.234,-9659.470,50000.000,15591.116,-13334.999,50000.000
4200805,7171.764,-12894.234,50000.000,15837.646,-17167.410,49999.000
4250830,6865.470,-16368.058,50000.000,16905.939,-19064.939,50001.000
4300819,5789.706,-9719.234,50000.000,12714.940,-14530.293,50000.000
4350796,5132.294,-4228.353,50000.000,9808.882,-11654.117,50000.000
4400791,4624.294,-7052.235,50000.000,9868.646,-13955.058,50000.000
4450790,5326.529,-12072.470,50000.000,11579.411,-12304.058,50000.000
4500800,6484.470,-11452.411,50000.000,10570.882,-6760.882,49999.000
4550815,6230.470,-11594.353,50000.000,10735.234,-7276.353,50001.000
4600812,4123.765,-5931.646,50000.000,8725.646,-9046.882,50000.000
4650789,3750.235,-926.353,50000.000,7171.764,-8635.999,50000.000
4700787,3735.294,-3436.470,50000.000,5804.646,-9158.940,49999.000
4750808,1845.235,-9099.176,50000.000,7956.176,-11571.940,50000.000
4800791,1636.059,-7747.000,50000.000,6641.353,-9345.705,50000.000
4850783,2652.059,-8785.411,50000.000,6447.117,-5662.706,50000.000
4900786,1778.000,-7791.823,50000.000,6858.000,-8867.588,50001.000
4950799,806.823,-2487.706,50000.000,4982.882,-10458.823,49999.000
5000806,1538.941,201.706,50000.000,3309.470,-6790.764,50000.000
5050771,306.294,-1875.118,50000.000,1822.823,-8568.764,50000.000
5100783,-1329.765,-8120.529,50000.000,4661.647,-13693.587,50001.000
5150806,-612.588,-8919.882,50000.000,4183.529,-12012.705,50000.000
5200792,418.353,-10697.882,50000.000,4751.294,-7844.117,49999.000
5250806,-186.765,-9226.176,50000.000,4878.294,-9226.176,50000.000
5300780,-522.941,-3279.588,50000.000,2921.000,-9988.176,50000.000
5350785,381.000,-5259.294,50000.000,2278.529,-7119.470,50001.000
5400797,567.765,-11123.705,50000.000,5871.882,-5012.764,49999.000
5450808,1411.941,-8815.294,50000.000,5692.588,-2980.764,50000.000
5500789,2442.882,-8374.529,50000.000,6327.588,-261.471,50001.000
5550800,1628.588,-7649.882,50000.000,5894.294,-4773.706,50000.000
5600786,239.059,-6798.235,50000.000,5782.235,-10406.528,50000.000
5650782,306.294,-7186.706,50000.000,6088.529,-12050.058,49999.000
5700796,874.059,-8942.294,50000.000,6379.882,-7537.823,50000.000
5750781,5729.941,-5386.294,50000.000,7351.058,1882.588,50000.000
5800785,7261.411,-3048.000,50000.000,7366.000,4168.588,50001.000
5850801,5827.059,-5102.412,50000.000,10301.940,-2002.118,50000.000
5900778,5894.294,-7276.353,50000.000,12094.882,-3384.176,49999.000
5950813,7784.353,-8068.235,50000.000,12587.940,-2084.294,50000.000
6000788,7201.646,-5207.000,50000.000,11990.293,-4915.646,50000.000
6050790,5005.294,-3369.235,50000.000,10832.353,-10047.940,50000.000
6100790,4557.059,-8381.999,50000.000,12408.646,-12535.646,50001.000
6150817,5998.882,-9495.117,50000.000,12393.705,-7903.882,49999.000
6200808,6858.000,-9270.999,50000.000,12035.117,-6574.117,50000.000
6250795,4183.529,-6424.706,50000.000,12274.176,-11288.058,50000.000
6300794,2599.765,-1322.294,50000.000,8411.882,-13051.117,50001.000
6350811,2652.059,-2614.706,50000.000,7500.470,-13663.705,50000.000
6400782,1957.294,-7022.353,50000.000,8187.764,-11422.528,49999.000
6450816,4265.706,-10301.940,50000.000,8934.823,-7343.588,50001.000
6500803,3974.353,-10809.940,50000.000,9241.117,-6230.470,49999.000
6550808,3839.882,-9622.117,50000.000,8740.588,-7806.764,50001.000
6600804,2181.412,-4445.000,50000.000,6252.882,-11190.940,50000.000
6650787,642.471,-6581.588,50000.000,5505.823,-12647.705,49999.000
6700799,679.823,-10974.293,50000.000,6290.235,-7926.293,50000.000
6750785,1882.588,-3257.176,50000.000,3675.529,-5371.353,50001.000
6800808,-1068.294,-6245.411,50000.000,4347.882,-14978.528,50000.000
6850798,-2144.059,-7194.176,50000.000,4430.059,-15426.764,50000.000
6900783,-134.471,-5550.646,50000.000,1748.118,-8128.000,49999.000
6950798,-1113.118,-11131.176,50000.000,4736.353,-9629.588,50000.000
7000791,-425.823,-12274.176,50000.000,4848.412,-8994.588,50000.000
7050788,-179.294,-12595.411,50000.000,6327.588,-12505.764,50000.000
7100795,-1837.765,-8337.176,50000.000,3989.294,-13783.234,50001.000
7150809,-844.176,-9158.940,50000.000,3765.176,-12505.764,49999.000
7200811,-1083.235,-15740.528,50000.000,4908.176,-7239.000,50000.000
7250793,67.235,-16711.705,50000.000,5842.000,-6708.588,50000.000
7300779,-1299.882,-9607.176,50000.000,4101.353,-11168.528,50001.000
7350809,-1307.353,-8613.588,50000.000,2398.059,-10219.764,50000.000
7400784,-440.765,-14134.352,50000.000,3877.235,-5378.823,50000.000
7450789,-89.647,-10272.059,50000.000,2532.529,717.176,50000.000
7500771,1778.000,-7821.706,50000.000,3130.176,1382.059,49999.000
7550793,1038.412,-5744.882,50000.000,4235.823,-2950.882,50001.000
7600801,1897.529,-4758.764,50000.000,4870.823,-3653.117,49999.000
7650814,2779.059,-5528.235,50000.000,4676.588,-3145.117,50000.000
7700784,3122.706,-6163.235,50000.000,7239.000,-567.765,50001.000
7750791,6305.176,-3810.000,50000.000,6731.000,3145.117,50000.000
7800781,7097.058,-4908.176,50000.000,8994.588,3204.882,49999.000
7850803,8284.882,-4930.588,50000.000,8912.411,5588.000,50000.000
7900783,8105.588,-6925.235,50000.000,10182.411,2046.941,50000.000
7950786,7321.176,-8703.234,50000.000,12580.470,-1755.588,50000.000
8000790,7418.293,-6529.293,50000.000,10593.293,-4258.235,50001.000
8050810,5976.470,-6521.823,50000.000,11273.117,-6043.706,50000.000
8100791,7373.470,-7522.882,50000.000,12535.646,-3660.588,49999.000
8150812,10025.528,-5782.235,50000.000,12109.822,2084.294,50000.000
8200791,11975.353,-3638.176,50000.000,11220.823,7261.411,50001.000
8250816,11071.411,-2435.412,50000.000,12132.234,3974.353,50000.000
8300797,9607.176,-1292.412,50000.000,12371.293,246.529,50000.000
8350778,8292.353,395.941,50000.000,10488.705,291.353,49999.000
8400786,8957.234,1800.412,50000.000,9853.705,1785.470,50000.000
8450775,10152.528,1807.882,50000.000,9891.059,3399.117,50001.000
8500804,9285.940,-747.059,50000.000,10996.705,1098.176,50000.000
8550780,5976.470,-1695.823,50000.000,10839.823,-2540.000,49999.000
8600816,7642.411,-2465.294,50000.000,9442.823,-2973.294,50000.000
8650789,6320.117,-313.765,50000.000,7679.764,-1083.235,50001.000
8700798,5236.882,836.706,50000.000,6148.294,-433.294,49999.000
8750786,4362.823,1105.647,50001.000,4878.294,485.588,50002.000
8800805,4093.882,1516.529,49999.000,3832.412,-52.294,50001.000
8850811,3160.059,747.059,50000.000,3810.000,-724.647,49999.000
8900782,2749.176,388.471,50000.000,3399.117,-508.000,50000.000
8950768,2502.647,82.176,50000.000,3167.529,-418.353,50000.000
9000763,1867.647,-231.588,50000.000,2861.235,97.118,50001.000
9050783,2099.235,-97.118,50000.000,2211.294,261.471,50000.000
9100760,1225.176,-59.765,50000.000,1770.529,-97.118,49999.000
9150781,791.882,52.294,50000.000,1180.353,-104.588,50000.000
9200754,732.118,119.529,50000.000,649.941,89.647,50001.000
9250773,194.235,52.294,50000.000,254.000,14.941,49999.000
9300773,-156.882,127.000,50000.000,-164.353,-127.000,50001.000
9350779,-515.471,74.706,50000.000,-545.353,-82.176,49999.000
9400767,-776.941,59.765,50000.000,-851.647,-119.529,50000.000
9450758,-1008.529,52.294,50000.000,-1180.353,-291.353,50000.000
9500764,-1262.529,22.412,50000.000,-1359.647,-134.471,50000.000
9550765,-1277.470,44.824,50000.000,-1636.059,-44.824,50001.000
9600773,-1621.118,14.941,50000.000,-1845.235,-209.176,49999.000
9650792,-1665.941,-44.824,50000.000,-1964.765,-186.765,49998.000
9700799,-1822.823,97.118,50000.000,-2211.294,-74.706,50000.000
9750760,-2076.823,-7.471,50000.000,-2300.941,-149.412,50001.000
9800759,-2256.117,52.294,50000.000,-2480.235,-283.882,50000.000
9850775,-2300.941,-37.353,50000.000,-2577.353,-201.706,50000.000
9900761,-2300.941,-141.941,50000.000,-2622.176,-82.176,49999.000
9950795,-2390.588,-29.882,50000.000,-2756.647,-67.235,50001.000
10000784,-2487.706,-7.471,50000.000,-2794.000,-52.294,49999.000
10050766,-2502.647,-67.235,50000.000,-2876.176,-194.235,50001.000
10100794,-2487.706,-119.529,50000.000,-2921.000,-194.235,49999.000
10150801,-2547.470,-14.941,50000.000,-2958.353,0.000,50000.000
10200703,-2614.706,-59.765,50000.000,-3055.470,-164.353,50000.000
10250768,-2674.470,-89.647,50000.000,-2980.764,-194.235,50001.000
10300796,-2614.706,-67.235,50000.000,-3010.647,-112.059,50000.000
10350766,-2734.235,-14.941,50000.000,-3048.000,-164.353,50000.000
10400776,-2734.235,-14.941,50000.000,-3070.412,-156.882,49999.000
10450798,-2457.823,14.941,50000.000,-3107.764,-149.412,50000.000
10500778,-2188.882,-14.941,50000.000,-3085.353,-224.118,50000.000
10550775,-2569.882,-37.353,50000.000,-3107.764,-194.235,50001.000
10600795,-2756.647,-29.882,50000.000,-3070.412,-261.471,50000.000
10650767,-2831.353,-82.176,50000.000,-3077.882,-194.235,49999.000
10700800,-2906.059,0.000,50000.000,-3242.235,-1172.882,50000.000
10750717,-4347.882,694.765,50000.000,-4803.588,-6013.823,50001.000
10800796,-6790.764,4295.588,50000.000,-8105.588,-7933.764,50000.000
10850789,-7082.117,7814.235,50000.000,-10847.293,-7851.588,50000.000
10900791,-11728.822,7268.882,50000.000,-11639.176,-12812.058,49999.000
10950827,-12572.999,3824.941,50000.000,-10735.234,-15576.176,50000.000
11000806,-10914.528,-1299.882,50000.000,-10025.528,-14552.705,50000.000
11050810,-12117.293,-5520.764,50000.000,-8389.470,-16353.116,50000.000
11100805,-11706.411,-3832.412,50000.000,-8912.411,-16076.705,50001.000
11150819,-8748.059,1240.118,50000.000,-8606.117,-8038.353,49999.000
11200802,-10750.176,-1852.706,50000.000,-8800.353,-13663.705,50000.000
11250790,-11489.764,-7044.764,50000.000,-7605.058,-18833.352,50000.000
11300800,-8561.294,-7859.058,50000.000,-7859.058,-16950.764,50001.000
11350811,-9950.823,-6469.529,50000.000,-7821.706,-15516.411,50000.000
11400796,-8501.529,3257.176,50000.000,-9868.646,-6783.293,49999.000
11450818,-8142.940,2667.000,50000.000,-9689.353,-3578.412,50000.000
11500788,-11579.411,-3010.647,50000.000,-8635.999,-10152.528,50001.000
11550820,-11624.234,-4482.353,50000.000,-9002.059,-13678.646,49999.000
11600822,-11295.528,-3914.588,50000.000,-9831.293,-13551.646,50001.000
11650823,-12064.999,-6155.764,50000.000,-9435.353,-10346.764,49999.000
11700824,-10727.764,-6865.470,50000.000,-9076.764,-10309.411,50000.000
11750796,-11078.882,-6895.353,50000.000,-7470.588,-12647.705,50000.000
11800792,-9577.294,-918.882,50000.000,-8269.940,-9353.176,50000.000
11850787,-8777.940,1016.000,50000.000,-8210.176,-6671.235,50001.000
11900800,-8957.234,-1695.823,50000.000,-7986.058,-8875.059,49999.000
11950815,-9868.646,-2696.882,50000.000,-7739.529,-10518.588,50000.000
12000799,-9136.528,-2144.059,50000.000,-8852.646,-9218.705,50000.000
12050794,-8770.470,-903.941,50000.000,-9293.411,-2405.529,50000.000
12100786,-8187.764,-1068.294,50000.000,-9136.528,-1934.882,50001.000
12150815,-10242.176,-4534.647,50000.000,-7366.000,-8359.588,50000.000
12200794,-11743.764,-4967.941,50000.000,-8232.588,-11691.470,49999.000
12250820,-12035.117,-1591.235,50000.000,-10152.528,-11190.940,50001.000
12300825,-11579.411,-283.882,50000.000,-9943.353,-8964.705,49999.000
12350818,-10346.764,1299.882,50000.000,-10174.940,-9487.646,50001.000
12400818,-10294.470,-2084.294,50000.000,-9853.705,-9868.646,50000.000
12450795,-6999.941,-2017.059,50000.000,-8464.176,-2838.823,49999.000
12500807,-3937.000,82.176,50000.000,-7814.235,3077.882,50000.000
12550778,-5954.059,-127.000,50000.000,-7239.000,1053.353,50001.000
12600794,-7963.646,582.706,50000.000,-8008.470,-3376.706,49999.000
12650798,-8292.353,1524.000,50000.000,-9300.882,-4967.941,50001.000
12700797,-10384.117,2390.588,50000.000,-10316.882,-6551.706,49999.000
12750817,-11923.058,2891.117,50000.000,-12020.176,-8411.882,50000.000
12800795,-13633.822,4586.941,50000.000,-14679.705,-10047.940,50000.000
12850804,-16577.234,5042.646,50000.000,-16711.705,-11280.588,50001.000
12900823,-18848.293,1949.823,50000.000,-17533.469,-13536.705,50000.000
