timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us],t=0.0510319995
13433576,0.000,0.000,49373.000,-1.992,-1.992,48754.000,t=16.3381233215
13482282,104.588,156.882,639.000,-1.992,-1.992,1382.000,t=16.3882350921
13483787,0.000,0.000,49489.000,-1.992,-1.992,48746.000,t=16.4383525848
13532402,7.471,0.000,50134.000,-1.992,-1.992,50136.000,t=16.4884681701
13582580,0.000,0.000,50128.000,-1.992,-1.992,50127.000,t=16.5385761260
13632663,0.000,0.000,50133.000,-1.992,-1.992,50132.000,t=16.5886878967
13682791,0.000,0.000,625.000,-1.992,-1.992,1379.000,t=16.6387958526
13684148,0.000,0.000,49497.000,-1.992,-1.992,48744.000,t=16.6889076232
13732926,5737.411,-1680.882,50129.000,-1.992,-1.992,50128.000,t=16.7390193939
13783196,-5752.353,1673.412,50120.000,-1.992,-1.992,50120.000,t=16.7891311645
13833319,0.000,0.000,50123.000,-1.992,-1.992,50123.000,t=16.8392524719
13883294,1912.470,0.000,50124.000,-1.992,-1.992,50124.000,t=16.8893718719
13933486,-1919.941,0.000,50129.000,-1.992,-1.992,50132.000,t=16.9394912719
13983619,5737.411,52.294,50138.000,-1.992,-1.992,50135.000,t=16.9896087646
14033826,-14.941,74.706,50129.000,-1.992,-1.992,50130.000,t=17.0397243499
14083937,-5782.235,37.353,50128.000,-1.992,-1.992,50128.000,t=17.0898399353
14134073,82.176,37.353,50133.000,-1.992,-1.992,50132.000,t=17.1399593353
14184195,239.059,-1890.059,50131.000,-1.992,-1.992,50132.000,t=17.1900711059
14234336,127.000,-239.059,50130.000,-1.992,-1.992,50129.000,t=17.2401924133
14284469,7.471,1673.412,767.000,-1.992,-1.992,1380.000,t=17.2903079986
14285820,0.000,22.412,49364.000,-1.992,-1.992,48752.000,t=17.3404235839
14334530,44.824,22.412,50133.000,-1.992,-1.992,50135.000,t=17.3905315399
14384721,171.824,97.118,50129.000,-1.992,-1.992,50126.000,t=17.4406433105
14434854,1942.353,29.882,50134.000,-1.992,-1.992,50134.000,t=17.4907512664
14485003,-29.882,29.882,774.000,-1.992,-1.992,1380.000,t=17.5408592224
14486359,0.000,0.000,49355.000,-1.992,-1.992,48751.000,t=17.5909729003
14534992,-127.000,-82.176,50125.000,-1.992,-1.992,50123.000,t=17.6410846710
14585249,-44.824,37.353,50121.000,-1.992,-1.992,50122.000,t=17.6912078857
14635360,-89.647,149.412,50125.000,-1.992,-1.992,50125.000,t=17.7413272857
14685492,-164.353,119.529,50125.000,-1.992,-1.992,50125.000,t=17.7914447784
14735622,-89.647,0.000,50123.000,-1.992,-1.992,50124.000,t=17.8415603637
14785676,-134.471,127.000,50132.000,-1.992,-1.992,50130.000,t=17.8916759490
14835873,-171.824,29.882,765.000,-1.992,-1.992,1380.000,t=17.9417953491
14837242,0.000,97.118,49371.000,-1.992,-1.992,48756.000,t=17.9919128417
14885936,0.000,97.118,691.000,-1.992,-1.992,1380.000,t=18.0420284271
14887305,0.000,164.353,49441.000,-1.992,-1.992,48754.000,t=18.0921440124
14936082,104.588,164.353,50133.000,-1.992,-1.992,50131.000,t=18.1422595977
14986275,14.941,67.235,50129.000,-1.992,-1.992,50129.000,t=18.1923809051
15036396,0.000,0.000,50132.000,-1.992,-1.992,50132.000,t=18.2424926757
15086397,-1919.941,-7.471,626.000,-1.992,-1.992,1380.000,t=18.2926044464
15087897,0.000,-7.471,49506.000,-1.992,-1.992,48752.000,t=18.3427124023
15136582,-1979.706,22.412,50128.000,-1.992,-1.992,50128.000,t=18.3928241729
15186791,67.235,261.471,50133.000,-1.992,-1.992,50133.000,t=18.4429359436
15236919,0.000,-67.235,50129.000,-1.992,-1.992,50130.000,t=18.4930477142
15286990,104.588,-67.235,50126.000,-1.992,-1.992,50125.000,t=18.5431728363
15337185,231.588,-127.000,50125.000,-1.992,-1.992,50125.000,t=18.5932960510
15387311,1927.412,-44.824,50123.000,-1.992,-1.992,50124.000,t=18.6434116363
15437436,-1919.941,1815.353,50128.000,-1.992,-1.992,50127.000,t=18.6935329437
15487578,97.118,22.412,50123.000,-1.992,-1.992,50125.000,t=18.7436485290
15537673,97.118,0.000,755.000,-1.992,-1.992,1380.000,t=18.7937641143
15538984,0.000,-1680.882,49369.000,-1.992,-1.992,48743.000,t=18.8438758850
15587757,1934.882,1792.941,50130.000,-1.992,-1.992,50129.000,t=18.8939914703
15637955,-37.353,0.000,50129.000,-1.992,-1.992,50129.000,t=18.9441127777
15687991,-5759.823,-127.000,50140.000,-1.992,-1.992,50140.000,t=18.9942283630
15738211,44.824,-127.000,770.000,-1.992,-1.992,1381.000,t=19.0443439483
15739567,0.000,-242891.219,49362.000,-1.992,-1.992,48751.000,t=19.0944557189
15788292,-104.588,14.941,50130.000,-1.992,-1.992,50130.000,t=19.1445674896
15838475,-201.706,82.176,50126.000,-1.992,-1.992,50127.000,t=19.1946792602
15888594,-29.882,0.000,765.000,-1.992,-1.992,1382.000,t=19.2447929382
15889896,-7.471,-1725.706,49368.000,-1.992,-1.992,48752.000,t=19.2949008941
15938716,-216.647,-52.294,50132.000,-1.992,-1.992,50130.000,t=19.3450126647
15988863,-104.588,-44.824,50133.000,-1.992,-1.992,50133.000,t=19.3951320648
16038986,-127.000,-149.412,50129.000,-1.992,-1.992,50131.000,t=19.4452514648
16089124,-268.941,-52.294,50130.000,-1.992,-1.992,50129.000,t=19.4953670501
16139255,-5827.059,1434.353,770.000,-1.992,-1.992,1379.000,t=19.5454845428
16140625,5737.411,-1464.235,49357.000,-1.992,-1.992,48747.000,t=19.5956039428
16189408,-5789.706,1434.353,795.000,-1.992,-1.992,1379.000,t=19.6457233428
16190753,5737.411,-1471.706,49328.000,-1.992,-1.992,48744.000,t=19.6958408355
16239522,-5789.706,1673.412,787.000,-1.992,-1.992,1381.000,t=19.7459526062
16240877,5737.411,-1456.765,49337.000,-1.992,-1.992,48743.000,t=19.7960681915
16289652,-29.882,-7.471,50126.000,-1.992,-1.992,50128.000,t=19.8461837768
16339730,-5744.882,1673.412,50127.000,-1.992,-1.992,50125.000,t=19.8962917327
16389891,0.000,0.000,50126.000,-1.992,-1.992,50127.000,t=19.9464073181
16439873,0.000,0.000,50127.000,-1.992,-1.992,50127.000,t=19.9965152740
16490001,0.000,0.000,50138.000,-1.992,-1.992,50137.000,t=20.0466289520
16540133,0.000,0.000,50132.000,-1.992,-1.992,50133.000,t=20.0967407226
16590262,0.000,0.000,627.000,-1.992,-1.992,1379.000,t=20.1468448638
16591634,0.000,0.000,49506.000,-1.992,-1.992,48753.000,t=20.1969642639
16640401,0.000,0.000,50126.000,-1.992,-1.992,50126.000,t=20.2470836639
16690530,0.000,0.000,50132.000,-1.992,-1.992,50132.000,t=20.2972030639
16740653,0.000,0.000,626.000,-1.992,-1.992,1380.000,t=20.3473167419
16742029,0.000,0.000,49506.000,-1.992,-1.992,48753.000,t=20.3974361419
16790791,0.000,0.000,632.000,-1.992,-1.992,1380.000,t=20.4475555419
16792158,0.000,0.000,49500.000,-1.992,-1.992,48752.000,t=20.4976711273
16840917,0.000,0.000,50126.000,-1.992,-1.992,50125.000,t=20.5477848052
16891047,0.000,0.000,630.000,-1.992,-1.992,1379.000,t=20.5978965759
16892414,0.000,0.000,49502.000,-1.992,-1.992,48753.000,t=20.6480083465
16941180,0.000,0.000,50129.000,-1.992,-1.992,50129.000,t=20.6981239318
16991304,0.000,0.000,50122.000,-1.992,-1.992,50123.000,t=20.7482318878
17041435,0.000,0.000,50125.000,-1.992,-1.992,50125.000,t=20.7983398437
17091553,0.000,0.000,50124.000,-1.992,-1.992,50123.000,t=20.8484516143
17141678,0.000,0.000,630.000,-1.992,-1.992,1379.000,t=20.8985633850
17143047,0.000,0.000,49499.000,-1.992,-1.992,48750.000,t=20.9486751556
17191795,0.000,0.000,50124.000,-1.992,-1.992,50124.000,t=20.9987831115
17241928,0.000,0.000,626.000,-1.992,-1.992,1379.000,t=21.0489006042
17243299,0.000,0.000,49500.000,-1.992,-1.992,48747.000,t=21.0990200042
17292058,0.000,0.000,50134.000,-1.992,-1.992,50134.000,t=21.1491355895
17342196,0.000,0.000,50136.000,-1.992,-1.992,50136.000,t=21.1992511749
17392324,0.000,0.000,50135.000,-1.992,-1.992,50135.000,t=21.2493648529
17442468,0.000,0.000,635.000,-1.992,-1.992,1380.000,t=21.2994804382
17443835,0.000,0.000,49497.000,-1.992,-1.992,48754.000,t=21.3495998382
17492605,0.000,0.000,50131.000,-1.992,-1.992,50129.000,t=21.3997154235
17542723,0.000,0.000,50129.000,-1.992,-1.992,50129.000,t=21.4498367309
17592850,0.000,0.000,626.000,-1.992,-1.992,1379.000,t=21.4999523162
17594222,0.000,0.000,49507.000,-1.992,-1.992,48755.000,t=21.5500717163
17642989,0.000,0.000,50128.000,-1.992,-1.992,50128.000,t=21.6001834869
17693113,0.000,0.000,627.000,-1.992,-1.992,1379.000,t=21.6502952575
17694486,0.000,0.000,49507.000,-1.992,-1.992,48754.000,t=21.7004032135
17743253,0.000,0.000,50130.000,-1.992,-1.992,50130.000,t=21.7505111694
17793384,0.000,0.000,634.000,-1.992,-1.992,1380.000,t=21.8006248474
17794752,0.000,0.000,49497.000,-1.992,-1.992,48751.000,t=21.8507366180
17843518,0.000,0.000,50127.000,-1.992,-1.992,50127.000,t=21.9008598327
17893641,0.000,0.000,50123.000,-1.992,-1.992,50123.000,t=21.9509754180
17943764,0.000,0.000,50123.000,-1.992,-1.992,50123.000,t=22.0010929107
17993887,0.000,0.000,50121.000,-1.992,-1.992,50123.000,t=22.0512123107
18044005,0.000,0.000,50129.000,-1.992,-1.992,50127.000,t=22.1013278961
18094134,0.000,0.000,50124.000,-1.992,-1.992,50124.000,t=22.1514472961
18144254,0.000,0.000,50140.000,-1.992,-1.992,50140.000,t=22.2015647888
18194389,0.000,0.000,622.000,-1.992,-1.992,1381.000,t=22.2516841888
18195767,0.000,0.000,49513.000,-1.992,-1.992,48754.000,t=22.3017997741
18244543,0.000,0.000,50132.000,-1.992,-1.992,50133.000,t=22.3519153594
18294661,0.000,0.000,626.000,-1.992,-1.992,1379.000,t=22.4020328521
18296034,0.000,0.000,49505.000,-1.992,-1.992,48751.000,t=22.4521446228
18344799,0.000,0.000,634.000,-1.992,-1.992,1379.000,t=22.5022563934
18346163,0.000,0.000,49496.000,-1.992,-1.992,48751.000,t=22.5523681640
18394928,0.000,0.000,50133.000,-1.992,-1.992,50133.000,t=22.6024799346
18445054,0.000,0.000,50133.000,-1.992,-1.992,50133.000,t=22.6525917053
18495188,0.000,0.000,50128.000,-1.992,-1.992,50128.000,t=22.7027034759
18545316,0.000,0.000,626.000,-1.992,-1.992,1380.000,t=22.7528247833
18546692,0.000,0.000,49506.000,-1.992,-1.992,48753.000,t=22.8029479980
18595456,0.000,0.000,50131.000,-1.992,-1.992,50132.000,t=22.8530635833
18645582,0.000,0.000,50133.000,-1.992,-1.992,50131.000,t=22.9031791687
18695713,0.000,0.000,50128.000,-1.992,-1.992,50128.000,t=22.9532966613
18745840,0.000,0.000,50125.000,-1.992,-1.992,50125.000,t=23.0034122467
18795965,0.000,0.000,50123.000,-1.992,-1.992,50123.000,t=23.0535278320
18846096,0.000,0.000,50126.000,-1.992,-1.992,50126.000,t=23.1036472320
18896222,0.000,0.000,634.000,-1.992,-1.992,1380.000,t=23.1537609100
18897590,0.000,0.000,49494.000,-1.992,-1.992,48748.000,t=23.2038764953
18946354,0.000,0.000,50127.000,-1.992,-1.992,50127.000,t=23.2539844512
18996478,0.000,0.000,50137.000,-1.992,-1.992,50139.000,t=23.3041000366
19046611,0.000,0.000,50138.000,-1.992,-1.992,50136.000,t=23.3542079925
19096748,0.000,0.000,50132.000,-1.992,-1.992,50132.000,t=23.4043159484
19146876,0.000,0.000,50134.000,-1.992,-1.992,50135.000,t=23.4544277191
19197019,0.000,0.000,635.000,-1.992,-1.992,1381.000,t=23.5045356750
19198383,0.000,0.000,49498.000,-1.992,-1.992,48752.000,t=23.5546512603
19247152,0.000,0.000,50127.000,-1.992,-1.992,50127.000,t=23.6047725677
19297278,0.000,0.000,50129.000,-1.992,-1.992,50128.000,t=23.6548881530
19347399,0.000,0.000,626.000,-1.992,-1.992,1380.000,t=23.7050037384
19348775,0.000,0.000,49505.000,-1.992,-1.992,48751.000,t=23.7551155090
19397539,0.000,0.000,50133.000,-1.992,-1.992,50133.000,t=23.8052368164
19447662,0.000,0.000,625.000,-1.992,-1.992,1380.000,t=23.8553562164
19449024,0.000,0.000,49509.000,-1.992,-1.992,48754.000,t=23.9054718017
19497806,0.000,0.000,50129.000,-1.992,-1.992,50130.000,t=23.9555873870
19547930,0.000,0.000,50126.000,-1.992,-1.992,50125.000,t=24.0057086944
19598056,0.000,0.000,50127.000,-1.992,-1.992,50127.000,t=24.0558242797
19648187,0.000,0.000,50127.000,-1.992,-1.992,50127.000,t=24.1059360504
19698313,0.000,0.000,50126.000,-1.992,-1.992,50126.000,t=24.1560478210
19748441,0.000,0.000,50122.000,-1.992,-1.992,50122.000,t=24.2061595916
19798563,0.000,0.000,50126.000,-1.992,-1.992,50126.000,t=24.2562713623
19848687,0.000,0.000,50138.000,-1.992,-1.992,50138.000,t=24.3063793182
19898825,0.000,0.000,50134.000,-1.992,-1.992,50135.000,t=24.3564872741
19948960,0.000,0.000,634.000,-1.992,-1.992,1380.000,t=24.4066047668
19950329,0.000,0.000,49495.000,-1.992,-1.992,48748.000,t=24.4567279815
19999093,0.000,0.000,50130.000,-1.992,-1.992,50131.000,t=24.5068473815
20049217,0.000,0.000,50136.000,-1.992,-1.992,50135.000,t=24.5569648742
20099351,0.000,0.000,630.000,-1.992,-1.992,1381.000,t=24.6070842742
20100719,0.000,0.000,49503.000,-1.992,-1.992,48752.000,t=24.6571998596
20149484,0.000,0.000,50133.000,-1.992,-1.992,50135.000,t=24.7073154449
20199619,0.000,0.000,50127.000,-1.992,-1.992,50125.000,t=24.7574329376
20249743,0.000,0.000,50129.000,-1.992,-1.992,50130.000,t=24.8075523376
20299873,0.000,0.000,50131.000,-1.992,-1.992,50132.000,t=24.8576641082
20350001,0.000,0.000,50128.000,-1.992,-1.992,50127.000,t=24.9077835083
20400132,0.000,0.000,50123.000,-1.992,-1.992,50122.000,t=24.9578952789
20450259,0.000,0.000,634.000,-1.992,-1.992,1379.000,t=25.0080032348
20451622,0.000,0.000,49491.000,-1.992,-1.992,48746.000,t=25.0581111907
20500382,0.000,0.000,50128.000,-1.992,-1.992,50128.000,t=25.1082248687
20550505,0.000,0.000,628.000,-1.992,-1.992,1379.000,t=25.1583366394
20551871,0.000,0.000,49495.000,-1.992,-1.992,48746.000,t=25.2084407806
20600637,0.000,0.000,50122.000,-1.992,-1.992,50120.000,t=25.2585639953
20650756,0.000,0.000,50132.000,-1.992,-1.992,50132.000,t=25.3086833953
20700880,0.000,0.000,625.000,-1.992,-1.992,1379.000,t=25.3587951660
20702237,0.000,0.000,49511.000,-1.992,-1.992,48758.000,t=25.4089126586
20751025,0.000,0.000,50132.000,-1.992,-1.992,50132.000,t=25.4590282440
20801149,0.000,0.000,50130.000,-1.992,-1.992,50129.000,t=25.5091438293
20851283,0.000,0.000,50133.000,-1.992,-1.992,50133.000,t=25.5592594146
20901412,0.000,0.000,50133.000,-1.992,-1.992,50134.000,t=25.6093769073
20951551,0.000,0.000,50131.000,-1.992,-1.992,50130.000,t=25.6594924926
21001681,0.000,0.000,631.000,-1.992,-1.992,1382.000,t=25.7096042633
21003051,0.000,0.000,49498.000,-1.992,-1.992,48747.000,t=25.7597160339
21051817,0.000,0.000,50128.000,-1.992,-1.992,50128.000,t=25.8098316192
21101933,0.000,0.000,50126.000,-1.992,-1.992,50127.000,t=25.8599395751
21152067,0.000,0.000,634.000,-1.992,-1.992,1379.000,t=25.9100475311
21153433,0.000,0.000,49495.000,-1.992,-1.992,48749.000,t=25.9601593017
21202196,0.000,0.000,50123.000,-1.992,-1.992,50123.000,t=26.0102672576
21252318,0.000,0.000,50124.000,-1.992,-1.992,50125.000,t=26.0603847503
21302437,0.000,0.000,50124.000,-1.992,-1.992,50123.000,t=26.1105079650
21352565,0.000,0.000,632.000,-1.992,-1.992,1380.000,t=26.1606273651
21353931,0.000,0.000,49496.000,-1.992,-1.992,48748.000,t=26.2107448577
21402695,0.000,0.000,50128.000,-1.992,-1.992,50128.000,t=26.2608604431
21452815,0.000,0.000,50123.000,-1.992,-1.992,50123.000,t=26.3109798431
21502945,0.000,0.000,633.000,-1.992,-1.992,1380.000,t=26.3610954284
21504310,0.000,0.000,49495.000,-1.992,-1.992,48748.000,t=26.4112129211
21553078,0.000,0.000,50135.000,-1.992,-1.992,50135.000,t=26.4613285064
21603209,0.000,0.000,50131.000,-1.992,-1.992,50132.000,t=26.5114440917
21653334,0.000,0.000,50130.000,-1.992,-1.992,50129.000,t=26.5615596771
21703467,0.000,0.000,631.000,-1.992,-1.992,1380.000,t=26.6116714477
21704835,0.000,0.000,49498.000,-1.992,-1.992,48751.000,t=26.6617832183
21753602,0.000,0.000,50128.000,-1.992,-1.992,50127.000,t=26.7118968963
21803723,0.000,0.000,50134.000,-1.992,-1.992,50133.000,t=26.7620048522
21853857,0.000,0.000,50134.000,-1.992,-1.992,50135.000,t=26.8121128082
21903994,0.000,0.000,50131.000,-1.992,-1.992,50130.000,t=26.8622245788
21954123,0.000,0.000,50132.000,-1.992,-1.992,50132.000,t=26.9123401641
22004250,0.000,0.000,50135.000,-1.992,-1.992,50135.000,t=26.9624633789
22054392,0.000,0.000,634.000,-1.992,-1.992,1380.000,t=27.0125846862
22055761,0.000,0.000,49492.000,-1.992,-1.992,48747.000,t=27.0627002716
22104522,0.000,0.000,50128.000,-1.992,-1.992,50129.000,t=27.1128158569
22154640,0.000,0.000,50122.000,-1.992,-1.992,50120.000,t=27.1629314422
22204768,0.000,0.000,50124.000,-1.992,-1.992,50124.000,t=27.2130489349
22254885,0.000,0.000,626.000,-1.992,-1.992,1380.000,t=27.2631645202
22256261,0.000,0.000,49497.000,-1.992,-1.992,48745.000,t=27.3132801055
22305016,0.000,0.000,635.000,-1.992,-1.992,1381.000,t=27.3633995056
22306383,0.000,0.000,49493.000,-1.992,-1.992,48745.000,t=27.4135208129
22355140,0.000,0.000,50139.000,-1.992,-1.992,50139.000,t=27.4636325836
22405283,0.000,0.000,50131.000,-1.992,-1.992,50131.000,t=27.5137367248
22455409,0.000,0.000,50131.000,-1.992,-1.992,50132.000,t=27.5638484954
22505540,0.000,0.000,630.000,-1.992,-1.992,1381.000,t=27.6139602661
22506911,0.000,0.000,49502.000,-1.992,-1.992,48751.000,t=27.6640720367
22555677,0.000,0.000,50133.000,-1.992,-1.992,50133.000,t=27.7141799926
22605802,0.000,0.000,50133.000,-1.992,-1.992,50133.000,t=27.7642993927
22655935,0.000,0.000,626.000,-1.992,-1.992,1381.000,t=27.8144245147
22657309,0.000,0.000,49506.000,-1.992,-1.992,48750.000,t=27.8645401000
22706060,0.000,0.000,50134.000,-1.992,-1.992,50134.000,t=27.9146595001
22756209,0.000,0.000,50129.000,-1.992,-1.992,50130.000,t=27.9647712707
22806334,0.000,0.000,50132.000,-1.992,-1.992,50131.000,t=28.0148925781
22856465,0.000,0.000,50132.000,-1.992,-1.992,50135.000,t=28.0650119781
22906600,0.000,0.000,50126.000,-1.992,-1.992,50123.000,t=28.1151275634
22956728,0.000,0.000,50126.000,-1.992,-1.992,50126.000,t=28.1652488708
23006854,0.000,0.000,634.000,-1.992,-1.992,1379.000,t=28.2153606414
23008217,0.000,0.000,49495.000,-1.992,-1.992,48751.000,t=28.2654800415
23056984,0.000,0.000,50125.000,-1.992,-1.992,50124.000,t=28.3155918121
23107100,0.000,0.000,50127.000,-1.992,-1.992,50127.000,t=28.3657035827
23157235,0.000,0.000,50126.000,-1.992,-1.992,50126.000,t=28.4158153533
23207361,0.000,0.000,634.000,-1.992,-1.992,1379.000,t=28.4659233093
23208724,0.000,0.000,49500.000,-1.992,-1.992,48755.000,t=28.5160312652
23257493,0.000,0.000,632.000,-1.992,-1.992,1381.000,t=28.5661449432
23258855,0.000,0.000,49509.000,-1.992,-1.992,48762.000,t=28.6162643432
23307639,0.000,0.000,50130.000,-1.992,-1.992,50128.000,t=28.6663837432
23357761,0.000,0.000,50128.000,-1.992,-1.992,50128.000,t=28.7165031433
23407886,0.000,0.000,50134.000,-1.992,-1.992,50135.000,t=28.7666206359
23458027,0.000,0.000,633.000,-1.992,-1.992,1380.000,t=28.8167362213
23459393,0.000,0.000,49497.000,-1.992,-1.992,48749.000,t=28.8668518066
23508158,0.000,0.000,50131.000,-1.992,-1.992,50132.000,t=28.9169673919
23558283,0.000,0.000,50131.000,-1.992,-1.992,50131.000,t=28.9670886993
23608415,0.000,0.000,50130.000,-1.992,-1.992,50129.000,t=29.0172004699
23658547,0.000,0.000,631.000,-1.992,-1.992,1381.000,t=29.0673198699
23659912,0.000,0.000,49499.000,-1.992,-1.992,48749.000,t=29.1174392700
23708676,0.000,0.000,50130.000,-1.992,-1.992,50130.000,t=29.1675529479
23758809,0.000,0.000,50123.000,-1.992,-1.992,50123.000,t=29.2176609039
23808932,0.000,0.000,633.000,-1.992,-1.992,1381.000,t=29.2677688598
23810294,0.000,0.000,49491.000,-1.992,-1.992,48743.000,t=29.3178768157
23859059,0.000,0.000,636.000,-1.992,-1.992,1380.000,t=29.3679847717
23860423,0.000,0.000,49485.000,-1.992,-1.992,48741.000,t=29.4180927276
23909175,0.000,0.000,50125.000,-1.992,-1.992,50125.000,t=29.4682159423
23959295,0.000,0.000,50124.000,-1.992,-1.992,50124.000,t=29.5183353424
24009421,0.000,0.000,50130.000,-1.992,-1.992,50130.000,t=29.5684566497
24059559,0.000,0.000,50135.000,-1.992,-1.992,50136.000,t=29.6185760498
24109688,0.000,0.000,630.000,-1.992,-1.992,1379.000,t=29.6686916351
24111057,0.000,0.000,49503.000,-1.992,-1.992,48753.000,t=29.7188072204
24159818,0.000,0.000,50127.000,-1.992,-1.992,50127.000,t=29.7689285278
24209951,0.000,0.000,50128.000,-1.992,-1.992,50128.000,t=29.8190441131
24260072,0.000,0.000,50134.000,-1.992,-1.992,50134.000,t=29.8691635131
24310214,0.000,0.000,50134.000,-1.992,-1.992,50135.000,t=29.9192848205
24360348,0.000,0.000,635.000,-1.992,-1.992,1379.000,t=29.9694004058
24361712,0.000,0.000,49499.000,-1.992,-1.992,48754.000,t=30.0195121765
24410484,0.000,0.000,50131.000,-1.992,-1.992,50133.000,t=30.0696201324
